is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-29T22:47:12.163682,Person,Classification,2099-12-31T23:59:59-01:00,Alticus Monochrus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e4d346d2-13a8-4ab8-80fe-2b7c07e51ae5,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alticus Monochrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier e4d346d2-13a8-4ab8-80fe-2b7c07e51ae5,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,e4d346d2-13a8-4ab8-80fe-2b7c07e51ae5,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e4d346d2-13a8-4ab8-80fe-2b7c07e51ae5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-24T20:57:57.328338,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis gymnocephalus,1901-01-01T00:0000-01:00,Result Product b204379d-e0c7-42d2-bd22-e928d66bd2dc,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis gymnocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3bab6f8b-42fc-4139-8675-7cadb36585e8,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,3bab6f8b-42fc-4139-8675-7cadb36585e8,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3bab6f8b-42fc-4139-8675-7cadb36585e8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-16T07:33:11.374975,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Lucida Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 76c7f3f0-3c08-4a95-a3f8-6c1dbd1719b2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anchoa Lucida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 76c7f3f0-3c08-4a95-a3f8-6c1dbd1719b2,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,76c7f3f0-3c08-4a95-a3f8-6c1dbd1719b2,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/76c7f3f0-3c08-4a95-a3f8-6c1dbd1719b2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-24T17:18:21.335739,Publication,Classification,2099-12-31T23:59:59-01:00,Amusium pleuronectes,1901-01-01T00:0000-01:00,Result Product 37c151be-42cf-4b12-a50f-9a470f6c9224,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amusium pleuronectes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 37c151be-42cf-4b12-a50f-9a470f6c9224,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,37c151be-42cf-4b12-a50f-9a470f6c9224,,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/37c151be-42cf-4b12-a50f-9a470f6c9224,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T13:11:28.528409,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Albula neoguinaica,1901-01-01T00:0000-01:00,Result Product 53ff180d-723e-4d2d-bcc3-cbb740afd818,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Albula neoguinaica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e710e043-88f3-4996-a6f5-662ad1b3a4d1,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,e710e043-88f3-4996-a6f5-662ad1b3a4d1,,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e710e043-88f3-4996-a6f5-662ad1b3a4d1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T18:32:52.321084,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf saxatilis,1901-01-01T00:0000-01:00,Result Product 15a93676-de3c-4281-aa3c-0b818c850e72,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Abudefduf saxatilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-saxatilis,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,abudefduf-saxatilis,,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-saxatilis,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T23:30:02.882308,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus achilles,1901-01-01T00:0000-01:00,Result Product f2714e0d-d726-4113-8bc4-09e72c0fd87d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthurus achilles Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 33adcebe-b967-40a6-8647-7546f15b3a5e,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,33adcebe-b967-40a6-8647-7546f15b3a5e,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/33adcebe-b967-40a6-8647-7546f15b3a5e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T11:23:26.630337,Person,Classification,2099-12-31T23:59:59-01:00,Anampses Caeruleopunctatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product c3eb3c16-a54b-44d9-ab2f-14a0e65ef68a,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anampses Caeruleopunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anampses-caeruleopunctatus-aquamaps-native-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,anampses-caeruleopunctatus-aquamaps-native-raster,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-caeruleopunctatus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T16:06:16.393215,Person,Classification,2099-12-31T23:59:59-01:00,amblygobius nocturnus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product aeb04109-6bb0-420d-8655-14277f7e8161,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This amblygobius nocturnus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-nocturnus-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,amblygobius-nocturnus-aquamaps-native-2050-raster,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-nocturnus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T06:37:36.376819,Person,Classification,2099-12-31T23:59:59-01:00,anodontia ovum Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 8a1b32b5-83a5-453d-b461-a06481e6c146,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This anodontia ovum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anodontia-ovum-aquamaps-native-2050-raster,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,anodontia-ovum-aquamaps-native-2050-raster,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anodontia-ovum-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T09:28:57.040396,Publication,Classification,2099-12-31T23:59:59-01:00,alepocephalus productus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4ab42bef-b59a-4c1c-a65d-7c3b1508a118,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This alepocephalus productus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepocephalus-productus-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,string,alepocephalus-productus-aquamaps-native-2050-raster,,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-productus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-23T16:14:38.125073,Person,Classification,2099-12-31T23:59:59-01:00,Aega Antillensis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 712e56e1-71a3-4eee-98f2-9f739f81b051,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aega Antillensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 712e56e1-71a3-4eee-98f2-9f739f81b051,SimpleLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,string,712e56e1-71a3-4eee-98f2-9f739f81b051,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/712e56e1-71a3-4eee-98f2-9f739f81b051,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-11-25T02:40:20.634952,2017-12-23T13:42:10.090355,Person,string,2099-12-31T23:59:59-01:00,Alpheus lottini,1901-01-01T00:0000-01:00,Result Product 659c1cd2-d745-4d83-b4b9-a6a2f2294536,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus lottini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-lottini,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,alpheus-lottini,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-lottini,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T08:45:39.646359,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alosa fallax,1901-01-01T00:0000-01:00,Result Product b9630c5e-716b-48d9-ae07-61d62f0d687b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alosa fallax Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier aa96b5bc-ee34-4f07-a810-c59af7b0ad2b,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,aa96b5bc-ee34-4f07-a810-c59af7b0ad2b,,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/aa96b5bc-ee34-4f07-a810-c59af7b0ad2b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus maculatus,1901-01-01T00:0000-01:00,Result Product 82512e46-85c6-4733-bb17-c3856333b224,2099-12-31T23:59:59-01:00,,"This Aetomylaeus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 1a7b3d01-3d7f-43f5-aa86-f160b6c92a9b,FullLinkEntity,,,Measurement,,Classification,string,1a7b3d01-3d7f-43f5-aa86-f160b6c92a9b,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1a7b3d01-3d7f-43f5-aa86-f160b6c92a9b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alectrias Alectrolophus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product d382b311-48f7-4745-a76f-7cd9459fb086,2099-12-31T23:59:59-01:00,,"This Alectrias Alectrolophus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name alectrias-alectrolophus-aquamaps-native-raster,FullLinkEntity,,,Measurement,,Classification,string,alectrias-alectrolophus-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alectrias-alectrolophus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aidablennius sphynx,1901-01-01T00:0000-01:00,Result Product 8fe3f536-cd82-4447-be1e-b4ca0e571b88,2099-12-31T23:59:59-01:00,,"This Aidablennius sphynx Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 6e43b170-9948-4f04-a3cb-00e9c86636b9,SimpleLinkEntity,,,Measurement,,Classification,,6e43b170-9948-4f04-a3cb-00e9c86636b9,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6e43b170-9948-4f04-a3cb-00e9c86636b9,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aglaophamus malmgreni,,Result Product 355155c4-47b3-4195-b557-4139c5e3bf27,,,"This Aglaophamus malmgreni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name aglaophamus-malmgreni3,FullLinkEntity,,,Measurement,,Classification,,aglaophamus-malmgreni3,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/aglaophamus-malmgreni3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acanthacaris caeca Aquamaps Native 2050 Raster,,Result Product b3aff471-fb8e-4c5d-936a-c9f1a1f9ee83,,,"This acanthacaris caeca Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 528a6075-f960-4a32-8639-3ed71017e5d5,SimpleLinkEntity,,,Medium,,Classification,,528a6075-f960-4a32-8639-3ed71017e5d5,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/528a6075-f960-4a32-8639-3ed71017e5d5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepisaurus brevirostris,,Result Product 017e4258-13e5-47df-858c-728081d8ffb6,,,"This Alepisaurus brevirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 017e4258-13e5-47df-858c-728081d8ffb6,FullLinkEntity,,,Measurement,,Classification,,017e4258-13e5-47df-858c-728081d8ffb6,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/017e4258-13e5-47df-858c-728081d8ffb6,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aforia multispiralis,,Result Product fa0c5d76-d989-4aa6-9e99-f904c801b884,,,"This Aforia multispiralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name aforia-multispiralis1,SimpleLinkEntity,,,Measurement,,Classification,,aforia-multispiralis1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aforia-multispiralis1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis folirostris,,Result Product 5a36f9d6-599d-490c-b431-f0293a154b5c,,,"This Anacanthobatis folirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier a307a316-28a8-4ed2-8d03-331014942980,FullLinkEntity,,,Measurement,,Classification,,a307a316-28a8-4ed2-8d03-331014942980,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a307a316-28a8-4ed2-8d03-331014942980,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris ogasawarensis,,Result Product 9b14e5c5-99e2-43b7-9c3a-a60f911bb1f6,,,"This Amblyeleotris ogasawarensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 9b14e5c5-99e2-43b7-9c3a-a60f911bb1f6,FullLinkEntity,,,Measurement,,Classification,,9b14e5c5-99e2-43b7-9c3a-a60f911bb1f6,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9b14e5c5-99e2-43b7-9c3a-a60f911bb1f6,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anisotremus virginicus,,Result Product abb2908d-524c-4fa6-b7f2-2b9f5fb6f695,,,"This Anisotremus virginicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 9ff500fc-a959-4bed-880f-01ec74d56daa,FullLinkEntity,,,Measurement,,Classification,,9ff500fc-a959-4bed-880f-01ec74d56daa,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9ff500fc-a959-4bed-880f-01ec74d56daa,,
2017-11-24T19:47:58.049690,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyraja doellojuradoi,,Result Product 3ec9c8e9-db89-4f80-bee5-3d32d27333df,,,"This Amblyraja doellojuradoi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 3ec9c8e9-db89-4f80-bee5-3d32d27333df,SimpleLinkEntity,,,Measurement,,Classification,,3ec9c8e9-db89-4f80-bee5-3d32d27333df,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3ec9c8e9-db89-4f80-bee5-3d32d27333df,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion melanopus,,Result Product eaa350fe-a378-4bd8-bea1-2c8f15be4451,,,"This Amphiprion melanopus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 437f967e-be24-4f4a-bde2-eb6f8ea714bf,FullLinkEntity,,,Measurement,,Classification,,437f967e-be24-4f4a-bde2-eb6f8ea714bf,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/437f967e-be24-4f4a-bde2-eb6f8ea714bf,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus productus,,Result Product e6add19d-10e9-4097-b0b8-5badeae51d53,,,"This Alepocephalus productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name alepocephalus-productus3,FullLinkEntity,,,Measurement,,Classification,,alepocephalus-productus3,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-productus3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthoplesiops hiatti Aquamaps Native 2050 Raster,,Result Product 1690afed-d2b9-49cb-add5-b7a613ca4ede,,,"This acanthoplesiops hiatti Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 928a54e7-c099-41a1-ac4f-cbd2d6406b5d,SimpleLinkEntity,,,Measurement,,Classification,,928a54e7-c099-41a1-ac4f-cbd2d6406b5d,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/928a54e7-c099-41a1-ac4f-cbd2d6406b5d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepes Kleinii Aquamaps Native Raster,,Result Product c194fe45-2c12-43a8-8a31-1cb0635ba185,,,"This Alepes Kleinii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier c194fe45-2c12-43a8-8a31-1cb0635ba185,SimpleLinkEntity,,,Measurement,,Classification,,c194fe45-2c12-43a8-8a31-1cb0635ba185,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c194fe45-2c12-43a8-8a31-1cb0635ba185,,
