is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria hancocki,1901-01-01T00:0000-01:00,Result Product 6ad66e6e-beab-4e34-bd6c-ad40999e7ebf,FederatedIdentifier,Result Product Identifier 6ad66e6e-beab-4e34-bd6c-ad40999e7ebf,"This Acanthemblemaria hancocki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T04:41:53.265261,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,6ad66e6e-beab-4e34-bd6c-ad40999e7ebf,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6ad66e6e-beab-4e34-bd6c-ad40999e7ebf,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes dubius,1901-01-01T00:0000-01:00,Result Product 78e871a2-e794-4dc9-89ab-8bc8b0fc780a,string,Result Product Revision Identifier 61371f43-23b5-421e-8bda-387ea2c3990a,"This Ammodytes dubius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T15:14:29.971400,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,61371f43-23b5-421e-8bda-387ea2c3990a,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/61371f43-23b5-421e-8bda-387ea2c3990a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,alphestes multiguttatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 9b42918a-19bf-4a8e-be91-259b03265a6d,string,Result Product Revision Identifier e8341d23-2505-4b98-8f7d-a60297b3a435,"This alphestes multiguttatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-24T11:22:12.000541,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,e8341d23-2505-4b98-8f7d-a60297b3a435,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e8341d23-2505-4b98-8f7d-a60297b3a435,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Adacnarca nitens,1901-01-01T00:0000-01:00,Result Product d3512c45-54ed-479d-8eb9-44106f377c8c,FederatedIdentifier,Result Product Identifier d3512c45-54ed-479d-8eb9-44106f377c8c,"This Adacnarca nitens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T22:08:03.623454,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,d3512c45-54ed-479d-8eb9-44106f377c8c,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d3512c45-54ed-479d-8eb9-44106f377c8c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,anisodoris nobilis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product dd2f69de-c07f-491d-9b51-c659062aab09,string,Result Product Identifier dd2f69de-c07f-491d-9b51-c659062aab09,"This anisodoris nobilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T17:56:39.551848,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,dd2f69de-c07f-491d-9b51-c659062aab09,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dd2f69de-c07f-491d-9b51-c659062aab09,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acreichthys tomentosus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 10dfd053-9394-4950-a4b6-28933322a8b0,string,Result Product Name acreichthys-tomentosus-aquamaps-native-2050-raster,"This acreichthys tomentosus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-24T15:27:10.445571,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acreichthys-tomentosus-aquamaps-native-2050-raster,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acreichthys-tomentosus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora hyacinthus,1901-01-01T00:0000-01:00,Result Product 0ba505df-6fa3-44e3-87be-fd98f63147fd,FederatedIdentifier,Result Product Identifier 0ba505df-6fa3-44e3-87be-fd98f63147fd,"This Acropora hyacinthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,0ba505df-6fa3-44e3-87be-fd98f63147fd,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0ba505df-6fa3-44e3-87be-fd98f63147fd,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ampelisca agassizi,1901-01-01T00:0000-01:00,Result Product 72100130-4eec-4ed3-ad78-41ef734f0e89,FederatedIdentifier,Result Product Identifier 72100130-4eec-4ed3-ad78-41ef734f0e89,"This Ampelisca agassizi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,72100130-4eec-4ed3-ad78-41ef734f0e89,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/72100130-4eec-4ed3-ad78-41ef734f0e89,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthephyra curtirostris,1901-01-01T00:0000-01:00,Result Product bc4dd7a9-1e53-46d1-9611-752f1cdb809f,string,Result Product Name acanthephyra-curtirostris3,"This Acanthephyra curtirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acanthephyra-curtirostris3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthephyra-curtirostris3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora aculeus,1901-01-01T00:0000-01:00,Result Product 6ba239f2-f03c-4c7c-bac0-b5e29bd95aa1,FederatedIdentifier,Result Product Name acropora-aculeus1,"This Acropora aculeus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acropora-aculeus1,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-aculeus1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Andamia tetradactylus,1901-01-01T00:0000-01:00,Result Product 5c80fa69-d1b5-463d-a115-e79b9462fc67,string,Result Product Revision Identifier d0e76d33-b05c-4c7e-947c-b13506c33b0f,"This Andamia tetradactylus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,d0e76d33-b05c-4c7e-947c-b13506c33b0f,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d0e76d33-b05c-4c7e-947c-b13506c33b0f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alticorpus macrocleithrum,1901-01-01T00:0000-01:00,Result Product da582706-50ef-41ed-b966-b7788bb0b448,string,Result Product Name alticorpus-macrocleithrum1,"This Alticorpus macrocleithrum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,alticorpus-macrocleithrum1,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alticorpus-macrocleithrum1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis americanus,1901-01-01T00:0000-01:00,Result Product aeac3388-293b-432e-ab07-97e40db14fc3,string,Result Product Name anacanthobatis-americanus,"This Anacanthobatis americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,anacanthobatis-americanus,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anacanthobatis-americanus,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis urotaenia,1901-01-01T00:0000-01:00,Result Product 32445275-7096-45e7-bab4-ccbf5028835a,FederatedIdentifier,Result Product Identifier 32445275-7096-45e7-bab4-ccbf5028835a,"This Ambassis urotaenia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,32445275-7096-45e7-bab4-ccbf5028835a,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/32445275-7096-45e7-bab4-ccbf5028835a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achirus declivis,1901-01-01T00:0000-01:00,Result Product 2a88caae-3d77-4cb1-9f23-89a426fc0840,string,Result Product Name achirus-declivis3,"This Achirus declivis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,achirus-declivis3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-declivis3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amaryllis keablei,1901-01-01T00:0000-01:00,Result Product 7af34d9f-6aed-40a0-b247-dffe04c10c9f,FederatedIdentifier,Result Product Revision Identifier 50b1de5e-d42d-4dae-93df-f6b5da700d34,"This Amaryllis keablei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,50b1de5e-d42d-4dae-93df-f6b5da700d34,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/50b1de5e-d42d-4dae-93df-f6b5da700d34,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa lyolepis,1901-01-01T00:0000-01:00,Result Product 081614dc-5616-4f78-9d5f-30be09156584,string,Result Product Revision Identifier 215bd1fc-2827-4455-837f-e1c1a59ef811,"This Anchoa lyolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,215bd1fc-2827-4455-837f-e1c1a59ef811,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/215bd1fc-2827-4455-837f-e1c1a59ef811,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
2017-12-01T03:43:58.000534,SimpleLinkEntity,OrganisationUnit,string,2099-12-31T23:59:59-01:00,Ammothea longispina,1901-01-01T00:0000-01:00,Result Product f99891f8-5a5f-4bae-a144-d0a6d23446f8,,Result Product Identifier f99891f8-5a5f-4bae-a144-d0a6d23446f8,"This Ammothea longispina Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,f99891f8-5a5f-4bae-a144-d0a6d23446f8,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f99891f8-5a5f-4bae-a144-d0a6d23446f8,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agaricia Humilis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product f82e93bf-2ee7-4b28-a5cf-60b39adfb2ae,,Result Product Name agaricia-humilis-aquamaps-native-raster,"This Agaricia Humilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,agaricia-humilis-aquamaps-native-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-humilis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amphichaetodon howensis,1901-01-01T00:0000-01:00,Result Product f9b6342a-d831-42a1-a8b5-8b5b69cc5f54,,Result Product Identifier f9b6342a-d831-42a1-a8b5-8b5b69cc5f54,"This Amphichaetodon howensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,f9b6342a-d831-42a1-a8b5-8b5b69cc5f54,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f9b6342a-d831-42a1-a8b5-8b5b69cc5f54,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alticus kirkii,1901-01-01T00:0000-01:00,Result Product 9bb60f33-91d7-4007-815d-a8e952f384c1,,Result Product Revision Identifier f82ed61f-ed0a-4cea-8082-50df4759160f,"This Alticus kirkii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,f82ed61f-ed0a-4cea-8082-50df4759160f,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f82ed61f-ed0a-4cea-8082-50df4759160f,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon flavilatus,1901-01-01T00:0000-01:00,Result Product c28d8be8-db10-4da1-959e-a0b8e146ddd6,,Result Product Name amblyglyphidodon-flavilatus3,"This Amblyglyphidodon flavilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,amblyglyphidodon-flavilatus3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-flavilatus3,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus Scirpaceus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product deb79ceb-7ead-439e-afd5-54c988d72086,,Result Product Identifier deb79ceb-7ead-439e-afd5-54c988d72086,"This Acrocephalus Scirpaceus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,deb79ceb-7ead-439e-afd5-54c988d72086,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/deb79ceb-7ead-439e-afd5-54c988d72086,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthocardia aculeata Aquamaps Native 2050 Raster,,Result Product 5102f4ad-5e1f-49e0-a2d2-3dd541250100,,Result Product Name acanthocardia-aculeata-aquamaps-native-2050-raster,"This acanthocardia aculeata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,acanthocardia-aculeata-aquamaps-native-2050-raster,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthocardia-aculeata-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anoplarchus insignis,,Result Product 55c53c9c-2f6d-4bc0-ba14-91dbba3bd80e,,Result Product Identifier 55c53c9c-2f6d-4bc0-ba14-91dbba3bd80e,"This Anoplarchus insignis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,55c53c9c-2f6d-4bc0-ba14-91dbba3bd80e,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/55c53c9c-2f6d-4bc0-ba14-91dbba3bd80e,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alphestes immaculatus,,Result Product 30f91f1a-ce61-4108-9e99-5fc2deeb7766,,Result Product Identifier 30f91f1a-ce61-4108-9e99-5fc2deeb7766,"This Alphestes immaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,30f91f1a-ce61-4108-9e99-5fc2deeb7766,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/30f91f1a-ce61-4108-9e99-5fc2deeb7766,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus triangularis,,Result Product e7d24017-5152-4cb6-8c6e-80d7e8c01d01,,Result Product Identifier e7d24017-5152-4cb6-8c6e-80d7e8c01d01,"This Alepocephalus triangularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,,Classification,,e7d24017-5152-4cb6-8c6e-80d7e8c01d01,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e7d24017-5152-4cb6-8c6e-80d7e8c01d01,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropoma japonicum,,Result Product 5938f447-63a5-4c5a-ae3b-62573aa6ba48,,Result Product Name acropoma-japonicum,"This Acropoma japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,acropoma-japonicum,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropoma-japonicum,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora austera,,Result Product 8fbc92d1-8fe0-471d-80a6-e8bf56432702,,Result Product Revision Identifier ccce96bf-cd8d-43e3-9d5c-2a1b247fff96,"This Acropora austera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,ccce96bf-cd8d-43e3-9d5c-2a1b247fff96,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ccce96bf-cd8d-43e3-9d5c-2a1b247fff96,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias seychellensis,,Result Product 10f852d3-c986-44b8-819c-d8bc38456f72,,Result Product Revision Identifier 8190da38-2c38-4e0a-b5a0-812dba137e30,"This Anarchias seychellensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,,Classification,,8190da38-2c38-4e0a-b5a0-812dba137e30,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8190da38-2c38-4e0a-b5a0-812dba137e30,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria exilispinus,,Result Product 1ed0c5da-f56b-4527-9e7f-1f5de7f77eac,,Result Product Name acanthemblemaria-exilispinus1,"This Acanthemblemaria exilispinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,acanthemblemaria-exilispinus1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-exilispinus1,,
