is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Annual mean abundance Diatoms 1958-2006,1901-01-01T00:0000-01:00,Result Product 629675b2-812f-4adf-aa09-e75c6e9dfd6e,string,2099-12-31T23:59:59-01:00,Dataproduct  from the Continuous Plankton Recorder (CPR) on the annual means of the abundance of Diatomsfrom 1958-2006. The data has been averaged per CPR standard region and includes areas of the North Atlantic Ocean and Greater North Sea.,1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 629675b2-812f-4adf-aa09-e75c6e9dfd6e,2017-11-26T00:51:38.879956,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,629675b2-812f-4adf-aa09-e75c6e9dfd6e,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/629675b2-812f-4adf-aa09-e75c6e9dfd6e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta ommata,1901-01-01T00:0000-01:00,Result Product d03ae97c-1cf0-4b28-a44a-eab8682f12e7,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Ancylopsetta ommata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d04b8056-a7dd-446b-acbe-65342ba1b289,2017-11-30T03:13:25.252462,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,d04b8056-a7dd-446b-acbe-65342ba1b289,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d04b8056-a7dd-446b-acbe-65342ba1b289,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anomalops katoptron,1901-01-01T00:0000-01:00,Result Product 1eddb6d0-5c18-47ad-8052-98fb134a67b2,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anomalops katoptron Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 92957072-f100-460c-aa85-cd886d99a9b5,2017-12-03T16:18:07.526578,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,92957072-f100-460c-aa85-cd886d99a9b5,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/92957072-f100-460c-aa85-cd886d99a9b5,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ampelisca aequicornis,1901-01-01T00:0000-01:00,Result Product 5c218d16-3a68-42d1-8ddd-46cc6de436b9,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Ampelisca aequicornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 646564da-75f2-4686-a4e8-7c6cf350fd8c,2017-11-26T09:01:49.452000,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,646564da-75f2-4686-a4e8-7c6cf350fd8c,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/646564da-75f2-4686-a4e8-7c6cf350fd8c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigroris,1901-01-01T00:0000-01:00,Result Product 68db541a-d450-4a13-8041-9bce12f812f1,string,2099-12-31T23:59:59-01:00,"This Acanthurus nigroris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 68db541a-d450-4a13-8041-9bce12f812f1,2017-11-29T22:05:02.695808,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,68db541a-d450-4a13-8041-9bce12f812f1,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/68db541a-d450-4a13-8041-9bce12f812f1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion Quadricornis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 9b6cb1ca-8c28-40a3-a7d5-ae933a2e8063,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthostracion Quadricornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d9fa247c-f604-49ae-8063-e88b72bed70b,2017-11-26T02:07:54.650072,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,d9fa247c-f604-49ae-8063-e88b72bed70b,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d9fa247c-f604-49ae-8063-e88b72bed70b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthemblemaria castroi Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product f84da886-2135-483b-a567-2f5297c1e796,string,2099-12-31T23:59:59-01:00,"This acanthemblemaria castroi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier f84da886-2135-483b-a567-2f5297c1e796,2017-11-25T06:35:15.239005,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,f84da886-2135-483b-a567-2f5297c1e796,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f84da886-2135-483b-a567-2f5297c1e796,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,amblyraja georgiana Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product fbf2d601-5489-468e-9160-de451a33bb12,string,2099-12-31T23:59:59-01:00,"This amblyraja georgiana Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyraja-georgiana-aquamaps-native-2050-raster,2017-12-25T01:32:08.344956,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amblyraja-georgiana-aquamaps-native-2050-raster,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-georgiana-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Actinopyga mauritiana,1901-01-01T00:0000-01:00,Result Product eb4eeafb-3489-4349-8bad-1dda1055a4cd,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Actinopyga mauritiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier eb4eeafb-3489-4349-8bad-1dda1055a4cd,2017-11-25T02:14:58.364110,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,eb4eeafb-3489-4349-8bad-1dda1055a4cd,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/eb4eeafb-3489-4349-8bad-1dda1055a4cd,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphilius cryptobullatus,1901-01-01T00:0000-01:00,Result Product c11ecdd9-a50c-47c5-a2b9-c9cb1b688cd6,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amphilius cryptobullatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier c11ecdd9-a50c-47c5-a2b9-c9cb1b688cd6,2017-11-26T04:33:04.759633,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,c11ecdd9-a50c-47c5-a2b9-c9cb1b688cd6,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c11ecdd9-a50c-47c5-a2b9-c9cb1b688cd6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius caninus,1901-01-01T00:0000-01:00,Result Product 61ec289c-e276-418a-b4a2-5d5a922bc451,string,2099-12-31T23:59:59-01:00,"This Acentrogobius caninus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 61ec289c-e276-418a-b4a2-5d5a922bc451,2017-11-24T14:09:31.787466,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,61ec289c-e276-418a-b4a2-5d5a922bc451,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/61ec289c-e276-418a-b4a2-5d5a922bc451,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alosa Pseudoharengus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ec075928-fddc-477c-93c6-ebf7e41ec134,string,,"This Alosa Pseudoharengus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alosa-pseudoharengus-aquamaps-native-raster,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alosa-pseudoharengus-aquamaps-native-raster,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alosa-pseudoharengus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla rostrata,1901-01-01T00:0000-01:00,Result Product b2ae21a4-bde3-46e6-8f01-f39e4e27b129,FederatedIdentifier,,"This Anguilla rostrata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier b2ae21a4-bde3-46e6-8f01-f39e4e27b129,,,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,b2ae21a4-bde3-46e6-8f01-f39e4e27b129,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b2ae21a4-bde3-46e6-8f01-f39e4e27b129,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygaster Sirm Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 5a090a61-8582-46c6-93ca-e5073b2338a0,FederatedIdentifier,,"This Amblygaster Sirm Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e0c15c53-335e-4451-b823-507ccbb72af6,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,e0c15c53-335e-4451-b823-507ccbb72af6,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e0c15c53-335e-4451-b823-507ccbb72af6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anguilla australis australis,1901-01-01T00:0000-01:00,Result Product 12b1dff2-bb8a-425e-968d-6253f981268d,FederatedIdentifier,,"This Anguilla australis australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 616a3890-fb2c-4663-9724-b18f31e2bc7b,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,616a3890-fb2c-4663-9724-b18f31e2bc7b,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/616a3890-fb2c-4663-9724-b18f31e2bc7b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetobatus flagellum,,Result Product 57861e41-a7fc-4794-9d74-b23b26747064,FederatedIdentifier,,"This Aetobatus flagellum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 57861e41-a7fc-4794-9d74-b23b26747064,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,57861e41-a7fc-4794-9d74-b23b26747064,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/57861e41-a7fc-4794-9d74-b23b26747064,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anaora tentaculata,,Result Product 2d9d488e-1ce7-4573-92d9-4034e1a26985,string,,"This Anaora tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 72e1ff24-4dfc-4edb-a0ab-2d331ad5d669,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,72e1ff24-4dfc-4edb-a0ab-2d331ad5d669,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/72e1ff24-4dfc-4edb-a0ab-2d331ad5d669,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria crockeri,,Result Product 176cd1c7-28ea-4cdd-97b5-d311ffa29ad2,string,,"This Acanthemblemaria crockeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthemblemaria-crockeri4,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,acanthemblemaria-crockeri4,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-crockeri4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acetes japonicus,,Result Product 2f7fa2d6-f032-4675-8792-985700974cf4,FederatedIdentifier,,"This Acetes japonicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name acetes-japonicus2,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acetes-japonicus2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acetes-japonicus2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,aetea truncata Aquamaps Native 2050 Raster,,Result Product 772deb9e-4cbb-4ffc-8cf1-e0576ad08609,FederatedIdentifier,,"This aetea truncata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name aetea-truncata-aquamaps-native-2050-raster,,,,Medium,FullLinkEntity,Classification,,aetea-truncata-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aetea-truncata-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus vespertilio,,Result Product 9ca4123a-5e76-4d22-9681-fd3afab047ec,,,"This Aetomylaeus vespertilio Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 9ca4123a-5e76-4d22-9681-fd3afab047ec,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,9ca4123a-5e76-4d22-9681-fd3afab047ec,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9ca4123a-5e76-4d22-9681-fd3afab047ec,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus maculatus,,Result Product 74807628-7acd-4610-9297-97d7db6ffe81,,,"This Aetomylaeus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 19c5011c-298d-44e1-9adf-1c59f4f79f03,,,,Measurement,FullLinkEntity,Classification,,19c5011c-298d-44e1-9adf-1c59f4f79f03,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/19c5011c-298d-44e1-9adf-1c59f4f79f03,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Adventor elongatus,,Result Product 2ad4a991-3d69-4382-9a7e-47daec739c03,,,"This Adventor elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 2ad4a991-3d69-4382-9a7e-47daec739c03,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,2ad4a991-3d69-4382-9a7e-47daec739c03,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2ad4a991-3d69-4382-9a7e-47daec739c03,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aeoliscus punctulatus,,Result Product 10093540-96d8-4dc5-a649-69362f154a5f,,,"This Aeoliscus punctulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier b51b7574-8a88-4cab-8fae-c660c883c833,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,b51b7574-8a88-4cab-8fae-c660c883c833,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b51b7574-8a88-4cab-8fae-c660c883c833,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aglaophamus ornatus,,Result Product 254ed52e-fe28-434e-acfd-748b8df1f37d,,,"This Aglaophamus ornatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 884e8f80-d984-406a-a909-0b3592c0a210,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,884e8f80-d984-406a-a909-0b3592c0a210,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/884e8f80-d984-406a-a909-0b3592c0a210,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agrostichthys parkeri,,Result Product ef6dbacc-1c0b-447b-92df-836351707efa,,,"This Agrostichthys parkeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier ef6dbacc-1c0b-447b-92df-836351707efa,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ef6dbacc-1c0b-447b-92df-836351707efa,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ef6dbacc-1c0b-447b-92df-836351707efa,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,amaryllis dianae Aquamaps Native 2050 Raster,,Result Product 5a4aeef1-781f-4bf5-bc6f-8a2e0890f2ab,,,"This amaryllis dianae Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amaryllis-dianae-aquamaps-native-2050-raster,,,,Measurement,FullLinkEntity,Classification,,amaryllis-dianae-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amaryllis-dianae-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthocepola abbreviata Aquamaps Native 2050 Raster,,Result Product d681d891-7639-4131-ab7c-9e42b76566aa,,,"This acanthocepola abbreviata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acanthocepola-abbreviata-aquamaps-native-2050-raster,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acanthocepola-abbreviata-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-abbreviata-aquamaps-native-2050-raster,,
