is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-12-22T21:08:15.399551,Person,Classification,2099-12-31T23:59:59-01:00,Allocareproctus Jordani Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 7b21a4f7-e91e-4767-a1e4-1ff7ec723134,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Allocareproctus Jordani Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allocareproctus-jordani-aquamaps-native-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,allocareproctus-jordani-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/allocareproctus-jordani-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T23:42:51.821389,Person,Classification,2099-12-31T23:59:59-01:00,ameloctopus litoralis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 88e0addc-e3b0-4bf7-bb82-b866bdae52cc,string,2099-12-31T23:59:59-01:00,"This ameloctopus litoralis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier fd79e327-e171-4297-a622-9bf7c6d08a38,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,fd79e327-e171-4297-a622-9bf7c6d08a38,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fd79e327-e171-4297-a622-9bf7c6d08a38,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-23T00:21:51.317923,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris aurora,1901-01-01T00:0000-01:00,Result Product 0cbeade9-cadd-4a5e-a1d0-b0019058d869,string,2099-12-31T23:59:59-01:00,"This Amblyeleotris aurora Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 86103731-83ec-4f75-b87f-584f79e8b350,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,86103731-83ec-4f75-b87f-584f79e8b350,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/86103731-83ec-4f75-b87f-584f79e8b350,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T02:42:53.341607,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis Americanus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 271670cb-a661-4fb6-9506-1b9f8247dac9,string,2099-12-31T23:59:59-01:00,"This Anacanthobatis Americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 271670cb-a661-4fb6-9506-1b9f8247dac9,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,271670cb-a661-4fb6-9506-1b9f8247dac9,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/271670cb-a661-4fb6-9506-1b9f8247dac9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T04:43:23.326597,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus gracilipes,1901-01-01T00:0000-01:00,Result Product 57357f98-07f4-45bb-9d43-d7e644dbefd4,string,2099-12-31T23:59:59-01:00,"This Alpheus gracilipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 57357f98-07f4-45bb-9d43-d7e644dbefd4,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,57357f98-07f4-45bb-9d43-d7e644dbefd4,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/57357f98-07f4-45bb-9d43-d7e644dbefd4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-01T00:31:44.166294,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus lineatus,1901-01-01T00:0000-01:00,Result Product a45b1bf0-d9cf-4591-a733-1a627a7911a3,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthurus lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a45b1bf0-d9cf-4591-a733-1a627a7911a3,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,a45b1bf0-d9cf-4591-a733-1a627a7911a3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a45b1bf0-d9cf-4591-a733-1a627a7911a3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
2017-11-24T17:01:20.114201,2017-11-30T10:26:02.550805,Person,Classification,2099-12-31T23:59:59-01:00,Alectis Ciliaris Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 2bbc1d4e-776d-43ba-a225-0ff9f6f3ca8a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alectis Ciliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2bbc1d4e-776d-43ba-a225-0ff9f6f3ca8a,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,2bbc1d4e-776d-43ba-a225-0ff9f6f3ca8a,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2bbc1d4e-776d-43ba-a225-0ff9f6f3ca8a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T07:28:20.014215,Person,Classification,2099-12-31T23:59:59-01:00,Acanthacaris Tenuimana Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 4846cd00-8924-4eef-b9c5-9cea27ce42b9,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthacaris Tenuimana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthacaris-tenuimana-aquamaps-native-raster,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acanthacaris-tenuimana-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthacaris-tenuimana-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T12:53:13.982580,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anoplarchus purpurescens,1901-01-01T00:0000-01:00,Result Product f01f76ae-da31-476e-b31e-ca3daffdd9a3,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anoplarchus purpurescens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3825dc61-7934-4bbb-bc5b-cf1b767459ef,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,3825dc61-7934-4bbb-bc5b-cf1b767459ef,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3825dc61-7934-4bbb-bc5b-cf1b767459ef,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abudefduf whitleyi,1901-01-01T00:0000-01:00,Result Product 776637d5-c74d-4ac4-9a61-54e18724bf2c,string,,"This Abudefduf whitleyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-whitleyi2,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,abudefduf-whitleyi2,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-whitleyi2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus cristulifrons,1901-01-01T00:0000-01:00,Result Product 75d9baa8-8bf9-494e-a801-e36dc26f5fe5,,,"This Alpheus cristulifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier aafa8420-5d98-44e1-aa94-9866a0ac4773,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,aafa8420-5d98-44e1-aa94-9866a0ac4773,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/aafa8420-5d98-44e1-aa94-9866a0ac4773,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alepes Vari Aquamaps Native Raster,,Result Product 8fd5c709-d927-4d25-84af-0afdda943545,,,"This Alepes Vari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepes-vari-aquamaps-native-raster,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,alepes-vari-aquamaps-native-raster,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alepes-vari-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthocepola limbata,,Result Product 38208841-0559-4d72-a7fd-445e54eb9ac6,,,"This Acanthocepola limbata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 2c287420-520f-49d8-8c14-1554a82f95c1,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,2c287420-520f-49d8-8c14-1554a82f95c1,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2c287420-520f-49d8-8c14-1554a82f95c1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alloblennius parvus,,Result Product 3e6354ee-a83f-4b4b-8ea3-eeaa98095206,,,"This Alloblennius parvus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 280093db-c623-4e6d-8b73-30a0ff837b8b,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,280093db-c623-4e6d-8b73-30a0ff837b8b,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/280093db-c623-4e6d-8b73-30a0ff837b8b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias euryurus,,Result Product d6e7bd59-2457-4fff-810f-5d8fbc7a7d87,,,"This Anarchias euryurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anarchias-euryurus,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,anarchias-euryurus,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-euryurus,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alepocephalus productus,,Result Product 30d4ae40-4190-4db7-954a-d7afc4414374,,,"This Alepocephalus productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepocephalus-productus2,FullLinkEntity,,FullLinkEntity,Medium,Classification,Classification,,alepocephalus-productus2,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-productus2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf sexfasciatus,,Result Product c0831044-ad9b-4deb-8b6b-69ca42ff2481,,,"This Abudefduf sexfasciatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-sexfasciatus1,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,abudefduf-sexfasciatus1,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-sexfasciatus1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta ommata,,Result Product 635e2d78-e480-4905-bf4a-65e9147567de,,,"This Ancylopsetta ommata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e1311164-a9f5-406e-96d6-358767c06773,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,e1311164-a9f5-406e-96d6-358767c06773,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e1311164-a9f5-406e-96d6-358767c06773,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchovia Clupeoides Aquamaps Native Raster,,Result Product 2427cf2d-24fb-489c-bf25-06d8b9a95124,,,"This Anchovia Clupeoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anchovia-clupeoides-aquamaps-native-raster,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,anchovia-clupeoides-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchovia-clupeoides-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aiptasia mutabilis,,Result Product 0bb97028-8fb2-433f-a857-b28bf6d4e685,,,"This Aiptasia mutabilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aiptasia-mutabilis2,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,aiptasia-mutabilis2,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aiptasia-mutabilis2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius cyanomos,,Result Product e0f0f8e8-130a-42a6-ac34-d295c642204a,,,"This Acentrogobius cyanomos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3131e9f2-b23c-4ef5-9a6f-33663b6d13b1,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,3131e9f2-b23c-4ef5-9a6f-33663b6d13b1,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3131e9f2-b23c-4ef5-9a6f-33663b6d13b1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius linki,,Result Product cb92cf6f-9c54-4838-9ff9-1f1047d96e3b,,,"This Amblygobius linki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 98873888-d718-4d8a-87ca-3244fd93cf52,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,98873888-d718-4d8a-87ca-3244fd93cf52,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/98873888-d718-4d8a-87ca-3244fd93cf52,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoviella Brevirostris Aquamaps Native Raster,,Result Product bbfbccc2-49cf-4f1e-9fb2-9cf595fd21f0,,,"This Anchoviella Brevirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e7b1ca64-1647-46c3-8e10-5be162964c08,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,e7b1ca64-1647-46c3-8e10-5be162964c08,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e7b1ca64-1647-46c3-8e10-5be162964c08,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus Bellimanus Aquamaps Native Raster,,Result Product f4016400-7d68-4dce-9150-8b0fb755ae87,,,"This Alpheus Bellimanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-bellimanus-aquamaps-native-raster,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,alpheus-bellimanus-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-bellimanus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion Allardi Aquamaps Native Raster,,Result Product f80a5913-197c-4096-908d-c67d4ef433c2,,,"This Amphiprion Allardi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier f80a5913-197c-4096-908d-c67d4ef433c2,FullLinkEntity,,FullLinkEntity,Medium,Classification,Classification,,f80a5913-197c-4096-908d-c67d4ef433c2,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f80a5913-197c-4096-908d-c67d4ef433c2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus milvus,,Result Product d58f93cd-ff75-4564-9fa3-e6e6bfe5c9a4,,,"This Aetomylaeus milvus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7a2b119a-bd9a-40e2-92b0-588dc31de620,SimpleLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,7a2b119a-bd9a-40e2-92b0-588dc31de620,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7a2b119a-bd9a-40e2-92b0-588dc31de620,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis Folirostris Aquamaps Native Raster,,Result Product 95f479b2-3f3f-420e-a207-5796f4e8fcff,,,"This Anacanthobatis Folirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 95f479b2-3f3f-420e-a207-5796f4e8fcff,FullLinkEntity,,FullLinkEntity,Measurement,Classification,Classification,,95f479b2-3f3f-420e-a207-5796f4e8fcff,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/95f479b2-3f3f-420e-a207-5796f4e8fcff,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis longirostris,,Result Product 7c19b769-40cb-4da7-bf60-b09d0e62332e,,,"This Anacanthobatis longirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 7c19b769-40cb-4da7-bf60-b09d0e62332e,SimpleLinkEntity,,,Product,,Classification,,7c19b769-40cb-4da7-bf60-b09d0e62332e,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7c19b769-40cb-4da7-bf60-b09d0e62332e,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion sebae,,Result Product 814b5ddb-e4e4-41da-9a69-d0ade239db60,,,"This Amphiprion sebae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 814b5ddb-e4e4-41da-9a69-d0ade239db60,FullLinkEntity,,,Medium,,Classification,,814b5ddb-e4e4-41da-9a69-d0ade239db60,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/814b5ddb-e4e4-41da-9a69-d0ade239db60,,
