is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-24T14:54:08.593620,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius nocturnus,1901-01-01T00:0000-01:00,Result Product f3368d57-5c1d-4970-9cf4-604e2804e013,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 98cf334d-8fc5-4bae-b205-115b5d46b6f4,"This Amblygobius nocturnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,98cf334d-8fc5-4bae-b205-115b5d46b6f4,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/98cf334d-8fc5-4bae-b205-115b5d46b6f4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T08:06:13.433384,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia grahamae,1901-01-01T00:0000-01:00,Result Product 442e0c4a-781f-410a-ae5f-b5c909d613e3,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 579f2ef3-fd46-47bf-a364-f21a4a0474d9,"This Agaricia grahamae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,579f2ef3-fd46-47bf-a364-f21a4a0474d9,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/579f2ef3-fd46-47bf-a364-f21a4a0474d9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T12:10:34.806684,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius nocturnus,1901-01-01T00:0000-01:00,Result Product 7f3606e5-33f3-4bcf-a32d-e80a756a4f73,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 733ab75b-b21d-49de-993c-4f004bea9386,"This Amblygobius nocturnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,733ab75b-b21d-49de-993c-4f004bea9386,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/733ab75b-b21d-49de-993c-4f004bea9386,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T02:21:37.962687,Person,Classification,2099-12-31T23:59:59-01:00,acanthoplesiops psilogaster Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 6a865760-c46d-42e5-a71d-2acf23cfecaa,2099-12-31T23:59:59-01:00,Result Product Identifier 6a865760-c46d-42e5-a71d-2acf23cfecaa,"This acanthoplesiops psilogaster Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,6a865760-c46d-42e5-a71d-2acf23cfecaa,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6a865760-c46d-42e5-a71d-2acf23cfecaa,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthephyra eximia,1901-01-01T00:0000-01:00,Result Product 1370aabb-70f7-4d9e-8411-58c5aadf0a37,2099-12-31T23:59:59-01:00,Result Product Name acanthephyra-eximia3,"This Acanthephyra eximia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Medium,FullLinkEntity,Classification,string,acanthephyra-eximia3,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthephyra-eximia3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amissidens hainesi,1901-01-01T00:0000-01:00,Result Product c11c0a8c-01ea-4853-8cdd-dcb540bf6a4a,2099-12-31T23:59:59-01:00,Result Product Name amissidens-hainesi1,"This Amissidens hainesi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,amissidens-hainesi1,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amissidens-hainesi1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Albula vulpes,1901-01-01T00:0000-01:00,Result Product 8df71414-91f7-4aec-b014-c69d57db0b5a,2099-12-31T23:59:59-01:00,Result Product Name albula-vulpes,"This Albula vulpes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,albula-vulpes,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/albula-vulpes,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion akallopisos,1901-01-01T00:0000-01:00,Result Product 0b80774d-c141-4073-b84e-3356ab0088dd,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3fcb6285-3122-4692-b0e8-dec99c09b986,"This Amphiprion akallopisos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,3fcb6285-3122-4692-b0e8-dec99c09b986,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3fcb6285-3122-4692-b0e8-dec99c09b986,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus albipectoralis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 74ab5ec8-42ad-4634-b518-400a48aeaf76,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-albipectoralis-aquamaps-native-2050-raster,"This acanthurus albipectoralis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acanthurus-albipectoralis-aquamaps-native-2050-raster,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-albipectoralis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,ammothea longispina Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product d3ee3eff-698c-42d2-8e97-7bb38c35c8d8,2099-12-31T23:59:59-01:00,Result Product Identifier d3ee3eff-698c-42d2-8e97-7bb38c35c8d8,"This ammothea longispina Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,d3ee3eff-698c-42d2-8e97-7bb38c35c8d8,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d3ee3eff-698c-42d2-8e97-7bb38c35c8d8,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthochaenus Luetkenii Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 9f04bcac-faf3-4a02-b831-87fbb18150ce,2099-12-31T23:59:59-01:00,Result Product Identifier 9f04bcac-faf3-4a02-b831-87fbb18150ce,"This Acanthochaenus Luetkenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,9f04bcac-faf3-4a02-b831-87fbb18150ce,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9f04bcac-faf3-4a02-b831-87fbb18150ce,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,amblyraja hyperborea Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product a01ba8c0-4b85-4a17-9a88-909c1bfbe9a5,2099-12-31T23:59:59-01:00,Result Product Identifier a01ba8c0-4b85-4a17-9a88-909c1bfbe9a5,"This amblyraja hyperborea Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,a01ba8c0-4b85-4a17-9a88-909c1bfbe9a5,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a01ba8c0-4b85-4a17-9a88-909c1bfbe9a5,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus pacificus,1901-01-01T00:0000-01:00,Result Product a4a86f00-a937-4ed3-93cf-33bd8912926c,2099-12-31T23:59:59-01:00,Result Product Name alpheus-pacificus1,"This Alpheus pacificus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,alpheus-pacificus1,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-pacificus1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abraliopsis felis,1901-01-01T00:0000-01:00,Result Product 6f20f611-729e-46fb-99d3-ef4fa23d78a2,2099-12-31T23:59:59-01:00,Result Product Name abraliopsis-felis1,"This Abraliopsis felis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,abraliopsis-felis1,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/abraliopsis-felis1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Albula oligolepis,1901-01-01T00:0000-01:00,Result Product 43889bcf-c957-4e14-878c-34f6be63b77d,2099-12-31T23:59:59-01:00,Result Product Identifier 43889bcf-c957-4e14-878c-34f6be63b77d,"This Albula oligolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,43889bcf-c957-4e14-878c-34f6be63b77d,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/43889bcf-c957-4e14-878c-34f6be63b77d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion guineensis,1901-01-01T00:0000-01:00,Result Product e5051902-847b-46ba-8e49-6a97171e2da7,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 850b5e78-1cf7-45a3-85c0-4ec7ebb63551,"This Acanthostracion guineensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Product,LinkEntityWithProvisionOrderIPR,Classification,,850b5e78-1cf7-45a3-85c0-4ec7ebb63551,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/850b5e78-1cf7-45a3-85c0-4ec7ebb63551,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepes vari,,Result Product 473348bc-ca20-45e2-a71a-99e3c4f4372b,,Result Product Identifier 473348bc-ca20-45e2-a71a-99e3c4f4372b,"This Alepes vari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,,473348bc-ca20-45e2-a71a-99e3c4f4372b,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/473348bc-ca20-45e2-a71a-99e3c4f4372b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla japonica,,Result Product 14584a4f-4c91-4ab1-b820-0316577e6d43,,Result Product Revision Identifier 04fd2e91-df0a-468a-85b1-bd881c8b310e,"This Anguilla japonica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,SimpleLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,04fd2e91-df0a-468a-85b1-bd881c8b310e,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/04fd2e91-df0a-468a-85b1-bd881c8b310e,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Angaria delphinus,,Result Product 49a9d44e-cc53-4802-a702-dec5f4b3419d,,Result Product Identifier 49a9d44e-cc53-4802-a702-dec5f4b3419d,"This Angaria delphinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Medium,FullLinkEntity,Classification,,49a9d44e-cc53-4802-a702-dec5f4b3419d,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/49a9d44e-cc53-4802-a702-dec5f4b3419d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocardia paucicostata,,Result Product 46b4e673-364f-4052-bb90-3cb719c6d4eb,,Result Product Name acanthocardia-paucicostata2,"This Acanthocardia paucicostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,,acanthocardia-paucicostata2,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthocardia-paucicostata2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amniataba caudavittata,,Result Product 580f676b-b251-4c05-8602-bccfe6bc37ac,,Result Product Name amniataba-caudavittata,"This Amniataba caudavittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,FullLinkEntity,,FullLinkEntity,Measurement,FullLinkEntity,Classification,,amniataba-caudavittata,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amniataba-caudavittata,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Albula vulpes,,Result Product f912cb14-cad4-4b64-a08a-205bce4577f3,,Result Product Identifier f912cb14-cad4-4b64-a08a-205bce4577f3,"This Albula vulpes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,f912cb14-cad4-4b64-a08a-205bce4577f3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f912cb14-cad4-4b64-a08a-205bce4577f3,,
2017-11-26T02:15:10.638395,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias Euryurus Aquamaps Native Raster,,Result Product d45ae1bf-9427-419c-b64d-5494936a97d5,,Result Product Revision Identifier ba11e6a0-7639-49cb-bdf8-a32af2a4ce19,"This Anarchias Euryurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ba11e6a0-7639-49cb-bdf8-a32af2a4ce19,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ba11e6a0-7639-49cb-bdf8-a32af2a4ce19,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthistius Brasilianus Aquamaps Native Raster,,Result Product 90bbddb0-768c-41c3-ad43-5575a1d8bf18,,Result Product Name acanthistius-brasilianus-aquamaps-native-raster,"This Acanthistius Brasilianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acanthistius-brasilianus-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthistius-brasilianus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf sexfasciatus,,Result Product 1a82b7e9-3b62-456a-96b8-c9b7ef56e233,,Result Product Name abudefduf-sexfasciatus2,"This Abudefduf sexfasciatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Medium,FullLinkEntity,Classification,,abudefduf-sexfasciatus2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-sexfasciatus2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aetobatus narinari,,Result Product ea3238b3-4cbc-4644-b7f6-b28b04541747,,Result Product Name aetobatus-narinari2,"This Aetobatus narinari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,aetobatus-narinari2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aetobatus-narinari2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aega deshaysiana,,Result Product 938250c4-3a26-47c9-933d-60a28c99e88a,,Result Product Identifier 938250c4-3a26-47c9-933d-60a28c99e88a,"This Aega deshaysiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,938250c4-3a26-47c9-933d-60a28c99e88a,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/938250c4-3a26-47c9-933d-60a28c99e88a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus Achirus Aquamaps Native Raster,,Result Product ba8a74bc-29f3-4539-a2b3-97bf29d48849,,Result Product Name achirus-achirus-aquamaps-native-raster,"This Achirus Achirus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,achirus-achirus-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/achirus-achirus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa argentivittata,,Result Product 21d93d98-dcde-4072-9512-d518e512895a,,Result Product Name anchoa-argentivittata1,"This Anchoa argentivittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,anchoa-argentivittata1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-argentivittata1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora florida,,Result Product 140f1476-32eb-445c-a8e3-f9344b6230b6,,Result Product Name acropora-florida2,"This Acropora florida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acropora-florida2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-florida2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora aculeus,,Result Product 076cdd1b-c61d-4b56-a974-5a564b9f013e,,Result Product Revision Identifier f7d8e5b3-c5a6-4344-b7b8-ae9d0d8e3567,"This Acropora aculeus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Medium,FullLinkEntity,Classification,,f7d8e5b3-c5a6-4344-b7b8-ae9d0d8e3567,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f7d8e5b3-c5a6-4344-b7b8-ae9d0d8e3567,,
