is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-26T02:24:37.761572,Person,Classification,2099-12-31T23:59:59-01:00,anchoa exigua Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 625dcaa5-86aa-4d35-a9f1-0a3933c54983,FederatedIdentifier,Result Product Revision Identifier dffaf378-c145-4bb5-baa4-729f5c3a01e8,"This anchoa exigua Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,dffaf378-c145-4bb5-baa4-729f5c3a01e8,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dffaf378-c145-4bb5-baa4-729f5c3a01e8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T12:04:08.981880,Person,Classification,2099-12-31T23:59:59-01:00,Anarhichas orientalis,1901-01-01T00:0000-01:00,Result Product b36097a6-48cc-430c-bd3d-fb159051e84b,string,Result Product Identifier b36097a6-48cc-430c-bd3d-fb159051e84b,"This Anarhichas orientalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,b36097a6-48cc-430c-bd3d-fb159051e84b,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b36097a6-48cc-430c-bd3d-fb159051e84b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-24T17:42:29.588045,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alticorpus peterdaviesi,1901-01-01T00:0000-01:00,Result Product 3712714b-bbae-4b4a-8b0d-5d024319d13d,FederatedIdentifier,Result Product Identifier 3712714b-bbae-4b4a-8b0d-5d024319d13d,"This Alticorpus peterdaviesi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,3712714b-bbae-4b4a-8b0d-5d024319d13d,,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3712714b-bbae-4b4a-8b0d-5d024319d13d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T05:56:49.052608,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion frenatus,1901-01-01T00:0000-01:00,Result Product fde0380b-5279-4dd9-a9bc-b5945f872124,string,Result Product Name amphiprion-frenatus3,"This Amphiprion frenatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,amphiprion-frenatus3,,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-frenatus3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T17:56:44.367789,Person,Classification,2099-12-31T23:59:59-01:00,agonostomus monticola Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product e48900bc-448e-4e75-b618-b31d37865639,FederatedIdentifier,Result Product Name agonostomus-monticola-aquamaps-native-2050-raster,"This agonostomus monticola Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,agonostomus-monticola-aquamaps-native-2050-raster,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agonostomus-monticola-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T14:01:19.563024,Person,Classification,2099-12-31T23:59:59-01:00,Alertichthys Blacki Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 5a9f5b0f-bfcc-4e84-8c8d-45ef133e4171,FederatedIdentifier,Result Product Revision Identifier 3b33bde5-0633-4cf6-a736-be5940c3f219,"This Alertichthys Blacki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Product,Classification,Classification,2099-12-31T23:59:59-01:00,3b33bde5-0633-4cf6-a736-be5940c3f219,,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3b33bde5-0633-4cf6-a736-be5940c3f219,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T02:41:24.922353,Person,Classification,2099-12-31T23:59:59-01:00,Alabes dorsalis,1901-01-01T00:0000-01:00,Result Product b77a1b75-2372-446c-8979-a1b8ddc9df8c,FederatedIdentifier,Result Product Name alabes-dorsalis4,"This Alabes dorsalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,alabes-dorsalis4,,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alabes-dorsalis4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T01:50:20.649132,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa exigua,1901-01-01T00:0000-01:00,Result Product a99ecb1b-47ed-4a5f-8286-7c0bbef8436a,string,Result Product Identifier a99ecb1b-47ed-4a5f-8286-7c0bbef8436a,"This Anchoa exigua Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,a99ecb1b-47ed-4a5f-8286-7c0bbef8436a,,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a99ecb1b-47ed-4a5f-8286-7c0bbef8436a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T15:18:22.947022,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amakusanthura signata,1901-01-01T00:0000-01:00,Result Product 7b44e6d9-6e44-42eb-9d17-3069f50ff637,string,Result Product Identifier 7b44e6d9-6e44-42eb-9d17-3069f50ff637,"This Amakusanthura signata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,7b44e6d9-6e44-42eb-9d17-3069f50ff637,,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7b44e6d9-6e44-42eb-9d17-3069f50ff637,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T19:04:47.444983,Person,Classification,2099-12-31T23:59:59-01:00,Acropora brueggemanni,1901-01-01T00:0000-01:00,Result Product 57f4adad-e36e-41bc-b577-b7f2117e078d,string,Result Product Identifier 57f4adad-e36e-41bc-b577-b7f2117e078d,"This Acropora brueggemanni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,57f4adad-e36e-41bc-b577-b7f2117e078d,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/57f4adad-e36e-41bc-b577-b7f2117e078d,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-23T23:07:56.098205,Publication,Classification,2099-12-31T23:59:59-01:00,Allocyttus guineensis,1901-01-01T00:0000-01:00,Result Product 67ec9687-b931-40ad-835c-337b140b02ae,FederatedIdentifier,Result Product Revision Identifier e1e91f38-e683-49d1-b924-8543af5d4b00,"This Allocyttus guineensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,e1e91f38-e683-49d1-b924-8543af5d4b00,,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e1e91f38-e683-49d1-b924-8543af5d4b00,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T07:58:18.418550,Publication,Classification,2099-12-31T23:59:59-01:00,Alectis alexandrinus,1901-01-01T00:0000-01:00,Result Product 5771710e-d6af-42d2-b682-035b6ac57f33,string,Result Product Revision Identifier aba1ad4c-483c-4d3a-8e7d-d0b9fa2150f8,"This Alectis alexandrinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,,Classification,2099-12-31T23:59:59-01:00,aba1ad4c-483c-4d3a-8e7d-d0b9fa2150f8,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/aba1ad4c-483c-4d3a-8e7d-d0b9fa2150f8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T16:04:53.760100,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anomalops katoptron,1901-01-01T00:0000-01:00,Result Product 78bf16ba-3fc4-43bb-b407-0c8cd2da02ef,FederatedIdentifier,Result Product Identifier 78bf16ba-3fc4-43bb-b407-0c8cd2da02ef,"This Anomalops katoptron Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,,Classification,2099-12-31T23:59:59-01:00,78bf16ba-3fc4-43bb-b407-0c8cd2da02ef,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/78bf16ba-3fc4-43bb-b407-0c8cd2da02ef,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T07:49:30.071559,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus paralcyone,1901-01-01T00:0000-01:00,Result Product 845bca95-6515-4ef0-97ea-8a9aba8a4663,FederatedIdentifier,Result Product Name alpheus-paralcyone,"This Alpheus paralcyone Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,,Measurement,,Classification,2099-12-31T23:59:59-01:00,alpheus-paralcyone,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-paralcyone,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aforia multispiralis,1901-01-01T00:0000-01:00,Result Product 0ac5c848-6f41-483e-866f-a4232982f420,string,Result Product Name aforia-multispiralis2,"This Aforia multispiralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,aforia-multispiralis2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aforia-multispiralis2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthonus armatus,1901-01-01T00:0000-01:00,Result Product af89c48f-eb80-4e1d-b313-a857965018b8,string,Result Product Identifier af89c48f-eb80-4e1d-b313-a857965018b8,"This Acanthonus armatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,af89c48f-eb80-4e1d-b313-a857965018b8,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/af89c48f-eb80-4e1d-b313-a857965018b8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alopias vulpinus,1901-01-01T00:0000-01:00,Result Product d537a6d6-3008-4770-b3df-3579236890d8,string,Result Product Identifier d537a6d6-3008-4770-b3df-3579236890d8,"This Alopias vulpinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,d537a6d6-3008-4770-b3df-3579236890d8,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d537a6d6-3008-4770-b3df-3579236890d8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias euryurus,1901-01-01T00:0000-01:00,Result Product e51c29c5-a95a-48f4-9d2a-7b60c6c121d5,FederatedIdentifier,Result Product Revision Identifier f0a5a1d2-73da-46ba-abdf-24834173c13e,"This Anarchias euryurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,f0a5a1d2-73da-46ba-abdf-24834173c13e,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f0a5a1d2-73da-46ba-abdf-24834173c13e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes Hexapterus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product f36c6256-7714-4be5-9da1-739daf4fefb3,string,Result Product Identifier f36c6256-7714-4be5-9da1-739daf4fefb3,"This Ammodytes Hexapterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,f36c6256-7714-4be5-9da1-739daf4fefb3,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f36c6256-7714-4be5-9da1-739daf4fefb3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
2017-11-24T20:45:26.532623,,Person,Classification,2099-12-31T23:59:59-01:00,Alionematichthys Minyomma Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 45183476-0994-4d74-9acf-ae1c9a3cb1fd,FederatedIdentifier,Result Product Revision Identifier 56dff9cf-f294-4338-8075-f4e503d10ad9,"This Alionematichthys Minyomma Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Medium,,Classification,2099-12-31T23:59:59-01:00,56dff9cf-f294-4338-8075-f4e503d10ad9,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/56dff9cf-f294-4338-8075-f4e503d10ad9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus blochii,1901-01-01T00:0000-01:00,Result Product aca88260-1d43-4167-80c9-1364dfd89452,,Result Product Identifier aca88260-1d43-4167-80c9-1364dfd89452,"This Acanthurus blochii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,aca88260-1d43-4167-80c9-1364dfd89452,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/aca88260-1d43-4167-80c9-1364dfd89452,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus macroskeles,1901-01-01T00:0000-01:00,Result Product 9645a8fb-a887-48dd-943e-3413a91af338,,Result Product Identifier 9645a8fb-a887-48dd-943e-3413a91af338,"This Alpheus macroskeles Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,9645a8fb-a887-48dd-943e-3413a91af338,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9645a8fb-a887-48dd-943e-3413a91af338,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla rostrata,1901-01-01T00:0000-01:00,Result Product 63e34781-cd0b-4fe8-a557-c475ef60608f,,Result Product Identifier 63e34781-cd0b-4fe8-a557-c475ef60608f,"This Anguilla rostrata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,63e34781-cd0b-4fe8-a557-c475ef60608f,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/63e34781-cd0b-4fe8-a557-c475ef60608f,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Achirus scutum,,Result Product 611b9745-b5f0-4499-b81e-3a8ce8b8df74,,Result Product Revision Identifier fec20ecb-3f95-4574-a5c1-ab9068c74714,"This Achirus scutum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,fec20ecb-3f95-4574-a5c1-ab9068c74714,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fec20ecb-3f95-4574-a5c1-ab9068c74714,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,abudefduf sordidus Aquamaps Native 2050 Raster,,Result Product fd86bb2d-6427-42c8-9105-bc6b8b370b3e,,Result Product Revision Identifier 3b53fa56-6c74-4377-a628-059807a7b05c,"This abudefduf sordidus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Medium,,Classification,,3b53fa56-6c74-4377-a628-059807a7b05c,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3b53fa56-6c74-4377-a628-059807a7b05c,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,amphiprion bicinctus Aquamaps Native 2050 Raster,,Result Product 3087c84c-257c-4533-8cfe-9e8022d587ee,,Result Product Identifier 3087c84c-257c-4533-8cfe-9e8022d587ee,"This amphiprion bicinctus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,3087c84c-257c-4533-8cfe-9e8022d587ee,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3087c84c-257c-4533-8cfe-9e8022d587ee,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acapoeta tanganicae,,Result Product 9c58003b-17cb-43e3-bca9-7bf3df25e23c,,Result Product Name acapoeta-tanganicae,"This Acapoeta tanganicae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,acapoeta-tanganicae,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acapoeta-tanganicae,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigricauda,,Result Product c7c9eca8-4980-4e3d-8468-67202e893eab,,Result Product Name acanthurus-nigricauda,"This Acanthurus nigricauda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,acanthurus-nigricauda,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-nigricauda,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amaryllis dianae,,Result Product 0281dd38-5328-457c-ba07-c4b3a158a558,,Result Product Revision Identifier 01f690cb-9496-4d0f-b8aa-d807e52145a2,"This Amaryllis dianae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,01f690cb-9496-4d0f-b8aa-d807e52145a2,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/01f690cb-9496-4d0f-b8aa-d807e52145a2,,
