is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-24T20:08:48.048635,Person,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus reticulatus,1901-01-01T00:0000-01:00,Result Product 8b3c51e5-da77-4ea0-baca-91652f69bb8f,8b3c51e5-da77-4ea0-baca-91652f69bb8f,2099-12-31T23:59:59-01:00,"This Allenbatrachus reticulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8b3c51e5-da77-4ea0-baca-91652f69bb8f,FullLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8b3c51e5-da77-4ea0-baca-91652f69bb8f,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T10:34:31.640299,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Eigenmannia Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ced8f2f7-1499-4640-bf2c-3db1e4a31718,e9de2e12-94fe-4e44-80bb-698a3045f0d8,2099-12-31T23:59:59-01:00,"This Anchoa Eigenmannia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e9de2e12-94fe-4e44-80bb-698a3045f0d8,FullLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e9de2e12-94fe-4e44-80bb-698a3045f0d8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T08:33:47.669246,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,47.2.2 Eastern Agulhas Division of FAO Major Area 47,1901-01-01T00:0000-01:00,Result Product 36ab8cf0-9723-448e-987b-c2124cdb36ab,599a7234-75b1-4de0-95a1-de307e871c6d,2099-12-31T23:59:59-01:00,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 599a7234-75b1-4de0-95a1-de307e871c6d,FullLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/599a7234-75b1-4de0-95a1-de307e871c6d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T23:08:34.069530,Person,Classification,2099-12-31T23:59:59-01:00,Acanthoplesiops psilogaster,1901-01-01T00:0000-01:00,Result Product a1f521a1-2367-4f05-9cfa-b79471e5b8ff,acanthoplesiops-psilogaster1,2099-12-31T23:59:59-01:00,"This Acanthoplesiops psilogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthoplesiops-psilogaster1,SimpleLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthoplesiops-psilogaster1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T13:25:54.934676,Person,Classification,2099-12-31T23:59:59-01:00,anchoa panamensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 37da4a95-76dc-4b40-b1b7-28ea90e43e43,37da4a95-76dc-4b40-b1b7-28ea90e43e43,2099-12-31T23:59:59-01:00,"This anchoa panamensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 37da4a95-76dc-4b40-b1b7-28ea90e43e43,FullLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/37da4a95-76dc-4b40-b1b7-28ea90e43e43,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T18:34:40.102769,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf troschelii,1901-01-01T00:0000-01:00,Result Product 5c5c1902-42fc-4341-9a98-0b287f6cb07b,abudefduf-troschelii1,2099-12-31T23:59:59-01:00,"This Abudefduf troschelii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-troschelii1,FullLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-troschelii1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T00:59:29.966747,Person,Classification,2099-12-31T23:59:59-01:00,Anampses Geographicus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 5897a3bb-2700-4fbb-9c39-b5aa18fe380f,anampses-geographicus-aquamaps-native-raster,2099-12-31T23:59:59-01:00,"This Anampses Geographicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anampses-geographicus-aquamaps-native-raster,SimpleLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anampses-geographicus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T14:17:36.264934,Person,Classification,2099-12-31T23:59:59-01:00,Amathia distans,1901-01-01T00:0000-01:00,Result Product 0219b131-9a06-4ec1-a42b-5fcad272a3f8,0219b131-9a06-4ec1-a42b-5fcad272a3f8,2099-12-31T23:59:59-01:00,"This Amathia distans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 0219b131-9a06-4ec1-a42b-5fcad272a3f8,SimpleLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0219b131-9a06-4ec1-a42b-5fcad272a3f8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T18:08:26.677692,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf whitleyi,1901-01-01T00:0000-01:00,Result Product ff114d22-fb6d-4844-8336-cf61e12152bb,ff114d22-fb6d-4844-8336-cf61e12152bb,2099-12-31T23:59:59-01:00,"This Abudefduf whitleyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ff114d22-fb6d-4844-8336-cf61e12152bb,SimpleLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ff114d22-fb6d-4844-8336-cf61e12152bb,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T12:36:58.792216,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa curta,1901-01-01T00:0000-01:00,Result Product 5510aacc-8973-4eeb-a9bd-3766888a1acf,5510aacc-8973-4eeb-a9bd-3766888a1acf,2099-12-31T23:59:59-01:00,"This Anchoa curta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 5510aacc-8973-4eeb-a9bd-3766888a1acf,FullLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5510aacc-8973-4eeb-a9bd-3766888a1acf,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T11:49:14.003357,Publication,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis americanus,1901-01-01T00:0000-01:00,Result Product edae8597-48e7-4dfa-962e-a957e1440a90,anacanthobatis-americanus2,2099-12-31T23:59:59-01:00,"This Anacanthobatis americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anacanthobatis-americanus2,SimpleLinkEntity,Classification,FullLinkEntity,string,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anacanthobatis-americanus2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T00:42:52.971278,Publication,Classification,2099-12-31T23:59:59-01:00,Aetapcus maculatus,1901-01-01T00:0000-01:00,Result Product 069488ca-d1c1-41b2-8840-ed5a36e05e17,aetapcus-maculatus2,2099-12-31T23:59:59-01:00,"This Aetapcus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetapcus-maculatus2,FullLinkEntity,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,,ElectronicAddress,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/aetapcus-maculatus2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aeoliscus strigatus,,Result Product a128d3ce-e61f-4573-be15-1bc94594d1e5,f32caec7-289e-4296-95b1-2875fcc13734,,"This Aeoliscus strigatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f32caec7-289e-4296-95b1-2875fcc13734,FullLinkEntity,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,,,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f32caec7-289e-4296-95b1-2875fcc13734,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aesopia Cornuta Aquamaps Native Raster,,Result Product 9cbcae68-65ac-4575-b331-5315a79d7741,aesopia-cornuta-aquamaps-native-raster,,"This Aesopia Cornuta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aesopia-cornuta-aquamaps-native-raster,SimpleLinkEntity,,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,,,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/aesopia-cornuta-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepes melanoptera,,Result Product 268e6b75-4d67-4c7c-be2d-dacd478dd6d2,alepes-melanoptera2,,"This Alepes melanoptera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alepes-melanoptera2,FullLinkEntity,,FullLinkEntity,string,Measurement,Classification,Classification,,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alepes-melanoptera2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthocardia Paucicostata Aquamaps Native Raster,,Result Product c0656396-5431-49d4-81c2-86da6e4f94aa,5c8d15aa-6479-48fd-8863-9a7c91cea270,,"This Acanthocardia Paucicostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5c8d15aa-6479-48fd-8863-9a7c91cea270,FullLinkEntity,,FullLinkEntity,string,Measurement,Classification,Classification,,,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5c8d15aa-6479-48fd-8863-9a7c91cea270,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aegina citrea,,Result Product 7a4f86fc-0ecf-4732-8540-50e4de3fb699,aegina-citrea,,"This Aegina citrea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aegina-citrea,FullLinkEntity,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,,,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aegina-citrea,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
2017-11-24T19:16:11.259754,,OrganisationUnit,string,2099-12-31T23:59:59-01:00,Amphiprion frenatus,,Result Product 3b302178-87be-4ba5-8585-6943ae07e889,281ee780-0e36-4368-a5ee-3bdf6feca3e0,,"This Amphiprion frenatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 281ee780-0e36-4368-a5ee-3bdf6feca3e0,SimpleLinkEntity,,FullLinkEntity,FederatedIdentifier,Product,Classification,Classification,,,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/281ee780-0e36-4368-a5ee-3bdf6feca3e0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,amblygobius semicinctus Aquamaps Native 2050 Raster,,Result Product 63fb573b-a5df-4289-939d-c2c3606ca37b,658c01b5-adc7-4a0a-bca1-9b69a874bb71,,"This amblygobius semicinctus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 658c01b5-adc7-4a0a-bca1-9b69a874bb71,FullLinkEntity,,FullLinkEntity,string,Medium,Classification,Classification,,,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/658c01b5-adc7-4a0a-bca1-9b69a874bb71,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anodontostoma Thailandiae Aquamaps Native Raster,,Result Product 93f2b5d3-c3fa-4f55-a379-8567077d35e3,ea7acdd1-1273-4821-b4d7-defbbd6e0b41,,"This Anodontostoma Thailandiae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier ea7acdd1-1273-4821-b4d7-defbbd6e0b41,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ea7acdd1-1273-4821-b4d7-defbbd6e0b41,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amusium japonicum,,Result Product 7d0adee7-1920-4816-aca7-cb2434dedfb9,7d0adee7-1920-4816-aca7-cb2434dedfb9,,"This Amusium japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 7d0adee7-1920-4816-aca7-cb2434dedfb9,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7d0adee7-1920-4816-aca7-cb2434dedfb9,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus cylindricus,,Result Product c616a0df-e0c9-400e-a080-562be0d79226,alpheus-cylindricus1,,"This Alpheus cylindricus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name alpheus-cylindricus1,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-cylindricus1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses caeruleopunctatus,,Result Product 215bc6cc-c546-4b07-a253-34e91f458d84,215bc6cc-c546-4b07-a253-34e91f458d84,,"This Anampses caeruleopunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 215bc6cc-c546-4b07-a253-34e91f458d84,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/215bc6cc-c546-4b07-a253-34e91f458d84,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abyssascidia Millari Aquamaps Native Raster,,Result Product 405472ff-6231-4407-975a-8fa78922384a,abyssascidia-millari-aquamaps-native-raster,,"This Abyssascidia Millari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name abyssascidia-millari-aquamaps-native-raster,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/abyssascidia-millari-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf luridus,,Result Product 2f8cd029-c10e-40ac-a12b-0ddf16b4a6e1,0c111b58-900b-4e8f-8b12-25715a0ca5cf,,"This Abudefduf luridus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 0c111b58-900b-4e8f-8b12-25715a0ca5cf,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0c111b58-900b-4e8f-8b12-25715a0ca5cf,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acrochordus granulatus,,Result Product 29ea00de-341a-437d-b2e1-f244399796db,69913adc-0d05-4db9-9b9d-00cace93ccd3,,"This Acrochordus granulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 69913adc-0d05-4db9-9b9d-00cace93ccd3,FullLinkEntity,,,,Medium,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/69913adc-0d05-4db9-9b9d-00cace93ccd3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus Productus Aquamaps Native Raster,,Result Product a2e3e7e0-2d8e-416c-9a00-9d0a88a4aa7f,alepocephalus-productus-aquamaps-native-raster,,"This Alepocephalus Productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name alepocephalus-productus-aquamaps-native-raster,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-productus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acuminodeutopus Naglei Aquamaps Native Raster,,Result Product 8c208fff-6119-4965-b86e-54b752fb81af,8c208fff-6119-4965-b86e-54b752fb81af,,"This Acuminodeutopus Naglei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 8c208fff-6119-4965-b86e-54b752fb81af,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8c208fff-6119-4965-b86e-54b752fb81af,,
