has_identifier_has_id_value,unknown,unknown,has_name,unknown,unknown,has_identifier_has_id_value,unknown,unknown,unknown,unknown,is_destination_of_has_source_is_source_of_has_destination_has_name,has_name,unknown,unknown,unknown
2bea266e-8502-415b-8201-3480a120ec82,26a86c41-69f5-4462-a043-0d46135fc2d9,db2e0422-ad02-4d3f-8102-807869a58d67,7614324,3,OGC:WMS-1.3.0-http-get-map,7450dc08-c464-4db3-b99d-c57165f45593,active,WMS link to resource,active,http://www.fao.org/fishery/cwp/handbook/h/en,iMarine Consortium,iMarine,WFS,2017-09-22T14:49:34.435174,False
c92529e8-9974-4d3a-bb89-0bbb91476ebe,c5e29d4e-5814-4cb4-bc13-722f3fbbef4c,3328c4f3-0c81-443b-904c-63b3339b1a9c,Abudefduf bengalensis,3,OGC:WMS-1.3.0-http-get-map,7450dc08-c464-4db3-b99d-c57165f45593,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lanchoacompressa20130412123714943cest&format=json,iMarine Consortium,fisheries,WFS,2017-09-22T04:04:25.235291,False
ec096959-f78f-4b1b-b23c-29c7bed6e3b6,c4418477-a9f9-4340-a417-9a16364cc98e,83f81399-4b9b-487f-84f3-73dab9d67f57,Alionematichthys riukiuensis,3,OGC:WMS-1.3.0-http-get-map,9f6356e3-c784-4d4d-b2a4-7f075c809f25,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lalphestesimmaculatus20130414045641000cest&format=json,iMarine Consortium,Species Distribution Model,WFS,2017-09-23T11:40:57.702771,False
c950848d-0f8a-4256-a53d-659cae4c5b18,26a86c41-69f5-4462-a043-0d46135fc2d9,7c24c524-3ca6-4ce3-97c1-da3fa13b828e,Anisotremus virginicus,3,OGC:WMS-1.3.0-http-get-map,54dd4412-7593-4cc9-9f9d-40a45c4f44e4,active,WMS link to resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lalectryonellaplicatula20130414191730471cest&format=json,iMarine Consortium,squamose venus,WFS,2017-09-23T09:06:45.123867,False
22256047-790b-4eb0-aca9-90c2bde80891,26a86c41-69f5-4462-a043-0d46135fc2d9,b1985ce4-de3c-46e6-829d-accd0ad6ddc8,Acanthurus nigricans,3,WWW:LINK-1.0-http--link,57add19e-ec09-44e7-a532-9d55deef9bb1,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=labudefdufbengalensis20130411124932894cest&format=json,iMarine Consortium,f27d5c58-381c-46b9-81d1-10fc8f5e5a48,WFS,2017-09-22T19:14:15.401574,False
bd28ae5d-68f4-4b47-a0e7-408d8ea31d4c,c4418477-a9f9-4340-a417-9a16364cc98e,e60cd307-4110-4937-86fd-2a978d9bed42,Amoya gracilis,3,OGC:WMS-1.3.0-http-get-map,3806e0ed-f0bc-4d03-8f08-1459b55b3afa,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lalionematichthysriukiuensis20121220055855425cet&format=json,iMarine Consortium,angaria delphinus,WFS,2017-09-23T10:46:33.350703,False
351a9033-3bc2-4797-aa90-c38dbf894801,c4418477-a9f9-4340-a417-9a16364cc98e,193b61cb-fdd4-4b1c-8894-054041eb1afe,47.1.6,3,OGC:WMS-1.3.0-http-get-map,21ba3cc7-4b3d-4f2b-a01a-a597a85cfbc5,active,WMS link to resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lanisotremusvirginicus20121217190311600cet&format=json,iMarine Consortium,Species Distribution Model,WFS,2017-09-22T22:05:43.740472,False
799a7868-6545-42a2-80a2-25a715836108,a6352807-7a8f-4801-a475-9445ad0062c6,fc93320c-b6d2-4009-ad79-40fdfdbc8a6e,271a4cd9-3215-4972-9f98-67c75df0e4d1,3,OGC:WMS-1.3.0-http-get-map,2aa0cca4-0751-4e49-9789-f50b13a6395b,active,FSA_47-1-6,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthurusnigricans20130412094144642cest&format=json,iMarine Consortium,alpheus crockeri,WFS,2017-09-23T12:56:54.535780,False
61028778-766e-4946-894e-6eddff84fb12,c4418477-a9f9-4340-a417-9a16364cc98e,aecef27f-d9a1-4b59-beca-7f2779fab7f1,Acantholumpenus mackayi,3,OGC:WMS-1.3.0-http-get-map,cd413c71-1803-4cf1-afea-ab71a6a8b646,active,Unnamed resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lamoyagracilis20130413001122051cest&format=json,iMarine Consortium,anguilla bengalensis bengalensis,WMS,2017-09-19T13:30:50.210143,False
ad1ef9d9-c153-42d7-bb2a-c08208e9c479,c4418477-a9f9-4340-a417-9a16364cc98e,1c39b021-aabb-4c0a-b861-a2fec8bacd8c,Anisotremus dovii,3,OGC:WMS-1.3.0-http-get-map,ae49ed64-728a-4d1b-a94a-651f28d975a0,active,WMS link to resource,active,http://www.fao.org/figis/geoserver/fsa/ows?service=WFS&request=GetFeature&version=1.0.0&typeName=FSA_47-1-6,iMarine Consortium,Species Distribution Model,WFS,2017-10-13T18:52:36.122252,False
9fdfaf79-f0e5-43ad-901c-3f16b4bbb716,c5e29d4e-5814-4cb4-bc13-722f3fbbef4c,2f5e9c23-5f95-4d96-90ae-ecbbc83cb066,7614324,3,OGC:WMS-1.3.0-http-get-map,7450dc08-c464-4db3-b99d-c57165f45593,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative/aquamaps_native_ammodytes_tobianus.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=36.25,-22.75,71.75,42.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",iMarine Consortium,anchoa walkeri,WFS,2017-09-22T06:37:50.884665,False
85e21cd6-5404-48ae-a3ac-cdaa089af62a,26a86c41-69f5-4462-a043-0d46135fc2d9,e5e4a6d6-cfe8-47fc-8df2-3a254065ba3e,Amblyeleotris yanoi,3,OGC:WMS-1.3.0-http-get-map,5da82955-6df6-4626-994a-11ceb7f0e349,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacantholumpenusmackayi20130413082428752cest&format=json,iMarine Consortium,ahliesaurus berryi,WFS,2017-09-22T04:36:53.316070,False
ba93df63-5bad-4c96-a90f-3121d5ec9db7,c4418477-a9f9-4340-a417-9a16364cc98e,8c27c67e-8633-4e35-a36b-ddf50f9f7054,7614324,3,OGC:WMS-1.3.0-http-get-map,6b572181-4b02-42a3-9df4-1bc27c87c6ff,active,WMS link to resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lanisotremusdovii20130413160611619cest&format=json,iMarine Consortium,anchoa argentivittata,WFS,2017-09-23T09:47:29.753181,False
9a4bb5e8-5038-46c1-baa4-f8bfedc1f04a,26a86c41-69f5-4462-a043-0d46135fc2d9,cc0a21ce-44a0-484b-8756-13778c42bbe7,Anchoa Colonensis,3,OGC:WMS-1.3.0-http-get-map,17d3a95a-6e0e-4a24-895f-180cf642f72d,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lanomalocardiasquamosa20130414195200609cest&format=json,iMarine Consortium,AquaMaps,WFS,2017-09-23T06:19:11.373140,False
afa25d5e-e687-4a01-ab0c-685fb43e7945,26a86c41-69f5-4462-a043-0d46135fc2d9,c69e41c3-dfb0-4d00-af18-d5ec2f63ddc3,AquaMaps,3,OGC:WMS-1.3.0-http-get-map,28e9378e-d331-405c-832e-45a62ebfae5e,active,Unnamed resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lamblyeleotrisyanoi20130410051716554cest&format=json,iMarine Consortium,AquaMaps,WMS,2017-09-21T18:46:51.789552,False
62361bd7-6b2c-45bd-8aed-ab87cd9e9c7d,c4418477-a9f9-4340-a417-9a16364cc98e,ab6f4a5d-58ae-4b0d-8e7e-e1560b749557,7614324,3,OGC:WMS-1.3.0-http-get-map,5fa7155d-2059-4cf9-b31c-ea2c6b5509f3,active,WMS link to resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacroporahemprichii20121222070340082cet&format=json,iMarine Consortium,Alectryonella plicatula,WFS,2017-10-13T23:38:26.486719,False
e46a2e32-4261-4002-ad1e-8df3d2b4a878,c4418477-a9f9-4340-a417-9a16364cc98e,8d14f0af-7570-4eca-9d00-60c71308745f,Acanthurus dussumieri,3,OGC:WMS-1.3.0-http-get-map,2e492344-0611-4102-ba68-309ef23643db,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative/aquamaps_native_anchoa_colonensis.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=7.75,-88.75,23.25,-60.75&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",iMarine Consortium,AquaMaps,WFS,2017-09-23T15:12:46.641152,False
d59bdd17-1607-40cc-a6f4-a7c2f3f1bef1,c4418477-a9f9-4340-a417-9a16364cc98e,c6645bba-fe7d-4178-879d-056d7bf25a44,Albula nemoptera,3,OGC:WMS-1.3.0-http-get-map,63e23086-ab17-4840-9aa0-f0b926faf8d2,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=wfs&version=1.0.0&request=GetFeature&typeName=lacapoetatanganicae20130607072338649cest&format=json,iMarine Consortium,AquaMaps,WFS,2017-09-22T03:32:19.442553,False
46c6a58f-0da6-4f56-88c7-a0fa4cc205c5,11d9973b-7731-47aa-ad3b-4f865e14dde0,a1688b12-4534-4b85-92e1-4922de7f8f47,7614324,3,OGC:WMS-1.3.0-http-get-map,e932222e-a4d4-4582-a11e-a21efa883ee7,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=laioliopstetrophthalmus20130410015945198cest&format=json,iMarine Consortium,AquaMaps,WFS,2017-09-23T04:21:07.367492,False
223b77fa-31eb-4322-9a0b-89dd8c3fae1e,4d085407-4f26-47f4-9298-31c01a6ea6cb,e8a600cf-eec0-4e91-b6cf-7cf55f2e2cb3,Acentrogobius bontii,3,OGC:WMS-1.3.0-http-get-map,a167f2b8-8691-4cbd-8065-a087c5e8fe92,active,WMS link to resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthurusdussumieri20130413212456450cest&format=json,iMarine Consortium,AquaMaps,WFS,2017-09-22T00:28:37.122986,False
21cda401-37a3-4a57-84bc-944ef8fe003b,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,0d4e8f19-5416-4a8a-8f6f-c93c0dbe5e74,Anarchias leucurus,3,OGC:WMS-1.3.0-http-get-map,ca8a59f8-c244-4dfd-bf7d-90181362b234,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lalbulanemoptera20130413145701539cest&format=json,iMarine Consortium,AquaMaps,WFS,2017-09-22T19:16:33.033944,False
38f0b590-65eb-4c00-a10d-f1b773a45bc1,538e8738-e71d-4743-92ee-8a7f9892d831,556de00d-60a8-4f8e-bfe8-abe93b818e9e,Acanthurus nigricans,3,OGC:WMS-1.3.0-http-get-map,bded00ea-f315-42c6-8e4d-d2bcd5e3819b,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lampeliscaabdita20130412104555557cest&format=json,iMarine Consortium,47.1.6 Cape of Good Hope Division of FAO Major Are,WFS,2017-09-22T12:58:05.692757,False
a2a94abb-6737-476d-8f21-ea4c023e95e7,987a3a38-c2b1-425c-811c-0ac165d0c5f1,6332bd17-a65a-44d5-8175-bf878a7fed0d,Abudefduf troschelii,3,OGC:WMS-1.3.0-http-get-map,2c36873d-0330-4e7d-a118-87df24ff54c6,active,WMS link to resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacentrogobiusbontii20121220203446332cet&format=json,,Ammodytes Tobianus,WFS,2017-09-22T06:12:45.944102,False
8f013d5a-b1cb-45ce-93e0-be7aaa0cde96,201b240b-7f05-4221-9c44-1c3622bec1a4,f6d45841-2ef3-4fb8-b189-e0411465547f,0385d2a1-3c43-4bd8-919f-0e26517cf191,3,OGC:WMS-1.3.0-http-get-map,067aecb8-d371-4040-a294-c332ada2b307,active,WMS link to resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lanarchiasleucurus20121210072609850cet&format=json,,AquaMaps,WFS,2017-09-22T15:39:09.909655,False
cf38579e-f137-43d6-aaf2-2d802bc18a70,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,b82a7ad7-f95d-4b57-ad51-9068709603b9,6b4b961d-bd75-450e-b327-df40813d32a4,3,WWW:LINK-1.0-http--link,4289e6c8-d32a-4df6-8803-11505b003b0d,active,Unnamed resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthurusnigricans20130413130543223cest&format=json,,AquaMaps,WMS,2017-09-23T14:26:05.372805,False
8667ef6a-0a36-4624-89bb-d42785ae1e94,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,6ececca8-3e6e-4f07-9405-f84050e870fd,7614324,3,WWW:LINK-1.0-http--link,7ec9d687-d9aa-45e8-a047-9f0a023616e2,active,Unnamed resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=labudefduftroschelii20130412043104489cest&format=json,,Anomalocardia squamosa,WMS,2017-12-01T15:47:09.773834,False
c92800c4-6363-4865-801b-68dfb5aabdf5,edcf283e-5823-4740-ac39-0b680e9f410a,28c51f43-8b67-411a-a784-36e2dd72fb6c,241245b4-f406-4260-a625-dcbcb21004d9,3,OGC:WMS-1.3.0-http-get-map,43f1dbbf-499e-4190-a868-a1cb71512264,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_angaria_delphinus.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-34.75,-179.75,37.25,180.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,AquaMaps,WFS,2017-10-13T15:06:48.217534,False
9dd2b83b-af60-4821-b76e-23a1665909f2,ef2f6d09-cfdb-4965-99a5-749bf18ebc9f,4d95495c-c2f0-42f0-9ed8-a105e59d3b87,4302b2a1-a055-4a7a-9d35-2aa5d28e97ff,3,OGC:WMS-1.3.0-http-get-map,fb2f407a-67b7-4020-a787-bbf7e6e2c607,active,Unnamed resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative/aquamaps_native_abudefduf_sordidus.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-36.75,-179.75,27.25,180.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,Acropora hemprichii,WMS,2017-09-21T16:02:30.396489,False
7014ec5e-cfd1-44e6-ac12-3875592f9836,538e8738-e71d-4743-92ee-8a7f9892d831,1d732b78-8185-4ae3-b58a-3343cb0c330e,Acanthurus monroviae,3,OGC:WMS-1.3.0-http-get-map,973fe76a-50fd-43c8-8fca-814f52af08f6,active,Unnamed resource,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=labraliopsisfelis20130220173003992cet&format=json,,AquaMaps,WMS,2017-12-01T14:29:03.543785,False
d8802834-7072-449d-a1b4-2ac2e4855bf6,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,9506880c-3a2a-41f7-8a8c-7db9056b163a,7614324,3,OGC:WMS-1.3.0-http-get-map,5dd1c3ff-5f64-4d1e-a10c-a1e5cc450cfa,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_alpheus_crockeri.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-28.75,-179.75,31.25,180.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,Ecological niche modelling,WFS,2017-12-15T16:27:40.550786,False
7eff5fd0-042c-4065-951d-7ad68ba9e3d1,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,411b4706-87a6-47fc-ab40-75b33e50bc4f,Acanthistius serratus,3,OGC:WMS-1.3.0-http-get-map,90c8670a-4b78-4a9d-adaa-cc21953bf8a2,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_anguilla_bengalensis_bengalensis.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-31.75,30.25,23.25,129.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,Aioliops tetrophthalmus,WFS,2017-09-21T14:34:28.114394,False
f8d6af9d-3363-4966-b210-066bb131a267,538e8738-e71d-4743-92ee-8a7f9892d831,718e86b7-8f2e-452f-9777-3ea0ed83802c,Acanthocepola abbreviata,3,OGC:WMS-1.3.0-http-get-map,994e3b9f-a69a-48df-8497-0b5bbe9ef05e,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthurusmonroviae20130413212545662cest&format=json,,AquaMaps,WFS,2017-09-21T13:21:17.566475,False
798861da-2c14-4394-8906-7235758b50fb,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,a75cc631-3eca-41eb-89df-04396b013d92,7614324,3,OGC:WMS-1.3.0-http-get-map,1a517810-515a-4295-8159-6b9d1c80bda7,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lamarylliskamata20121218211535125cet&format=json,,AquaMaps,WFS,2017-09-23T16:49:31.948378,False
55947dea-c0c2-4c81-b77a-572e51c79753,538e8738-e71d-4743-92ee-8a7f9892d831,3e604334-b5d0-4fed-9f47-1aa130aa5f43,7cd1bbf1-5483-408e-9349-08ad090b82a8,3,OGC:WMS-1.3.0-http-get-map,e6b49d61-fab4-4800-9120-b0c0246801c3,active,WMS link to resource,active,http://geoserver2.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthistiusserratus20130412131941929cest&format=json,,Ampelisca abdita,WFS,2017-09-21T12:10:16.128173,False
cf36d889-2ea3-4c04-a7b8-f6d7e114b3cd,95e3d2b7-1fb9-44bc-8db3-16780a5e35fe,6837bc10-9544-4e06-8360-e6191af7e5d1,77d7e12c-ab19-42fa-8b1e-7af3de6039f6,3,OGC:WMS-1.3.0-http-get-map,d13080e0-a9d7-4499-83f4-e8fc6141141f,active,Unnamed resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacanthocepolaabbreviata20121220200404780cet&format=json,,AquaMaps,WMS,2017-09-22T12:26:46.651786,False
c570ae1e-41b0-4a9d-adbd-3bbc4b4f0710,c4418477-a9f9-4340-a417-9a16364cc98e,f627f8ae-f325-46d3-958f-cf4c417088e1,Ambassis dussumieri,3,OGC:WMS-1.3.0-http-get-map,6041b932-b668-4aec-96d5-c7196ebb1b8d,active,Unnamed resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=laeteasica20130411025602645cest&format=json,,AquaMaps,WMS,2017-10-14T01:16:25.880920,False
52fc7190-7693-49eb-8596-e4efc4442bdb,538e8738-e71d-4743-92ee-8a7f9892d831,51e81ea7-0e46-4ce9-b7ac-2f8516c654a2,526e2440-762c-46ee-b4e4-e6a08a52f7b0,3,OGC:WMS-1.3.0-http-get-map,9fdd0abf-dea2-414b-b520-9f0df2fe2657,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative/aquamaps_native_acanthopagrus_australis.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-37.75,-179.25,-18.75,180.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,AquaMaps,WFS,2017-12-16T03:42:25.377325,False
3eb019ad-dc89-4e02-aa58-c023b13fbf1f,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,5213d276-89ea-419c-9c08-020b2e6474b2,643405fd-598c-4ed8-9b46-66c064c27a27,3,OGC:WMS-1.3.0-http-get-map,cc70183f-63a0-4b0b-aaeb-73072c7a5612,active,Unnamed resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_anchoa_walkeri.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-4.75,-114.75,32.25,-76.75&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,AquaMaps,WMS,2017-09-22T08:18:59.151754,False
76b50ce1-ee4b-468e-bbca-6e512584ae7c,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,455fd723-c7ab-4f60-8e87-6270cb192ecd,7614324,3,OGC:WMS-1.3.0-http-get-map,7d3cb11b-a11b-489e-bddc-87d531a3d118,active,Unnamed resource,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lambassisdussumieri20130412073733869cest&format=json,,AquaMaps,WMS,2017-12-16T07:24:01.959827,False
2bea5ac9-3305-4f67-85c2-3ff84dfaf8d2,538e8738-e71d-4743-92ee-8a7f9892d831,ccc4f471-92da-45ad-988a-f65a4abfb1cd,7614324,3,OGC:WMS-1.3.0-http-get-map,8cb7abe1-b427-44e2-85d2-51a490c42709,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_ahliesaurus_berryi.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-39.75,-179.75,40.25,180.25&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,Abudefduf Sordidus,WFS,2017-12-16T01:44:51.647985,False
cac6f782-3e0b-450b-adb9-e55da86c3224,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,8440e0c2-af50-4b1b-b16f-2bc944e4d3b7,Allothunnus fallai,3,OGC:WMS-1.3.0-http-get-map,2164afce-fee6-4a11-a436-0e7994ef20c4,active,WMS link to resource,active,"http://thredds.d4science.org/thredds/wms/public/netcdf/AquamapsNative2050/aquamaps_native2050_anchoa_argentivittata.nc?service=wms&version=1.3.0&request=GetMap&layers=probability&bbox=-14.75,-120.25,34.75,-74.75&styles=&width=640&height=480&srs=EPSG:4326&CRS=EPSG:4326&format=image/png&COLORSCALERANGE=auto",,Abraliopsis felis,WFS,2017-09-23T15:10:52.491832,False
dc187d7f-acbe-4161-b611-2a9dda859f39,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,77aac306-564e-432b-b0fe-e1dbc6aae208,Amphiprion frenatus,3,OGC:WMS-1.3.0-http-get-map,87a8b70a-4fa2-4b13-8e7f-50c2835bf376,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lacroporaparilis20130412115001273cest&format=json,,AquaMaps,WFS,2017-09-22T08:22:55.705421,False
e66e7f04-bcb5-435f-a9e4-98d4fd3a1c2d,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,f99e0e48-13a8-4c00-8285-d958a7c35840,iMarine,3,OGC:WMS-1.3.0-http-get-map,df0547b0-3d5c-4afd-9aaf-857e663e612b,active,WMS link to resource,active,http://geoserver4.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lagneziaglaciata20121219003252463cet&format=json,,AquaMaps,WFS,2017-09-21T11:52:14.910206,False
4b072e3a-511c-47a2-a6c3-91680911a049,cc8f1fb5-100f-4ba0-a2a9-c28953a9729e,d7261a00-5080-430d-9851-6161e27b7e86,iMarine,3,OGC:WMS-1.3.0-http-get-map,94267f16-50d4-414a-8ba2-62b1331b18f3,active,GIS Viewer link,active,http://geoserver3.d4science.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lallothunnusfallai20130412082402309cest&format=json,,AquaMaps,csw,2017-09-23T04:07:28.025268,False
2bea266e-8502-415b-8201-3480a120ec82,956556d6-337d-4c36-b996-75e594fc0f15,e8b8bdef-f0fa-4d03-86cb-fd169749823b,WORMS   209390,4,OGC:WMS-1.3.0-http-get-map,154b3831-19bc-4987-af6d-94056367b5c8,active,GIS Viewer link,active,http://geoserver.d4science-ii.research-infrastructures.eu/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=lamphiprionfrenatus20130414020432932cest&format=json,,Amaryllis kamata,application/x-netcdf,2017-09-22T14:49:34.435160,False
ad1ef9d9-c153-42d7-bb2a-c08208e9c479,538e8738-e71d-4743-92ee-8a7f9892d831,36f2b932-a52e-4e2b-9a7a-4aae8e2fad55,iMarine,6,OGC:WMS-1.3.0-http-get-map,0faa62e1-36a5-4a51-aa0b-c8fb01ff568a,active,GIS Viewer link,active,http://www.fao.org/documents/card/en/c/2aa742ba-f562-4200-9d12-9bb3ac4448dd,,AquaMaps,application/x-netcdf,2017-09-22T04:04:25.235277,False
c92529e8-9974-4d3a-bb89-0bbb91476ebe,538e8738-e71d-4743-92ee-8a7f9892d831,15b9beb0-0a4e-42b9-8fc1-f17131cfbb7b,iMarine,2,OGC:WMS-1.3.0-http-get-map,9f6356e3-c784-4d4d-b2a4-7f075c809f25,active,GIS Viewer link,active,"http://geoserver4.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lanchoacompressa20130412123714943cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",,AquaMaps,application/x-netcdf,2017-09-23T11:40:57.702755,False
ec096959-f78f-4b1b-b23c-29c7bed6e3b6,956556d6-337d-4c36-b996-75e594fc0f15,1574a94e-b7ad-4717-b08b-8c6f6e54d90a,iMarine,2,OGC:WMS-1.3.0-http-get-map,54dd4412-7593-4cc9-9f9d-40a45c4f44e4,active,GIS Viewer link,active,"http://geoserver2.d4science.research-infrastructures.eu/geoserver/wms?service=wms&version=1.1.0&request=GetMap&layers=lalphestesimmaculatus20130414045641000cest&styles=&bbox=-180,-90,180,90&width=676&height=330&srs=EPSG:4326&crs=EPSG:4326&format=application/openlayers",,Aetea sica,application/x-netcdf,2017-09-23T09:06:45.123854,False
