is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-26T07:18:04.821626,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthastrea regularis,1901-01-01T00:0000-01:00,Result Product 37769a59-d1e9-40d9-a3b3-5e9b71208339,string,2099-12-31T23:59:59-01:00,"This Acanthastrea regularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthastrea-regularis2,SimpleLinkEntity,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acanthastrea-regularis2,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthastrea-regularis2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T03:01:07.894572,Person,Classification,2099-12-31T23:59:59-01:00,aega deshaysiana Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4eed2534-b053-4119-9696-2a499e3f5a1a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This aega deshaysiana Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aega-deshaysiana-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,aega-deshaysiana-aquamaps-native-2050-raster,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aega-deshaysiana-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T23:08:21.833646,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyraja Jenseni Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 31cc79a1-1850-4c72-add1-db42f1c94964,string,2099-12-31T23:59:59-01:00,"This Amblyraja Jenseni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyraja-jenseni-aquamaps-native-raster,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amblyraja-jenseni-aquamaps-native-raster,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-jenseni-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T15:26:56.316293,Person,Classification,2099-12-31T23:59:59-01:00,Aetoplatea zonura,1901-01-01T00:0000-01:00,Result Product 8cd22a03-cef0-43fc-8f90-ffb7400d4a30,string,2099-12-31T23:59:59-01:00,"This Aetoplatea zonura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetoplatea-zonura2,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,aetoplatea-zonura2,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetoplatea-zonura2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T07:24:37.543818,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Pacificus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 5dbd54eb-7bd6-449e-aff1-e23e4f1ad345,string,2099-12-31T23:59:59-01:00,"This Alpheus Pacificus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 5dbd54eb-7bd6-449e-aff1-e23e4f1ad345,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,5dbd54eb-7bd6-449e-aff1-e23e4f1ad345,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5dbd54eb-7bd6-449e-aff1-e23e4f1ad345,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T15:19:06.547708,Person,Classification,2099-12-31T23:59:59-01:00,Ammothea longispina,1901-01-01T00:0000-01:00,Result Product 2b123979-5cd4-4f4a-954d-91b505e91236,string,2099-12-31T23:59:59-01:00,"This Ammothea longispina Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 70a6732d-240b-4465-b84a-94fe3bd578fc,FullLinkEntity,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,70a6732d-240b-4465-b84a-94fe3bd578fc,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/70a6732d-240b-4465-b84a-94fe3bd578fc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T23:57:25.231062,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus leucocheilus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 9bd9177c-86ef-47ed-93c5-a254da2b587c,string,2099-12-31T23:59:59-01:00,"This acanthurus leucocheilus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-leucocheilus-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acanthurus-leucocheilus-aquamaps-native-2050-raster,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-leucocheilus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T10:08:53.949943,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygobius albimaculatus,1901-01-01T00:0000-01:00,Result Product 228e9830-d2ab-43af-a1da-8e680bd50af4,string,2099-12-31T23:59:59-01:00,"This Amblygobius albimaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-albimaculatus2,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amblygobius-albimaculatus2,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-albimaculatus2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T05:43:09.742062,Person,Classification,2099-12-31T23:59:59-01:00,acropora robusta Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 0177eae8-b7c2-4e0a-883c-71780fab9b9a,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This acropora robusta Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acropora-robusta-aquamaps-native-2050-raster,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acropora-robusta-aquamaps-native-2050-raster,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-robusta-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alionematichthys minyomma,1901-01-01T00:0000-01:00,Result Product 208b3c9e-3e0a-44e9-930f-2cb25b214cf6,FederatedIdentifier,,"This Alionematichthys minyomma Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 208b3c9e-3e0a-44e9-930f-2cb25b214cf6,FullLinkEntity,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,208b3c9e-3e0a-44e9-930f-2cb25b214cf6,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/208b3c9e-3e0a-44e9-930f-2cb25b214cf6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchisquilla fasciata,1901-01-01T00:0000-01:00,Result Product 9095a0af-0ee0-4ad6-ac27-2c533b71a499,FederatedIdentifier,,"This Anchisquilla fasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 2d191d57-692b-47ed-bb30-eaa436f19b0d,SimpleLinkEntity,,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,2d191d57-692b-47ed-bb30-eaa436f19b0d,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2d191d57-692b-47ed-bb30-eaa436f19b0d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Aequipecten opercularis,1901-01-01T00:0000-01:00,Result Product 5a2071e6-ed45-4b50-a8b9-0def45855121,string,,"This Aequipecten opercularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aequipecten-opercularis2,SimpleLinkEntity,,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,aequipecten-opercularis2,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aequipecten-opercularis2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acanthopagrus latus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 31364e18-a574-4edc-82ec-3e1f8dbe7ff4,FederatedIdentifier,,"This acanthopagrus latus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 31364e18-a574-4edc-82ec-3e1f8dbe7ff4,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,31364e18-a574-4edc-82ec-3e1f8dbe7ff4,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/31364e18-a574-4edc-82ec-3e1f8dbe7ff4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,ambassis urotaenia Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 3a0017c8-481c-44c7-a266-4880613814ce,FederatedIdentifier,,"This ambassis urotaenia Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 117c7859-3f49-4747-8db1-1a821480ecdb,SimpleLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,117c7859-3f49-4747-8db1-1a821480ecdb,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/117c7859-3f49-4747-8db1-1a821480ecdb,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abudefduf vaigiensis,1901-01-01T00:0000-01:00,Result Product dcd2ad81-d9c7-486b-8c67-a80a257e7f9d,FederatedIdentifier,,"This Abudefduf vaigiensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier dcd2ad81-d9c7-486b-8c67-a80a257e7f9d,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,dcd2ad81-d9c7-486b-8c67-a80a257e7f9d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dcd2ad81-d9c7-486b-8c67-a80a257e7f9d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/CC-BY-4.0,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achiropsetta Tricholepis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e1338bad-4b00-46fe-86f0-2c25ee769c42,FederatedIdentifier,,"This Achiropsetta Tricholepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier e1338bad-4b00-46fe-86f0-2c25ee769c42,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,e1338bad-4b00-46fe-86f0-2c25ee769c42,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e1338bad-4b00-46fe-86f0-2c25ee769c42,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alosa alosa,1901-01-01T00:0000-01:00,Result Product 395b71db-15ec-45f0-9978-50b53ab872c8,FederatedIdentifier,,"This Alosa alosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 2966eb5d-8fe8-4908-ac81-816cca8edaa0,SimpleLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,2966eb5d-8fe8-4908-ac81-816cca8edaa0,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2966eb5d-8fe8-4908-ac81-816cca8edaa0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea Regularis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 2ff6065e-1805-4d27-a89c-36b7aa4f629c,string,,"This Acanthastrea Regularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 2ff6065e-1805-4d27-a89c-36b7aa4f629c,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,2ff6065e-1805-4d27-a89c-36b7aa4f629c,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2ff6065e-1805-4d27-a89c-36b7aa4f629c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthocybium solandri,1901-01-01T00:0000-01:00,Result Product 4fbf468e-13f8-414e-aa5a-b207490ce18f,string,,"This Acanthocybium solandri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 4fbf468e-13f8-414e-aa5a-b207490ce18f,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,4fbf468e-13f8-414e-aa5a-b207490ce18f,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4fbf468e-13f8-414e-aa5a-b207490ce18f,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa lyolepis,,Result Product b2bfe99e-92b8-4d94-a3ab-d5f5d3b78659,FederatedIdentifier,,"This Anchoa lyolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier b468be6d-75d9-430c-887b-c4ee928ce174,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,b468be6d-75d9-430c-887b-c4ee928ce174,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b468be6d-75d9-430c-887b-c4ee928ce174,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses meleagrides,,Result Product ea12de0d-a13c-4746-ab47-860a52be50cc,FederatedIdentifier,,"This Anampses meleagrides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier ea12de0d-a13c-4746-ab47-860a52be50cc,SimpleLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,ea12de0d-a13c-4746-ab47-860a52be50cc,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ea12de0d-a13c-4746-ab47-860a52be50cc,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarhichas lupus,,Result Product 6b91770f-1a21-4445-b613-7bfe68d35652,FederatedIdentifier,,"This Anarhichas lupus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 6b91770f-1a21-4445-b613-7bfe68d35652,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,6b91770f-1a21-4445-b613-7bfe68d35652,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6b91770f-1a21-4445-b613-7bfe68d35652,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aesopia cornuta,,Result Product e97f5e0b-18ba-4f5e-94a0-69e051909957,FederatedIdentifier,,"This Aesopia cornuta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 2f91b8c3-450e-4999-bc14-4801a6f76957,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,2f91b8c3-450e-4999-bc14-4801a6f76957,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2f91b8c3-450e-4999-bc14-4801a6f76957,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthaphritis barbata,,Result Product 5b87385c-6aa0-44a2-aac2-d5d05ca60815,FederatedIdentifier,,"This Acanthaphritis barbata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 94570b4c-7b11-4c43-824a-a8de2054e4bc,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,94570b4c-7b11-4c43-824a-a8de2054e4bc,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/94570b4c-7b11-4c43-824a-a8de2054e4bc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigrofuscus,,Result Product f98977f8-87d9-4dba-92bb-48bcb32ca51d,FederatedIdentifier,,"This Acanthurus nigrofuscus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name acanthurus-nigrofuscus2,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acanthurus-nigrofuscus2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-nigrofuscus2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion allardi,,Result Product 3c9eca2f-238c-4338-b524-67d78579fc36,FederatedIdentifier,,"This Amphiprion allardi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier ce8191d2-2bbb-44fb-a581-9f1b26771506,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ce8191d2-2bbb-44fb-a581-9f1b26771506,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ce8191d2-2bbb-44fb-a581-9f1b26771506,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus australis,,Result Product 2ccc83be-42b5-4098-9a3f-a2d000caf851,,,"This Alepocephalus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name alepocephalus-australis1,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alepocephalus-australis1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-australis1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus nigricauda Aquamaps Native 2050 Raster,,Result Product 955cb92c-80ca-4372-9720-55e8edaea736,,,"This acanthurus nigricauda Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 955cb92c-80ca-4372-9720-55e8edaea736,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,955cb92c-80ca-4372-9720-55e8edaea736,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/955cb92c-80ca-4372-9720-55e8edaea736,,
