is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Lamprotaenia Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 49594d12-d4d5-4704-9415-7c238f9edac8,FederatedIdentifier,Result Product Identifier 49594d12-d4d5-4704-9415-7c238f9edac8,"This Anchoa Lamprotaenia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T04:20:52.227091,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,49594d12-d4d5-4704-9415-7c238f9edac8,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/49594d12-d4d5-4704-9415-7c238f9edac8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia undata,1901-01-01T00:0000-01:00,Result Product bbab10c5-6cf2-41ad-a6a3-2d5858850ab5,string,Result Product Revision Identifier 6c0ca441-8899-4b16-9b68-c1ef7802633e,"This Agaricia undata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-23T12:52:09.621903,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,6c0ca441-8899-4b16-9b68-c1ef7802633e,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6c0ca441-8899-4b16-9b68-c1ef7802633e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amblygobius albimaculatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 8f373b16-ec88-4921-8e5c-925f32edf3f3,string,Result Product Revision Identifier a7367d2d-dac1-46df-bfac-c844dee868f4,"This amblygobius albimaculatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-29T21:57:43.292501,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,a7367d2d-dac1-46df-bfac-c844dee868f4,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a7367d2d-dac1-46df-bfac-c844dee868f4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Floridanus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ce98ec88-b243-497d-98dd-d23c093f493d,string,Result Product Name alpheus-floridanus-aquamaps-native-raster,"This Alpheus Floridanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-10T07:44:18.452514,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alpheus-floridanus-aquamaps-native-raster,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-floridanus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius decussatus,1901-01-01T00:0000-01:00,Result Product 11fb59a5-637a-49da-872d-8b46ee590d76,FederatedIdentifier,Result Product Name amblygobius-decussatus2,"This Amblygobius decussatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T00:32:52.137848,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amblygobius-decussatus2,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-decussatus2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris periophthalma,1901-01-01T00:0000-01:00,Result Product 5747a325-1b1d-489e-8272-07d0b6648d9a,string,Result Product Identifier 5747a325-1b1d-489e-8272-07d0b6648d9a,"This Amblyeleotris periophthalma Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T06:11:56.509598,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,5747a325-1b1d-489e-8272-07d0b6648d9a,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5747a325-1b1d-489e-8272-07d0b6648d9a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa compressa,1901-01-01T00:0000-01:00,Result Product e37b7c0c-8c47-4293-87da-b31e2742bf73,string,Result Product Name anchoa-compressa1,"This Anchoa compressa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T14:08:56.234324,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,anchoa-compressa1,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-compressa1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthephyra acutifrons,1901-01-01T00:0000-01:00,Result Product ce39b3ca-955a-456e-a80e-f54bfd8ebaa1,FederatedIdentifier,Result Product Revision Identifier a93542d9-eea1-4df3-ab5c-76fa05ab1a33,"This Acanthephyra acutifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T19:43:02.250732,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,a93542d9-eea1-4df3-ab5c-76fa05ab1a33,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a93542d9-eea1-4df3-ab5c-76fa05ab1a33,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acipenser brevirostrum Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product d796f597-fcce-41bc-a799-cbb0e401a0ea,FederatedIdentifier,Result Product Revision Identifier 1234629b-892f-47f1-85a5-635bc3b818bf,"This acipenser brevirostrum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T09:31:35.153342,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,1234629b-892f-47f1-85a5-635bc3b818bf,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1234629b-892f-47f1-85a5-635bc3b818bf,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anampses neoguinaicus,1901-01-01T00:0000-01:00,Result Product 1a44ee99-8245-4c13-ac67-10d45aedb5dc,string,Result Product Revision Identifier 1fd73440-933b-49ce-ab2f-d187076ea582,"This Anampses neoguinaicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T11:21:39.402690,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,1fd73440-933b-49ce-ab2f-d187076ea582,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1fd73440-933b-49ce-ab2f-d187076ea582,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius bontii,1901-01-01T00:0000-01:00,Result Product aabe34a5-5efb-4c79-91e4-f3e900978ba2,FederatedIdentifier,Result Product Revision Identifier b6627236-0873-4bff-b928-3eeee3a0d726,"This Acentrogobius bontii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-30T22:35:01.747096,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,b6627236-0873-4bff-b928-3eeee3a0d726,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b6627236-0873-4bff-b928-3eeee3a0d726,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amanses scopas,1901-01-01T00:0000-01:00,Result Product fb15a971-eb4a-4530-b6e7-4ea01190f727,FederatedIdentifier,Result Product Revision Identifier 69da3640-6c30-42bf-b6d1-f307d8e2e203,"This Amanses scopas Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T18:38:06.231914,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,69da3640-6c30-42bf-b6d1-f307d8e2e203,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/69da3640-6c30-42bf-b6d1-f307d8e2e203,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora hemprichii,1901-01-01T00:0000-01:00,Result Product 2791f23e-69d7-4ac9-9657-7665a9ef0a6d,string,Result Product Identifier 2791f23e-69d7-4ac9-9657-7665a9ef0a6d,"This Acropora hemprichii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-23T10:44:31.329342,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,2791f23e-69d7-4ac9-9657-7665a9ef0a6d,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2791f23e-69d7-4ac9-9657-7665a9ef0a6d,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocepola abbreviata,1901-01-01T00:0000-01:00,Result Product 9e963a05-c1d4-4a99-808a-76ce9bf86f39,FederatedIdentifier,Result Product Name acanthocepola-abbreviata1,"This Acanthocepola abbreviata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,acanthocepola-abbreviata1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-abbreviata1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoviella perfasciata,1901-01-01T00:0000-01:00,Result Product 73ca0d74-5ac2-4947-b5b7-060049efb716,string,Result Product Revision Identifier c618e96e-0b50-4c28-86da-2e5b12d2455a,"This Anchoviella perfasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,c618e96e-0b50-4c28-86da-2e5b12d2455a,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c618e96e-0b50-4c28-86da-2e5b12d2455a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alphestes afer Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 49d8838f-e989-4cfa-90c7-419fd2b5b0c6,FederatedIdentifier,Result Product Name alphestes-afer-aquamaps-native-2050-raster,"This alphestes afer Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alphestes-afer-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alphestes-afer-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis ambassis,1901-01-01T00:0000-01:00,Result Product ed0aa26f-793c-43ba-ac38-97574810aede,string,Result Product Identifier ed0aa26f-793c-43ba-ac38-97574810aede,"This Ambassis ambassis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,ed0aa26f-793c-43ba-ac38-97574810aede,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ed0aa26f-793c-43ba-ac38-97574810aede,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthochromis polyacanthus,1901-01-01T00:0000-01:00,Result Product b882463a-92be-4e43-8329-90200c5d590b,FederatedIdentifier,Result Product Name acanthochromis-polyacanthus,"This Acanthochromis polyacanthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acanthochromis-polyacanthus,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthochromis-polyacanthus,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anguilla obscura,,Result Product 2c3f1fe9-d5a8-43c3-be1c-fae5925e8c98,string,Result Product Revision Identifier 3bcb85e9-74a7-4f0a-b97d-6ee8581326a5,"This Anguilla obscura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,3bcb85e9-74a7-4f0a-b97d-6ee8581326a5,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3bcb85e9-74a7-4f0a-b97d-6ee8581326a5,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allosmerus Elongatus Aquamaps Native Raster,,Result Product 35086d81-6408-4ac3-a620-9c4ece7ed1b0,,Result Product Name allosmerus-elongatus-aquamaps-native-raster,"This Allosmerus Elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,allosmerus-elongatus-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/allosmerus-elongatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acreichthys radiatus,,Result Product b6f93b41-d442-4d32-8a12-5183d695eac1,,Result Product Name acreichthys-radiatus2,"This Acreichthys radiatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,acreichthys-radiatus2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acreichthys-radiatus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria exilispinus,,Result Product 489534e8-06c5-4a0f-9a90-8f90c9923341,,Result Product Revision Identifier e6cbfc50-883c-4a9b-b0f6-0911c1710468,"This Acanthemblemaria exilispinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,e6cbfc50-883c-4a9b-b0f6-0911c1710468,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e6cbfc50-883c-4a9b-b0f6-0911c1710468,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ahliesaurus Berryi Aquamaps Native Raster,,Result Product 7bd0dc78-ff49-4480-9484-75acc27df0de,,Result Product Revision Identifier 8cb954d0-dfed-4fef-8357-c7bea6309f18,"This Ahliesaurus Berryi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,FullLinkEntity,Classification,,8cb954d0-dfed-4fef-8357-c7bea6309f18,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8cb954d0-dfed-4fef-8357-c7bea6309f18,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acetes erythraeus Aquamaps Native 2050 Raster,,Result Product 77948c57-7caf-4cf2-84d1-e085c6083964,,Result Product Name acetes-erythraeus-aquamaps-native-2050-raster,"This acetes erythraeus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acetes-erythraeus-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acetes-erythraeus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aluterus Monoceros Aquamaps Native Raster,,Result Product f64c8e4c-b249-4902-94ff-3d68ccfc781d,,Result Product Revision Identifier 1adff56c-53f9-4a8c-8d44-a0a5eb87df35,"This Aluterus Monoceros Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,1adff56c-53f9-4a8c-8d44-a0a5eb87df35,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1adff56c-53f9-4a8c-8d44-a0a5eb87df35,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amusium pleuronectes Aquamaps Native 2050 Raster,,Result Product a181d790-281e-42ed-aae9-3d4685459ec5,,Result Product Identifier a181d790-281e-42ed-aae9-3d4685459ec5,"This amusium pleuronectes Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,a181d790-281e-42ed-aae9-3d4685459ec5,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a181d790-281e-42ed-aae9-3d4685459ec5,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthephyra Acutifrons Aquamaps Native Raster,,Result Product 7024237a-bf64-4ac9-9c9d-bfd9635d484d,,Result Product Identifier 7024237a-bf64-4ac9-9c9d-bfd9635d484d,"This Acanthephyra Acutifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,7024237a-bf64-4ac9-9c9d-bfd9635d484d,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7024237a-bf64-4ac9-9c9d-bfd9635d484d,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus Cristulifrons Aquamaps Native Raster,,Result Product 570152df-cc6b-49f3-9199-1b8b316f6c2a,,Result Product Name alpheus-cristulifrons-aquamaps-native-raster,"This Alpheus Cristulifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,FullLinkEntity,Classification,,alpheus-cristulifrons-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-cristulifrons-aquamaps-native-raster,,
