is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abalistes stellatus,1901-01-01T00:0000-01:00,Result Product dbddaf77-d986-46d1-91dc-c0804fca508b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Abalistes stellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier dbddaf77-d986-46d1-91dc-c0804fca508b,2017-11-26T11:47:08.336152,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,dbddaf77-d986-46d1-91dc-c0804fca508b,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dbddaf77-d986-46d1-91dc-c0804fca508b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora brueggemanni,1901-01-01T00:0000-01:00,Result Product 39aa324c-b6ac-41e5-9929-7285a0386555,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acropora brueggemanni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 39aa324c-b6ac-41e5-9929-7285a0386555,2017-11-30T09:07:33.221288,Classification,FullLinkEntity,Product,Classification,Classification,FederatedIdentifier,39aa324c-b6ac-41e5-9929-7285a0386555,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/39aa324c-b6ac-41e5-9929-7285a0386555,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ahliesaurus berryi,1901-01-01T00:0000-01:00,Result Product 8e574187-615a-456f-a9a9-84d9e8c9bdd3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ahliesaurus berryi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8e574187-615a-456f-a9a9-84d9e8c9bdd3,2017-11-30T13:17:30.512664,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,8e574187-615a-456f-a9a9-84d9e8c9bdd3,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8e574187-615a-456f-a9a9-84d9e8c9bdd3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrovandia oleosa,1901-01-01T00:0000-01:00,Result Product fdd15391-d575-437c-85ba-d2d7d55e04a0,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aldrovandia oleosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aldrovandia-oleosa3,2017-11-24T18:23:54.567183,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,aldrovandia-oleosa3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/aldrovandia-oleosa3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphistichus rhodoterus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 6c22eaea-ffbd-42fb-8f70-e2b9c29b2def,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This amphistichus rhodoterus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphistichus-rhodoterus-aquamaps-native-2050-raster,2017-11-30T13:39:24.067272,Classification,FullLinkEntity,Medium,Classification,Classification,string,amphistichus-rhodoterus-aquamaps-native-2050-raster,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphistichus-rhodoterus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthochaenus luetkenii,1901-01-01T00:0000-01:00,Result Product fa0bee0e-54e5-417d-b6ef-edd22adcc756,2099-12-31T23:59:59-01:00,,"This Acanthochaenus luetkenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier fa0bee0e-54e5-417d-b6ef-edd22adcc756,,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,fa0bee0e-54e5-417d-b6ef-edd22adcc756,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fa0bee0e-54e5-417d-b6ef-edd22adcc756,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus niger,1901-01-01T00:0000-01:00,Result Product f95f075e-2776-44f4-b907-a5ca2d63a529,2099-12-31T23:59:59-01:00,,"This Allocyttus niger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 470f477b-4b6d-494f-9baf-7f37bd8f8e94,,,FullLinkEntity,Measurement,Classification,Classification,string,470f477b-4b6d-494f-9baf-7f37bd8f8e94,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/470f477b-4b6d-494f-9baf-7f37bd8f8e94,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyraja georgiana,1901-01-01T00:0000-01:00,Result Product 81d823ef-82d0-45e7-b0b4-960a0d43d2b1,2099-12-31T23:59:59-01:00,,"This Amblyraja georgiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblyraja-georgiana3,,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,amblyraja-georgiana3,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-georgiana3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora Abrotanoides Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 43657ec8-0727-4e99-b74b-ec4bedba39e9,2099-12-31T23:59:59-01:00,,"This Acropora Abrotanoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5acd3228-58e8-4a60-bb79-be0ef1976ec4,,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,5acd3228-58e8-4a60-bb79-be0ef1976ec4,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5acd3228-58e8-4a60-bb79-be0ef1976ec4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes americanus,1901-01-01T00:0000-01:00,Result Product b0d43cb9-fd4e-4837-bca7-a8f1ecf65173,2099-12-31T23:59:59-01:00,,"This Ammodytes americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier b0d43cb9-fd4e-4837-bca7-a8f1ecf65173,,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,b0d43cb9-fd4e-4837-bca7-a8f1ecf65173,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b0d43cb9-fd4e-4837-bca7-a8f1ecf65173,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius caninus,1901-01-01T00:0000-01:00,Result Product a48b71dc-7f30-4f8c-9fd0-413baf1b8b10,2099-12-31T23:59:59-01:00,,"This Acentrogobius caninus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 685b3882-85ad-47bd-9fa3-bb96fbcd7bf0,,,FullLinkEntity,Measurement,Classification,Classification,string,685b3882-85ad-47bd-9fa3-bb96fbcd7bf0,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/685b3882-85ad-47bd-9fa3-bb96fbcd7bf0,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achirus Mazatlanus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product b15a0e3a-2848-45e5-8cea-c121405d94b1,2099-12-31T23:59:59-01:00,,"This Achirus Mazatlanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name achirus-mazatlanus-aquamaps-native-raster,,,FullLinkEntity,Product,Classification,Classification,,achirus-mazatlanus-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-mazatlanus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus Mata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a30292c4-d1b7-41e8-bb86-b6afe47f3687,2099-12-31T23:59:59-01:00,,"This Acanthurus Mata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a30292c4-d1b7-41e8-bb86-b6afe47f3687,,,FullLinkEntity,Measurement,Classification,Classification,,a30292c4-d1b7-41e8-bb86-b6afe47f3687,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a30292c4-d1b7-41e8-bb86-b6afe47f3687,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthistius serratus,1901-01-01T00:0000-01:00,Result Product 8a6dea91-1192-4049-b378-70e5f57f05b2,2099-12-31T23:59:59-01:00,,"This Acanthistius serratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8a6dea91-1192-4049-b378-70e5f57f05b2,,,FullLinkEntity,Medium,Classification,Classification,,8a6dea91-1192-4049-b378-70e5f57f05b2,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8a6dea91-1192-4049-b378-70e5f57f05b2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Albula Glossodonta Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a6b56971-8e12-450f-8cca-fdb846174dc8,2099-12-31T23:59:59-01:00,,"This Albula Glossodonta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name albula-glossodonta-aquamaps-native-raster,,,FullLinkEntity,Measurement,Classification,Classification,,albula-glossodonta-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/albula-glossodonta-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acanthephyra eximia Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 203aec0d-0f7e-4c7b-baa4-588662efd20d,2099-12-31T23:59:59-01:00,,"This acanthephyra eximia Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthephyra-eximia-aquamaps-native-2050-raster,,,FullLinkEntity,Measurement,Classification,Classification,,acanthephyra-eximia-aquamaps-native-2050-raster,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthephyra-eximia-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amusium japonicum,1901-01-01T00:0000-01:00,Result Product 0692afc7-8e31-4324-89b7-28c0c6d16522,2099-12-31T23:59:59-01:00,,"This Amusium japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 0692afc7-8e31-4324-89b7-28c0c6d16522,,,FullLinkEntity,Measurement,Classification,Classification,,0692afc7-8e31-4324-89b7-28c0c6d16522,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0692afc7-8e31-4324-89b7-28c0c6d16522,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Albula oligolepis,1901-01-01T00:0000-01:00,Result Product db81d4e0-49b5-4e85-8bb5-d2fce5b51ded,2099-12-31T23:59:59-01:00,,"This Albula oligolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier db81d4e0-49b5-4e85-8bb5-d2fce5b51ded,,,FullLinkEntity,Measurement,Classification,Classification,,db81d4e0-49b5-4e85-8bb5-d2fce5b51ded,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/db81d4e0-49b5-4e85-8bb5-d2fce5b51ded,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon leucogaster,,Result Product 4c412135-de6d-4127-837c-5a3022b005e8,,,"This Amblyglyphidodon leucogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 4c412135-de6d-4127-837c-5a3022b005e8,,,,Measurement,,Classification,,4c412135-de6d-4127-837c-5a3022b005e8,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4c412135-de6d-4127-837c-5a3022b005e8,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ahliesaurus brevis,,Result Product 3b663112-33a9-46a3-826a-517d02d518fd,,,"This Ahliesaurus brevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name ahliesaurus-brevis2,,,,Medium,,Classification,,ahliesaurus-brevis2,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ahliesaurus-brevis2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acanthistius serratus Aquamaps Native 2050 Raster,,Result Product 74ee50f0-cba3-457b-8871-8dcebb75cc98,,,"This acanthistius serratus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 8134016f-c55e-4c4c-8d30-f4912566410a,,,,Measurement,,Classification,,8134016f-c55e-4c4c-8d30-f4912566410a,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8134016f-c55e-4c4c-8d30-f4912566410a,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amaryllis kamata,,Result Product 77ad365e-3708-45d0-bbfb-0e048a724439,,,"This Amaryllis kamata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 2aec8ed8-94e7-4471-b0fd-a25b49850db3,,,,Measurement,,Classification,,2aec8ed8-94e7-4471-b0fd-a25b49850db3,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2aec8ed8-94e7-4471-b0fd-a25b49850db3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia tenuifolia,,Result Product 916416a4-70dd-463f-9d6e-f579ec946811,,,"This Agaricia tenuifolia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name agaricia-tenuifolia,,,,Measurement,,Classification,,agaricia-tenuifolia,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-tenuifolia,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia tenuifolia,,Result Product 25597131-74f2-433d-98c1-2000619f8029,,,"This Agaricia tenuifolia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 25597131-74f2-433d-98c1-2000619f8029,,,,Measurement,,Classification,,25597131-74f2-433d-98c1-2000619f8029,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/25597131-74f2-433d-98c1-2000619f8029,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygobius decussatus,,Result Product 59ecb34a-f6f5-4e6e-be00-b50c019c0493,,,"This Amblygobius decussatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 59ecb34a-f6f5-4e6e-be00-b50c019c0493,,,,Medium,,Classification,,59ecb34a-f6f5-4e6e-be00-b50c019c0493,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/59ecb34a-f6f5-4e6e-be00-b50c019c0493,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus australis,,Result Product 86e43fa3-38fe-4a8d-bce6-a50954b07647,,,"This Alepocephalus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 86e43fa3-38fe-4a8d-bce6-a50954b07647,,,,Measurement,,Classification,,86e43fa3-38fe-4a8d-bce6-a50954b07647,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/86e43fa3-38fe-4a8d-bce6-a50954b07647,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthistius ocellatus,,Result Product 60888f7d-4980-44ce-b848-fd501601a53e,,,"This Acanthistius ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 60888f7d-4980-44ce-b848-fd501601a53e,,,,Medium,,Classification,,60888f7d-4980-44ce-b848-fd501601a53e,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/60888f7d-4980-44ce-b848-fd501601a53e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus floridanus,,Result Product 09fd204e-cb9f-4774-8345-5da8e2f10800,,,"This Alpheus floridanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name alpheus-floridanus3,,,,Measurement,,Classification,,alpheus-floridanus3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-floridanus3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,abudefduf declivifrons Aquamaps Native 2050 Raster,,Result Product b45d16d7-8a79-48e3-a2da-c33e18ab0221,,,"This abudefduf declivifrons Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 7b772fd7-bf3c-4f5d-965f-69cfbb915545,,,,Measurement,,Classification,,7b772fd7-bf3c-4f5d-965f-69cfbb915545,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7b772fd7-bf3c-4f5d-965f-69cfbb915545,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ammodytes hexapterus Aquamaps Native 2050 Raster,,Result Product cf364307-2a01-4907-91bc-5724d1fe1591,,,"This ammodytes hexapterus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier cf364307-2a01-4907-91bc-5724d1fe1591,,,,Medium,,Classification,,cf364307-2a01-4907-91bc-5724d1fe1591,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cf364307-2a01-4907-91bc-5724d1fe1591,,
