is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus bouvieri,1901-01-01T00:0000-01:00,Result Product 8bdbb75f-bea3-4d2e-82e3-0893409670fa,2099-12-31T23:59:59-01:00,Result Product Identifier 8bdbb75f-bea3-4d2e-82e3-0893409670fa,"This Alpheus bouvieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T22:47:19.617988,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,8bdbb75f-bea3-4d2e-82e3-0893409670fa,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8bdbb75f-bea3-4d2e-82e3-0893409670fa,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achoerodus gouldii,1901-01-01T00:0000-01:00,Result Product 5272a2d9-d46d-46a9-a4e2-f9068804943d,2099-12-31T23:59:59-01:00,Result Product Name achoerodus-gouldii3,"This Achoerodus gouldii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T14:34:56.730494,Classification,FullLinkEntity,string,Measurement,Classification,Classification,achoerodus-gouldii3,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/achoerodus-gouldii3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achirus Scutum Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product d52ba294-96d7-4c68-aff5-8dad31570b41,2099-12-31T23:59:59-01:00,Result Product Identifier d52ba294-96d7-4c68-aff5-8dad31570b41,"This Achirus Scutum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-29T17:28:10.425026,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,d52ba294-96d7-4c68-aff5-8dad31570b41,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d52ba294-96d7-4c68-aff5-8dad31570b41,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aluterus scriptus,1901-01-01T00:0000-01:00,Result Product 3b994f91-babb-441d-9783-8826ae24896a,2099-12-31T23:59:59-01:00,Result Product Identifier 3b994f91-babb-441d-9783-8826ae24896a,"This Aluterus scriptus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T18:51:48.513002,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,3b994f91-babb-441d-9783-8826ae24896a,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3b994f91-babb-441d-9783-8826ae24896a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses meleagrides,1901-01-01T00:0000-01:00,Result Product 5bb215cf-4844-4b6c-b052-7a05557329b3,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 17c7f841-d8ed-4c44-88d7-d61c6c021653,"This Anampses meleagrides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T00:41:23.024146,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,17c7f841-d8ed-4c44-88d7-d61c6c021653,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/17c7f841-d8ed-4c44-88d7-d61c6c021653,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus Paludicola Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 44c9008c-47a9-4d52-8134-d610bbf7b41f,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 11790129-a4e6-4292-96aa-7278c5cea037,"This Acrocephalus Paludicola Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T13:55:56.602526,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,11790129-a4e6-4292-96aa-7278c5cea037,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/11790129-a4e6-4292-96aa-7278c5cea037,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygobius linki,1901-01-01T00:0000-01:00,Result Product e8d69a4d-a761-46b4-9779-232bc37505a1,2099-12-31T23:59:59-01:00,Result Product Identifier e8d69a4d-a761-46b4-9779-232bc37505a1,"This Amblygobius linki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,e8d69a4d-a761-46b4-9779-232bc37505a1,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e8d69a4d-a761-46b4-9779-232bc37505a1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acanthocardia tuberculata Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 594c257b-3d22-4736-996a-bc7931d82972,2099-12-31T23:59:59-01:00,Result Product Name acanthocardia-tuberculata-aquamaps-native-2050-raster,"This acanthocardia tuberculata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,acanthocardia-tuberculata-aquamaps-native-2050-raster,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocardia-tuberculata-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris diagonalis,1901-01-01T00:0000-01:00,Result Product d091c248-ec61-46af-979a-647ceb5df604,2099-12-31T23:59:59-01:00,Result Product Identifier d091c248-ec61-46af-979a-647ceb5df604,"This Amblyeleotris diagonalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,d091c248-ec61-46af-979a-647ceb5df604,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d091c248-ec61-46af-979a-647ceb5df604,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
2017-11-30T05:45:22.106730,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion guineensis,1901-01-01T00:0000-01:00,Result Product 9d01f194-6817-4210-ae71-d29481c7550e,2099-12-31T23:59:59-01:00,Result Product Identifier 9d01f194-6817-4210-ae71-d29481c7550e,"This Acanthostracion guineensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,9d01f194-6817-4210-ae71-d29481c7550e,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9d01f194-6817-4210-ae71-d29481c7550e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygobius semicinctus,1901-01-01T00:0000-01:00,Result Product 56859c3a-fc71-42ee-9380-c3a282e65f3a,2099-12-31T23:59:59-01:00,Result Product Identifier 56859c3a-fc71-42ee-9380-c3a282e65f3a,"This Amblygobius semicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,56859c3a-fc71-42ee-9380-c3a282e65f3a,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/56859c3a-fc71-42ee-9380-c3a282e65f3a,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygaster leiogaster,1901-01-01T00:0000-01:00,Result Product 2e61a917-e201-41f3-9b2d-20f54d18191b,2099-12-31T23:59:59-01:00,Result Product Identifier 2e61a917-e201-41f3-9b2d-20f54d18191b,"This Amblygaster leiogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,2e61a917-e201-41f3-9b2d-20f54d18191b,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2e61a917-e201-41f3-9b2d-20f54d18191b,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aglaophamus ornatus,,Result Product ef984bcd-a409-420e-8107-cbdd6857e98c,,Result Product Identifier ef984bcd-a409-420e-8107-cbdd6857e98c,"This Aglaophamus ornatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,ef984bcd-a409-420e-8107-cbdd6857e98c,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ef984bcd-a409-420e-8107-cbdd6857e98c,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis Vachellii Aquamaps Native Raster,,Result Product c00df0a4-2bd5-4e90-9b5a-514318bf9f1c,,Result Product Name ambassis-vachellii-aquamaps-native-raster,"This Ambassis Vachellii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,ambassis-vachellii-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-vachellii-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Actinopyga echinites,,Result Product 9458d294-f0a0-4a47-a0d5-aad12f6c0ebd,,Result Product Revision Identifier 5ca3c2a9-64e8-46ca-bdb9-7b28f36f2d87,"This Actinopyga echinites Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,5ca3c2a9-64e8-46ca-bdb9-7b28f36f2d87,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5ca3c2a9-64e8-46ca-bdb9-7b28f36f2d87,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus reticulatus,,Result Product 2110d34d-89eb-482e-97a1-5d7387f17aac,,Result Product Name allenbatrachus-reticulatus2,"This Allenbatrachus reticulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,allenbatrachus-reticulatus2,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allenbatrachus-reticulatus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblygobius buanensis Aquamaps Native 2050 Raster,,Result Product 9a280faf-665b-45e4-b4a0-2783ee712341,,Result Product Revision Identifier a4d1aa9b-72fc-483c-bd3c-9f803c98a645,"This amblygobius buanensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,a4d1aa9b-72fc-483c-bd3c-9f803c98a645,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a4d1aa9b-72fc-483c-bd3c-9f803c98a645,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anguilla Australis australis Aquamaps Native Raster,,Result Product b04c67a8-d5bd-4003-95a5-1ecfbe5a9a8f,,Result Product Name anguilla-australis-australis-aquamaps-native-raster,"This Anguilla Australis australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,anguilla-australis-australis-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-australis-australis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ammotretis lituratus,,Result Product 0e5e8631-17a1-4563-93ca-60b78a817e33,,Result Product Identifier 0e5e8631-17a1-4563-93ca-60b78a817e33,"This Ammotretis lituratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,0e5e8631-17a1-4563-93ca-60b78a817e33,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0e5e8631-17a1-4563-93ca-60b78a817e33,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Albula Nemoptera Aquamaps Native Raster,,Result Product e7771029-8331-4af1-8ea6-370235054b93,,Result Product Name albula-nemoptera-aquamaps-native-raster,"This Albula Nemoptera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Medium,Classification,Classification,albula-nemoptera-aquamaps-native-raster,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/albula-nemoptera-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla bicolor bicolor,,Result Product 2f08b295-f32b-4780-9e3c-d3db3d7674b0,,Result Product Identifier 2f08b295-f32b-4780-9e3c-d3db3d7674b0,"This Anguilla bicolor bicolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,2f08b295-f32b-4780-9e3c-d3db3d7674b0,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2f08b295-f32b-4780-9e3c-d3db3d7674b0,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aipysurus laevis,,Result Product 8592d317-fcf0-484b-8e48-a928ef143e17,,Result Product Identifier 8592d317-fcf0-484b-8e48-a928ef143e17,"This Aipysurus laevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,8592d317-fcf0-484b-8e48-a928ef143e17,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8592d317-fcf0-484b-8e48-a928ef143e17,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses geographicus,,Result Product d7208bb7-a8f1-4b9b-8a0f-b4a2b4d83abe,,Result Product Revision Identifier 1cd1489c-3bca-4ba6-af64-dd37022c241b,"This Anampses geographicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,1cd1489c-3bca-4ba6-af64-dd37022c241b,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1cd1489c-3bca-4ba6-af64-dd37022c241b,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Websteri Aquamaps Native Raster,,Result Product ed24661b-3fb5-4f7c-8b65-d6f6f4527b09,,Result Product Name alpheus-websteri-aquamaps-native-raster,"This Alpheus Websteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,alpheus-websteri-aquamaps-native-raster,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-websteri-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthomenia arcuata Aquamaps Native 2050 Raster,,Result Product 0781ef39-b1c6-40ce-9394-ae82538c3aec,,Result Product Identifier 0781ef39-b1c6-40ce-9394-ae82538c3aec,"This acanthomenia arcuata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,0781ef39-b1c6-40ce-9394-ae82538c3aec,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0781ef39-b1c6-40ce-9394-ae82538c3aec,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia fragilis,,Result Product 21d2fe3e-ee51-4e27-a2b0-f5dd9d6793e3,,Result Product Name agaricia-fragilis3,"This Agaricia fragilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,agaricia-fragilis3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-fragilis3,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Adamussium colbecki,,Result Product 046a9c61-4073-431e-8d96-e3703938d17f,,Result Product Identifier 046a9c61-4073-431e-8d96-e3703938d17f,"This Adamussium colbecki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,046a9c61-4073-431e-8d96-e3703938d17f,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/046a9c61-4073-431e-8d96-e3703938d17f,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora aculeus,,Result Product eba3cc16-c924-408c-aef5-65283ca85d1a,,Result Product Name acropora-aculeus3,"This Acropora aculeus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,Measurement,,Classification,acropora-aculeus3,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-aculeus3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblypomacentrus breviceps,,Result Product e55d1d0c-24da-464a-9efc-580cb5bbd615,,Result Product Revision Identifier 42e4e896-1e3f-4d4f-8184-da01a75a24ca,"This Amblypomacentrus breviceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,42e4e896-1e3f-4d4f-8184-da01a75a24ca,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/42e4e896-1e3f-4d4f-8184-da01a75a24ca,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla australis australis,,Result Product 7e70e264-7d8e-4e27-ac76-0bf57b00e92f,,Result Product Name anguilla-australis-australis2,"This Anguilla australis australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Medium,,Classification,anguilla-australis-australis2,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-australis-australis2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,adacnarca nitens Aquamaps Native 2050 Raster,,Result Product 0cf5ea9b-1e84-42c3-9fa2-5d6b7751b630,,Result Product Name adacnarca-nitens-aquamaps-native-2050-raster,"This adacnarca nitens Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,adacnarca-nitens-aquamaps-native-2050-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/adacnarca-nitens-aquamaps-native-2050-raster,,
