is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_identifier_is_source_of_type,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_name
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 24581e8d-3ef9-4f0f-a8f6-b2466cce1422,2099-12-31T23:59:59-01:00,Result Product Name ambiserrula-jugosa-aquamaps-native-raster,"This Ambiserrula Jugosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T06:04:39.477924,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ambiserrula-jugosa-aquamaps-native-raster,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/ambiserrula-jugosa-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Ambiserrula Jugosa Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 27c9557b-d078-4c35-8218-9d736e9eded7,2099-12-31T23:59:59-01:00,Result Product Name acar-plicata1,"This Acar plicata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T12:24:32.325883,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,acar-plicata1,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acar-plicata1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Acar plicata
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 5eb24d42-70e0-4f53-954d-89e32a13805d,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c0bf8b70-0ed3-4fe6-a264-2eca4a5d40c6,"This Alopias vulpinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-29T20:12:35.152202,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,c0bf8b70-0ed3-4fe6-a264-2eca4a5d40c6,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c0bf8b70-0ed3-4fe6-a264-2eca4a5d40c6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Alopias vulpinus
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product b784b0a0-8ba9-4067-bce8-770244d07f1b,2099-12-31T23:59:59-01:00,Result Product Name adamussium-colbecki-aquamaps-native-raster,"This Adamussium Colbecki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T07:37:48.382395,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,adamussium-colbecki-aquamaps-native-raster,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/adamussium-colbecki-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Adamussium Colbecki Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 8fc946e1-27fd-406b-85a5-e0577b2e6c8f,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3204c9d8-af8c-41e3-8e21-9555e3ba922f,"This Acentronura dendritica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T16:40:45.969469,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,3204c9d8-af8c-41e3-8e21-9555e3ba922f,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3204c9d8-af8c-41e3-8e21-9555e3ba922f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Acentronura dendritica
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product c242c226-bc83-4152-80fc-24632e2240eb,2099-12-31T23:59:59-01:00,Result Product Name achirus-lineatus,"This Achirus lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-28T19:35:45.894902,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,achirus-lineatus,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-lineatus,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Achirus lineatus
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 53406842-c4ae-4705-90f7-c9f30a9a7484,2099-12-31T23:59:59-01:00,Result Product Identifier 53406842-c4ae-4705-90f7-c9f30a9a7484,"This Acentrogobius viridipunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T00:18:15.638315,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,53406842-c4ae-4705-90f7-c9f30a9a7484,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/53406842-c4ae-4705-90f7-c9f30a9a7484,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Acentrogobius viridipunctatus
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product ca7931b9-80c7-4757-b095-9fa637a9b5d9,2099-12-31T23:59:59-01:00,Result Product Identifier ca7931b9-80c7-4757-b095-9fa637a9b5d9,"This Amblyraja hyperborea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-24T00:44:20.766547,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,ca7931b9-80c7-4757-b095-9fa637a9b5d9,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ca7931b9-80c7-4757-b095-9fa637a9b5d9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Amblyraja hyperborea
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 4288ac00-45e3-466c-b962-d2193ee748fc,2099-12-31T23:59:59-01:00,Result Product Name actinopyga-echinites1,"This Actinopyga echinites Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T23:52:20.354003,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,actinopyga-echinites1,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/actinopyga-echinites1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Actinopyga echinites
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product 1448bf56-ca4c-43c8-9259-d8371d6cefc6,2099-12-31T23:59:59-01:00,Result Product Identifier 1448bf56-ca4c-43c8-9259-d8371d6cefc6,"This anodontostoma chacunda Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T04:26:44.795778,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,1448bf56-ca4c-43c8-9259-d8371d6cefc6,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1448bf56-ca4c-43c8-9259-d8371d6cefc6,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,anodontostoma chacunda Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,SimpleLinkEntity,1901-01-01T00:0000-01:00,Result Product e85479c7-9a79-41e3-be8c-59120a9c1135,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 11c39da4-caa8-4c7b-8429-40653f657856,"This Alabes hoesei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T06:23:35.337057,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,11c39da4-caa8-4c7b-8429-40653f657856,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/11c39da4-caa8-4c7b-8429-40653f657856,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Alabes hoesei
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product e82ae1d3-f9f4-4102-b763-2b2c3d0be598,2099-12-31T23:59:59-01:00,Result Product Name amphiophiura-superba3,"This Amphiophiura superba Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,amphiophiura-superba3,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiophiura-superba3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Amphiophiura superba
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product 01f4d76a-a7ca-4b9f-804b-7e1b9b63658d,2099-12-31T23:59:59-01:00,Result Product Name acropora-formosa,"This Acropora formosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,acropora-formosa,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-formosa,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Acropora formosa
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product bdd25489-f13d-4aa3-bed6-984446580cab,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f0d95f18-3482-403f-b688-40367845a4aa,"This Anchoa spinifer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Medium,FullLinkEntity,Classification,string,f0d95f18-3482-403f-b688-40367845a4aa,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f0d95f18-3482-403f-b688-40367845a4aa,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Anchoa spinifer
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product 1a2346f5-3e7c-4ef9-aa71-8b9b228547e2,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 37cd0818-e7d7-452b-9af5-9927c7ce8ee3,"This Allomycterus pilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,37cd0818-e7d7-452b-9af5-9927c7ce8ee3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/37cd0818-e7d7-452b-9af5-9927c7ce8ee3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Allomycterus pilatus
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product d17ca977-be84-4394-a54a-d344b4ef82bc,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 5a9d6dfd-b43a-4fdf-8876-fde2f645fd93,"This Alticus monochrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,5a9d6dfd-b43a-4fdf-8876-fde2f645fd93,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5a9d6dfd-b43a-4fdf-8876-fde2f645fd93,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Alticus monochrus
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product c0ff5424-cc62-4fae-b018-ddfc69ef2534,2099-12-31T23:59:59-01:00,Result Product Identifier c0ff5424-cc62-4fae-b018-ddfc69ef2534,"This acanthemblemaria exilispinus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,c0ff5424-cc62-4fae-b018-ddfc69ef2534,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c0ff5424-cc62-4fae-b018-ddfc69ef2534,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,acanthemblemaria exilispinus Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product e1c1633d-7c52-4109-be7b-904c343262bc,2099-12-31T23:59:59-01:00,Result Product Identifier e1c1633d-7c52-4109-be7b-904c343262bc,"This Ambassis nalua Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,e1c1633d-7c52-4109-be7b-904c343262bc,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e1c1633d-7c52-4109-be7b-904c343262bc,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Ambassis nalua
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product 3cd5b50f-e2fe-43b3-b17b-a2e97b20acf7,2099-12-31T23:59:59-01:00,Result Product Revision Identifier debbf08d-2050-4475-b4ad-1907ffb48c6a,"This Anampses Femininus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,debbf08d-2050-4475-b4ad-1907ffb48c6a,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/debbf08d-2050-4475-b4ad-1907ffb48c6a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Anampses Femininus Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product 0e5eaf72-aaba-4193-998d-e253a94ad217,2099-12-31T23:59:59-01:00,Result Product Identifier 0e5eaf72-aaba-4193-998d-e253a94ad217,"This Allocareproctus jordani Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,string,0e5eaf72-aaba-4193-998d-e253a94ad217,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0e5eaf72-aaba-4193-998d-e253a94ad217,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,Allocareproctus jordani
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,1901-01-01T00:0000-01:00,Result Product 0c0b8412-18c3-4d64-9e89-b2b4832270ba,2099-12-31T23:59:59-01:00,Result Product Identifier 0c0b8412-18c3-4d64-9e89-b2b4832270ba,"This Abietinella operculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,0c0b8412-18c3-4d64-9e89-b2b4832270ba,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0c0b8412-18c3-4d64-9e89-b2b4832270ba,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,Abietinella operculata
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 7435300b-a1ba-436e-8efb-ad244ec4c1fc,,Result Product Revision Identifier cc81af99-e97c-41d5-ae58-b6fde41d71be,"This Achiropsetta tricholepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,FullLinkEntity,Classification,,cc81af99-e97c-41d5-ae58-b6fde41d71be,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/cc81af99-e97c-41d5-ae58-b6fde41d71be,,Achiropsetta tricholepis
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 7aa9daff-e606-423a-a89b-ce1cc971186a,,Result Product Revision Identifier 1b2148c3-8097-4e04-b5ce-0c3210762ef6,"This Aequorea aequorea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,1b2148c3-8097-4e04-b5ce-0c3210762ef6,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1b2148c3-8097-4e04-b5ce-0c3210762ef6,,Aequorea aequorea
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 8b974dc7-1869-41fd-90bb-1e1347ff83f1,,Result Product Name anchoa-lucida3,"This Anchoa lucida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,anchoa-lucida3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-lucida3,,Anchoa lucida
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product bb3fea02-d43d-48ac-9aba-d536aa7294e3,,Result Product Name agaricia-undata2,"This Agaricia undata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,agaricia-undata2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-undata2,,Agaricia undata
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 968c958e-a8d4-4c51-887b-72bd9e175003,,Result Product Identifier 968c958e-a8d4-4c51-887b-72bd9e175003,"This Anguilla anguilla Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,968c958e-a8d4-4c51-887b-72bd9e175003,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/968c958e-a8d4-4c51-887b-72bd9e175003,,Anguilla anguilla
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 99b54277-2360-47d9-88e2-b3b60f39efa7,,Result Product Revision Identifier 80fe7b29-4200-430e-9136-3e0a5fbaa9f0,"This Amblycirrhitus pinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,80fe7b29-4200-430e-9136-3e0a5fbaa9f0,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/80fe7b29-4200-430e-9136-3e0a5fbaa9f0,,Amblycirrhitus pinos
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product b5a00400-c916-40ee-a31f-8d6a8c1604d6,,Result Product Revision Identifier c0273ddf-d334-4f14-aab8-01142d097086,"This Aetomylaeus Milvus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,c0273ddf-d334-4f14-aab8-01142d097086,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c0273ddf-d334-4f14-aab8-01142d097086,,Aetomylaeus Milvus Aquamaps Native Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product f60479a2-c361-4202-b0d3-f0f35d241eb8,,Result Product Revision Identifier 91e65c68-e357-4dc3-beaf-666aef24e614,"This Alabes parvula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,91e65c68-e357-4dc3-beaf-666aef24e614,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/91e65c68-e357-4dc3-beaf-666aef24e614,,Alabes parvula
