is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alosa pseudoharengus,1901-01-01T00:0000-01:00,Result Product 36b395cd-07b1-4a7c-8aab-598414f324e1,FederatedIdentifier,Result Product Identifier 36b395cd-07b1-4a7c-8aab-598414f324e1,"This Alosa pseudoharengus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-01T04:02:11.335814,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,36b395cd-07b1-4a7c-8aab-598414f324e1,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/36b395cd-07b1-4a7c-8aab-598414f324e1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygaster Leiogaster Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e2f9d0db-2ccb-4466-887a-249be151af4f,FederatedIdentifier,Result Product Name amblygaster-leiogaster-aquamaps-native-raster,"This Amblygaster Leiogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T20:55:35.185366,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,amblygaster-leiogaster-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygaster-leiogaster-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,achiropsetta tricholepis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 70c52ec2-65fe-4363-9e74-84acd0577217,string,Result Product Revision Identifier 170f73b7-7fb3-4ca3-8927-185e608aa2cd,"This achiropsetta tricholepis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-23T04:38:03.887933,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,170f73b7-7fb3-4ca3-8927-185e608aa2cd,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/170f73b7-7fb3-4ca3-8927-185e608aa2cd,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Adamussium colbecki,1901-01-01T00:0000-01:00,Result Product 339bd00f-5b0a-4ae7-9759-278b59215043,FederatedIdentifier,Result Product Identifier 339bd00f-5b0a-4ae7-9759-278b59215043,"This Adamussium colbecki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-23T06:46:43.601101,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,339bd00f-5b0a-4ae7-9759-278b59215043,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/339bd00f-5b0a-4ae7-9759-278b59215043,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alopias pelagicus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product e0f90e2f-d935-48bd-8400-105b30605321,FederatedIdentifier,Result Product Name alopias-pelagicus-aquamaps-native-2050-raster,"This alopias pelagicus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,alopias-pelagicus-aquamaps-native-2050-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alopias-pelagicus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hemprichii,1901-01-01T00:0000-01:00,Result Product 0a3a3f82-d50b-40c3-b448-876c8e210971,string,Result Product Revision Identifier bbdc8293-9106-4756-90d4-9b083bcdcbbd,"This Acanthastrea hemprichii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,bbdc8293-9106-4756-90d4-9b083bcdcbbd,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bbdc8293-9106-4756-90d4-9b083bcdcbbd,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygobius semicinctus,1901-01-01T00:0000-01:00,Result Product f8e57909-f324-4b02-b77a-b111ffc76135,string,Result Product Identifier f8e57909-f324-4b02-b77a-b111ffc76135,"This Amblygobius semicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,f8e57909-f324-4b02-b77a-b111ffc76135,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f8e57909-f324-4b02-b77a-b111ffc76135,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucosternon,1901-01-01T00:0000-01:00,Result Product bdec7037-25a0-437e-9780-0d8cfa9fe093,FederatedIdentifier,Result Product Name acanthurus-leucosternon1,"This Acanthurus leucosternon Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acanthurus-leucosternon1,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-leucosternon1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthochitona pygmaea,1901-01-01T00:0000-01:00,Result Product 9934901d-8725-4b9f-9622-bdc5f6843f07,string,Result Product Name acanthochitona-pygmaea,"This Acanthochitona pygmaea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Product,Classification,Classification,2099-12-31T23:59:59-01:00,acanthochitona-pygmaea,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthochitona-pygmaea,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amphiprion nigripes,1901-01-01T00:0000-01:00,Result Product c1baaab3-b635-4634-8ec1-c0ac7e61328b,FederatedIdentifier,Result Product Identifier c1baaab3-b635-4634-8ec1-c0ac7e61328b,"This Amphiprion nigripes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,c1baaab3-b635-4634-8ec1-c0ac7e61328b,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c1baaab3-b635-4634-8ec1-c0ac7e61328b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus albipectoralis,1901-01-01T00:0000-01:00,Result Product d55b7720-8188-4f09-8e3b-965a6dfb5eb5,FederatedIdentifier,Result Product Identifier d55b7720-8188-4f09-8e3b-965a6dfb5eb5,"This Acanthurus albipectoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,d55b7720-8188-4f09-8e3b-965a6dfb5eb5,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d55b7720-8188-4f09-8e3b-965a6dfb5eb5,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aethaloperca Rogaa Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 940627d1-d712-43a4-aad4-5fb3065c40ea,FederatedIdentifier,Result Product Identifier 940627d1-d712-43a4-aad4-5fb3065c40ea,"This Aethaloperca Rogaa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,940627d1-d712-43a4-aad4-5fb3065c40ea,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/940627d1-d712-43a4-aad4-5fb3065c40ea,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthocepola limbata,1901-01-01T00:0000-01:00,Result Product 688fb307-f433-4f75-98f3-6452af6e4baa,string,Result Product Name acanthocepola-limbata1,"This Acanthocepola limbata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,acanthocepola-limbata1,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-limbata1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amathia distans Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product fa928e39-a79f-4c02-9a97-3aab786089d1,FederatedIdentifier,Result Product Name amathia-distans-aquamaps-native-2050-raster,"This amathia distans Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,amathia-distans-aquamaps-native-2050-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amathia-distans-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoviella lepidentostole,1901-01-01T00:0000-01:00,Result Product d223ea51-a90f-4fb7-bd7c-fbf492893c58,string,Result Product Name anchoviella-lepidentostole2,"This Anchoviella lepidentostole Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,anchoviella-lepidentostole2,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoviella-lepidentostole2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
2017-11-25T02:16:49.043484,SimpleLinkEntity,Person,string,2099-12-31T23:59:59-01:00,Amblyeleotris steinitzi,1901-01-01T00:0000-01:00,Result Product 63e56e47-852a-4be4-b096-674981e12aae,FederatedIdentifier,Result Product Identifier 63e56e47-852a-4be4-b096-674981e12aae,"This Amblyeleotris steinitzi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,63e56e47-852a-4be4-b096-674981e12aae,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/63e56e47-852a-4be4-b096-674981e12aae,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amusium japonicum,,Result Product 2158f3c3-4326-4d33-85cc-3d9bc8c8312d,FederatedIdentifier,Result Product Identifier 2158f3c3-4326-4d33-85cc-3d9bc8c8312d,"This Amusium japonicum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,2158f3c3-4326-4d33-85cc-3d9bc8c8312d,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2158f3c3-4326-4d33-85cc-3d9bc8c8312d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Annie Plus Measurements,,Result Product 15023664-a2c8-404c-85d2-0e83e9c08c32,string,Result Product Identifier 15023664-a2c8-404c-85d2-0e83e9c08c32,"Annotates named entities (person, location, organization, date) as well as 
numbers and measurement expressions. Default Annotations: Address, Date, 
Location, Measurement, Organization, Person. Additional Annotations: Money, 
Percent, Token, SpaceToken, Sentence, Ratio.",,,,,,,Measurement,,Classification,,15023664-a2c8-404c-85d2-0e83e9c08c32,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/15023664-a2c8-404c-85d2-0e83e9c08c32,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acentrogobius caninus Aquamaps Native 2050 Raster,,Result Product 7fad3d82-655d-4cb1-a65e-7a6865533aee,string,Result Product Identifier 7fad3d82-655d-4cb1-a65e-7a6865533aee,"This acentrogobius caninus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,7fad3d82-655d-4cb1-a65e-7a6865533aee,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7fad3d82-655d-4cb1-a65e-7a6865533aee,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,aldrovandia gracilis Aquamaps Native 2050 Raster,,Result Product 87f5c2ab-a661-4711-bcaa-bec772cb561a,,Result Product Revision Identifier e24774bb-1493-4343-826d-779aa6ba31ac,"This aldrovandia gracilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,,Classification,,e24774bb-1493-4343-826d-779aa6ba31ac,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e24774bb-1493-4343-826d-779aa6ba31ac,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphistichus rhodoterus,,Result Product 37502485-2ab3-4e5a-9bf3-1eb4e77eb6fa,,Result Product Name amphistichus-rhodoterus2,"This Amphistichus rhodoterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,amphistichus-rhodoterus2,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amphistichus-rhodoterus2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus unimacula,,Result Product d8a41485-d44f-4c65-a746-357545ab7ca6,,Result Product Revision Identifier 048f316a-e73f-4d54-b175-adfd1849e620,"This Amblycirrhitus unimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,048f316a-e73f-4d54-b175-adfd1849e620,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/048f316a-e73f-4d54-b175-adfd1849e620,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias similis,,Result Product 9dfd121a-874f-4e27-bfc4-c0d69985539b,,Result Product Identifier 9dfd121a-874f-4e27-bfc4-c0d69985539b,"This Anarchias similis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,9dfd121a-874f-4e27-bfc4-c0d69985539b,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9dfd121a-874f-4e27-bfc4-c0d69985539b,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ancylopsetta ommata Aquamaps Native 2050 Raster,,Result Product 4e631f30-4718-4e6a-9b49-5237df05311e,,Result Product Identifier 4e631f30-4718-4e6a-9b49-5237df05311e,"This ancylopsetta ommata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,4e631f30-4718-4e6a-9b49-5237df05311e,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4e631f30-4718-4e6a-9b49-5237df05311e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora subglabra,,Result Product 8172b220-9071-423d-967f-1c3b7a370ad9,,Result Product Name acropora-subglabra3,"This Acropora subglabra Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,,acropora-subglabra3,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-subglabra3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria macrospilus,,Result Product b3c101a5-3c08-46b6-bcce-36e84206e4b9,,Result Product Name acanthemblemaria-macrospilus3,"This Acanthemblemaria macrospilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Medium,,Classification,,acanthemblemaria-macrospilus3,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-macrospilus3,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon curacao,,Result Product 9dedebd9-bd3b-4031-ac18-c2f8fcacce4c,,Result Product Revision Identifier f46bcf2b-fbda-4f4f-b72e-3c0a5b78cb79,"This Amblyglyphidodon curacao Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Medium,,Classification,,f46bcf2b-fbda-4f4f-b72e-3c0a5b78cb79,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f46bcf2b-fbda-4f4f-b72e-3c0a5b78cb79,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anadara antiquata,,Result Product 5d728cba-86e5-40c2-9d23-31f3364bf9c7,,Result Product Identifier 5d728cba-86e5-40c2-9d23-31f3364bf9c7,"This Anadara antiquata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,5d728cba-86e5-40c2-9d23-31f3364bf9c7,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5d728cba-86e5-40c2-9d23-31f3364bf9c7,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthephyra curtirostris Aquamaps Native 2050 Raster,,Result Product 85f8efcf-1fd8-4fb5-8d4e-4af86c1868fe,,Result Product Identifier 85f8efcf-1fd8-4fb5-8d4e-4af86c1868fe,"This acanthephyra curtirostris Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,,Classification,,85f8efcf-1fd8-4fb5-8d4e-4af86c1868fe,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/85f8efcf-1fd8-4fb5-8d4e-4af86c1868fe,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius nocturnus,,Result Product e678e173-573b-4a47-bafa-056cd80db1ea,,Result Product Identifier e678e173-573b-4a47-bafa-056cd80db1ea,"This Amblygobius nocturnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,,Classification,,e678e173-573b-4a47-bafa-056cd80db1ea,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e678e173-573b-4a47-bafa-056cd80db1ea,,
