is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_endDate,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisarchus medius,1901-01-01T00:0000-01:00,Result Product f3521233-26d7-40cd-8192-6dbbc4154b66,e395c2d7-4447-4fc4-8176-08fd0ff51ae6,2099-12-31T23:59:59-01:00,"This Anisarchus medius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e395c2d7-4447-4fc4-8176-08fd0ff51ae6,2017-12-23T02:36:30.918804,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e395c2d7-4447-4fc4-8176-08fd0ff51ae6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,aetobatus flagellum Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 1814c45b-c304-4109-a560-30c3022a8301,1814c45b-c304-4109-a560-30c3022a8301,2099-12-31T23:59:59-01:00,"This aetobatus flagellum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 1814c45b-c304-4109-a560-30c3022a8301,2017-12-22T23:51:25.219569,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1814c45b-c304-4109-a560-30c3022a8301,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentronura Tentaculata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product fb2ab6d8-3221-4b93-a834-1fab37914f14,6bde9cf9-fc3d-49d6-80fd-7533d4de8a00,2099-12-31T23:59:59-01:00,"This Acentronura Tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6bde9cf9-fc3d-49d6-80fd-7533d4de8a00,2017-11-29T23:55:45.124597,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6bde9cf9-fc3d-49d6-80fd-7533d4de8a00,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetea anguina,1901-01-01T00:0000-01:00,Result Product e04288e6-0a39-4f9f-908c-9b0b0613b431,c3af337e-e5c4-490b-9fc1-f752abba0205,2099-12-31T23:59:59-01:00,"This Aetea anguina Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c3af337e-e5c4-490b-9fc1-f752abba0205,2017-11-25T11:49:25.577769,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c3af337e-e5c4-490b-9fc1-f752abba0205,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygaster clupeoides,1901-01-01T00:0000-01:00,Result Product 3d142d7d-8ba5-4570-bc5f-4cbeb15f27b2,3e30fd3c-ec9b-4088-a2f7-9a552a85f7f9,2099-12-31T23:59:59-01:00,"This Amblygaster clupeoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3e30fd3c-ec9b-4088-a2f7-9a552a85f7f9,2017-11-24T19:55:32.685335,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3e30fd3c-ec9b-4088-a2f7-9a552a85f7f9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphistichus Rhodoterus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 13dcbcdd-77e3-4d2d-916d-34f26ae0c934,amphistichus-rhodoterus-aquamaps-native-raster,2099-12-31T23:59:59-01:00,"This Amphistichus Rhodoterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amphistichus-rhodoterus-aquamaps-native-raster,2017-12-25T07:39:32.751654,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphistichus-rhodoterus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthochitona pygmaea,1901-01-01T00:0000-01:00,Result Product ad6d4167-b00b-4774-b81b-ecfe5d0f65ac,ad6d4167-b00b-4774-b81b-ecfe5d0f65ac,2099-12-31T23:59:59-01:00,"This Acanthochitona pygmaea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ad6d4167-b00b-4774-b81b-ecfe5d0f65ac,2017-11-26T07:36:13.045216,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ad6d4167-b00b-4774-b81b-ecfe5d0f65ac,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amphiprion melanopus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 235caf76-f919-43c8-92cb-9db9795d8456,c62bc1f6-0f7b-43c6-8ea7-b37f5f914d67,2099-12-31T23:59:59-01:00,"This amphiprion melanopus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier c62bc1f6-0f7b-43c6-8ea7-b37f5f914d67,2017-11-29T19:56:30.709274,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c62bc1f6-0f7b-43c6-8ea7-b37f5f914d67,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris gymnocephala,1901-01-01T00:0000-01:00,Result Product 46662e22-24ad-48a6-9785-8b449f7953a7,46662e22-24ad-48a6-9785-8b449f7953a7,2099-12-31T23:59:59-01:00,"This Amblyeleotris gymnocephala Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 46662e22-24ad-48a6-9785-8b449f7953a7,2017-11-25T05:05:48.120826,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/46662e22-24ad-48a6-9785-8b449f7953a7,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus tenebrosus,1901-01-01T00:0000-01:00,Result Product f699afa8-e749-4f4c-b36a-d5acde5facca,491f8604-7f1d-4f82-a6aa-cd0504ad5497,,"This Alepocephalus tenebrosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 491f8604-7f1d-4f82-a6aa-cd0504ad5497,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/491f8604-7f1d-4f82-a6aa-cd0504ad5497,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Robusta Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 8253cd7d-5d52-4e58-bcd0-b0909d662988,27848e59-65a6-4b64-9ecd-2f7c1c897564,,"This Acropora Robusta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 27848e59-65a6-4b64-9ecd-2f7c1c897564,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,,PersonName,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/27848e59-65a6-4b64-9ecd-2f7c1c897564,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthephyra eximia,1901-01-01T00:0000-01:00,Result Product a56368ea-2d8e-4da5-a429-a2470fb0fb4d,acanthephyra-eximia,,"This Acanthephyra eximia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthephyra-eximia,,,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthephyra-eximia,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambiserrula jugosa,1901-01-01T00:0000-01:00,Result Product a191a492-2b4a-46a1-8d63-9e951fc43e43,d8ef2315-1b35-4479-adcd-6ff3c4a5b056,,"This Ambiserrula jugosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d8ef2315-1b35-4479-adcd-6ff3c4a5b056,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,,ElectronicAddress,2099-12-31T23:59:59-01:00,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d8ef2315-1b35-4479-adcd-6ff3c4a5b056,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,americhelidium americanum Aquamaps Native 2050 Raster,,Result Product 1870a064-0871-4e85-8971-83692bc0430d,americhelidium-americanum-aquamaps-native-2050-raster,,"This americhelidium americanum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name americhelidium-americanum-aquamaps-native-2050-raster,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/americhelidium-americanum-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisochromis mascarenensis,,Result Product e4d33f1f-8ffb-4374-9653-65f75eea737f,anisochromis-mascarenensis2,,"This Anisochromis mascarenensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anisochromis-mascarenensis2,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/anisochromis-mascarenensis2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora exquisita,,Result Product 57f9b20f-c71b-4d5b-80d7-f569e58755dc,57f9b20f-c71b-4d5b-80d7-f569e58755dc,,"This Acropora exquisita Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 57f9b20f-c71b-4d5b-80d7-f569e58755dc,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/57f9b20f-c71b-4d5b-80d7-f569e58755dc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia philippiana,,Result Product 7649540f-96e1-4bba-9c33-f3d320c2b18d,7649540f-96e1-4bba-9c33-f3d320c2b18d,,"This Anodontia philippiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 7649540f-96e1-4bba-9c33-f3d320c2b18d,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7649540f-96e1-4bba-9c33-f3d320c2b18d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus grunniens,,Result Product 0c2ab978-64ed-457d-8558-15ed5d82e4d0,4939a424-a779-4432-99a3-ceddea4a6df6,,"This Allenbatrachus grunniens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 4939a424-a779-4432-99a3-ceddea4a6df6,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4939a424-a779-4432-99a3-ceddea4a6df6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agnezia glaciata,,Result Product dfeade16-4048-4bd6-bcb4-a04da176778c,f8d28e09-0b82-4e27-8b3b-ad1f1b0a185c,,"This Agnezia glaciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier f8d28e09-0b82-4e27-8b3b-ad1f1b0a185c,,,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f8d28e09-0b82-4e27-8b3b-ad1f1b0a185c,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus sulcatus,,Result Product 478faea0-d9dc-4ad8-9bc4-5d399e65e4a3,478faea0-d9dc-4ad8-9bc4-5d399e65e4a3,,"This Alpheus sulcatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 478faea0-d9dc-4ad8-9bc4-5d399e65e4a3,,,,Medium,FullLinkEntity,Classification,FederatedIdentifier,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/478faea0-d9dc-4ad8-9bc4-5d399e65e4a3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthopsetta nadeshnyi,,Result Product 2cfd87eb-d6e8-4750-9d4b-f962a9c2f565,2cfd87eb-d6e8-4750-9d4b-f962a9c2f565,,"This Acanthopsetta nadeshnyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 2cfd87eb-d6e8-4750-9d4b-f962a9c2f565,,,,Measurement,FullLinkEntity,Classification,string,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2cfd87eb-d6e8-4750-9d4b-f962a9c2f565,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anas strepera,,Result Product fa8e76e0-d6bb-481e-9401-708561dcccfe,fa8e76e0-d6bb-481e-9401-708561dcccfe,,"This Anas strepera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier fa8e76e0-d6bb-481e-9401-708561dcccfe,,,,Measurement,FullLinkEntity,Classification,,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fa8e76e0-d6bb-481e-9401-708561dcccfe,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achoerodus Gouldii Aquamaps Native Raster,,Result Product 20ab102b-64ce-4ba1-88d8-520c431c7829,a75c9548-f17a-4400-b91d-3dbaaee43c9c,,"This Achoerodus Gouldii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier a75c9548-f17a-4400-b91d-3dbaaee43c9c,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a75c9548-f17a-4400-b91d-3dbaaee43c9c,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora Florida Aquamaps Native Raster,,Result Product e224aed9-737b-476c-9626-b69c4a6addbb,e224aed9-737b-476c-9626-b69c4a6addbb,,"This Acropora Florida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier e224aed9-737b-476c-9626-b69c4a6addbb,,,,Measurement,FullLinkEntity,Classification,,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e224aed9-737b-476c-9626-b69c4a6addbb,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abalistes stellaris,,Result Product 9a99fe1e-3896-45e5-b1fd-58a402ec5f66,abalistes-stellaris,,"This Abalistes stellaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name abalistes-stellaris,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abalistes-stellaris,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea regularis,,Result Product b5f3913d-d119-437e-89fd-41e11ad4b9d5,acanthastrea-regularis3,,"This Acanthastrea regularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name acanthastrea-regularis3,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthastrea-regularis3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anomia ephippium,,Result Product 1706f0e0-c3d3-4673-86c8-5f8de5b2e776,1706f0e0-c3d3-4673-86c8-5f8de5b2e776,,"This Anomia ephippium Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 1706f0e0-c3d3-4673-86c8-5f8de5b2e776,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1706f0e0-c3d3-4673-86c8-5f8de5b2e776,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf whitleyi,,Result Product 0bfd8d45-1967-4626-a986-7dff418e580c,abudefduf-whitleyi1,,"This Abudefduf whitleyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name abudefduf-whitleyi1,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-whitleyi1,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf natalensis,,Result Product 06737c16-6a22-4d28-aac7-15727086902b,5b12aced-bd51-42da-b2b9-75ec601c2c2d,,"This Abudefduf natalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 5b12aced-bd51-42da-b2b9-75ec601c2c2d,,,,Measurement,FullLinkEntity,Classification,,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5b12aced-bd51-42da-b2b9-75ec601c2c2d,,
