is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambophthalmos Angustus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 4a85484f-b74e-44ce-a75b-45713a350085,string,2099-12-31T23:59:59-01:00,"This Ambophthalmos Angustus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ambophthalmos-angustus-aquamaps-native-raster,2017-11-24T21:13:25.063069,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,ambophthalmos-angustus-aquamaps-native-raster,,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambophthalmos-angustus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis longirostris,1901-01-01T00:0000-01:00,Result Product 917b33cb-9734-4f25-9c54-48ba0a65753c,string,2099-12-31T23:59:59-01:00,"This Anacanthobatis longirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 9ce237c4-a93c-429a-83ef-7acfe70d674e,2017-11-29T14:47:36.567979,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,9ce237c4-a93c-429a-83ef-7acfe70d674e,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9ce237c4-a93c-429a-83ef-7acfe70d674e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus Bairdii Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 594218b6-9f9d-4bd2-a710-3dc416117e5a,string,2099-12-31T23:59:59-01:00,"This Alepocephalus Bairdii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f862621f-b459-4037-9403-b9954728c328,2017-11-24T23:27:38.759926,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,f862621f-b459-4037-9403-b9954728c328,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f862621f-b459-4037-9403-b9954728c328,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anadara nodifera,1901-01-01T00:0000-01:00,Result Product 93e357df-4a73-4feb-b94c-06a50c832257,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anadara nodifera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 93e357df-4a73-4feb-b94c-06a50c832257,2017-11-25T15:23:05.179091,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,93e357df-4a73-4feb-b94c-06a50c832257,,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/93e357df-4a73-4feb-b94c-06a50c832257,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrichetta forsteri,1901-01-01T00:0000-01:00,Result Product a2a2d0a0-d9ef-4844-be47-f8010a173e58,string,2099-12-31T23:59:59-01:00,"This Aldrichetta forsteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aldrichetta-forsteri1,2017-11-25T01:57:37.059340,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,aldrichetta-forsteri1,,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aldrichetta-forsteri1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amarsipus carlsbergi,1901-01-01T00:0000-01:00,Result Product 2fc1e2cc-d00a-488b-8307-c9adc2251fd2,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amarsipus carlsbergi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amarsipus-carlsbergi3,2017-11-25T09:00:47.861462,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,amarsipus-carlsbergi3,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amarsipus-carlsbergi3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acar domingensis,1901-01-01T00:0000-01:00,Result Product 887a4a6c-7ac7-4c9e-bd0d-6b67bcd2d206,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acar domingensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d7d2b19e-5899-4a3d-855b-b48b63483b28,2017-11-25T00:55:30.910298,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,d7d2b19e-5899-4a3d-855b-b48b63483b28,,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d7d2b19e-5899-4a3d-855b-b48b63483b28,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris randalli,1901-01-01T00:0000-01:00,Result Product 4ba81925-cb51-4fab-a795-8c51120b0016,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amblyeleotris randalli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 4ba81925-cb51-4fab-a795-8c51120b0016,2017-11-24T23:05:28.619562,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,4ba81925-cb51-4fab-a795-8c51120b0016,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4ba81925-cb51-4fab-a795-8c51120b0016,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anadara ovalis,1901-01-01T00:0000-01:00,Result Product b32addc9-4826-4449-aa6b-e55d13de24d7,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anadara ovalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 58bf30d5-f551-4b74-b1cb-472ff0f9d180,2017-11-26T08:32:09.873603,Classification,FullLinkEntity,Product,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,58bf30d5-f551-4b74-b1cb-472ff0f9d180,,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/58bf30d5-f551-4b74-b1cb-472ff0f9d180,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amphiprion perideraion,1901-01-01T00:0000-01:00,Result Product d27864cb-3a09-4d29-b42a-ae82c1b0e2e8,string,2099-12-31T23:59:59-01:00,"This Amphiprion perideraion Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier d27864cb-3a09-4d29-b42a-ae82c1b0e2e8,2017-12-15T22:06:40.173792,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,d27864cb-3a09-4d29-b42a-ae82c1b0e2e8,,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d27864cb-3a09-4d29-b42a-ae82c1b0e2e8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Actinopyga mauritiana,1901-01-01T00:0000-01:00,Result Product 862208c3-01c8-46ed-8cc1-7cfd2b9ce743,string,,"This Actinopyga mauritiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier b231dda1-97c0-434c-a84a-e40b230df66c,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,b231dda1-97c0-434c-a84a-e40b230df66c,,ElectronicAddress,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b231dda1-97c0-434c-a84a-e40b230df66c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris gymnocephala,1901-01-01T00:0000-01:00,Result Product 3a3537e1-2ce4-4ec1-adcc-ef8a78487fd9,FederatedIdentifier,,"This Amblyeleotris gymnocephala Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 98fd7216-94a7-421e-b701-e289a6140801,,,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,98fd7216-94a7-421e-b701-e289a6140801,,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/98fd7216-94a7-421e-b701-e289a6140801,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acreichthys radiatus,1901-01-01T00:0000-01:00,Result Product 6dbd348f-bf8f-4656-b692-67363a5100fa,string,,"This Acreichthys radiatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acreichthys-radiatus1,,,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acreichthys-radiatus1,,PersonName,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acreichthys-radiatus1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,agrostichthys parkeri Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 82686424-31ab-489c-9ca8-80c06b2b0395,string,,"This agrostichthys parkeri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name agrostichthys-parkeri-aquamaps-native-2050-raster,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,agrostichthys-parkeri-aquamaps-native-2050-raster,,PersonName,,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agrostichthys-parkeri-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus guttatus,1901-01-01T00:0000-01:00,Result Product 531ab0e2-db33-407b-8b16-3e030b565472,FederatedIdentifier,,"This Acanthurus guttatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 6386b213-61ce-4aad-8535-b8d3452e3673,,,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,6386b213-61ce-4aad-8535-b8d3452e3673,,ElectronicAddress,,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6386b213-61ce-4aad-8535-b8d3452e3673,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Adagnesia charcoti,1901-01-01T00:0000-01:00,Result Product e5645a70-d5e4-44ca-9061-072f658d595a,string,,"This Adagnesia charcoti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier b581c005-84d8-4b34-9745-6217d9a55d18,,,,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,b581c005-84d8-4b34-9745-6217d9a55d18,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b581c005-84d8-4b34-9745-6217d9a55d18,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amarsipus carlsbergi Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product e8e1042d-1dc1-48e7-a82e-eeb7e385635d,FederatedIdentifier,,"This amarsipus carlsbergi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amarsipus-carlsbergi-aquamaps-native-2050-raster,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,amarsipus-carlsbergi-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amarsipus-carlsbergi-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alectis Alexandrinus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 78f2ce73-6c99-4326-a4bc-296d1802e754,FederatedIdentifier,,"This Alectis Alexandrinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 7b824997-20cf-4c56-88e9-6e0fd4c433d2,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,7b824997-20cf-4c56-88e9-6e0fd4c433d2,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7b824997-20cf-4c56-88e9-6e0fd4c433d2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus bicolor,1901-01-01T00:0000-01:00,Result Product 823052e4-e3cf-4d06-bc49-c69462b06672,string,,"This Alepocephalus bicolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 823052e4-e3cf-4d06-bc49-c69462b06672,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,823052e4-e3cf-4d06-bc49-c69462b06672,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/823052e4-e3cf-4d06-bc49-c69462b06672,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa lamprotaenia,1901-01-01T00:0000-01:00,Result Product 7ddd14aa-754e-4564-833b-3e98f5f3beb6,string,,"This Anchoa lamprotaenia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 7ddd14aa-754e-4564-833b-3e98f5f3beb6,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,7ddd14aa-754e-4564-833b-3e98f5f3beb6,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7ddd14aa-754e-4564-833b-3e98f5f3beb6,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus maculatus,,Result Product 0545e857-0103-4690-a0ea-4886f7267ab5,,,"This Aetomylaeus maculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 7b91cc3a-35b4-486d-a5e3-862c63db6263,,,,Measurement,FullLinkEntity,Classification,,7b91cc3a-35b4-486d-a5e3-862c63db6263,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7b91cc3a-35b4-486d-a5e3-862c63db6263,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Adamnestia Arachis Aquamaps Native Raster,,Result Product f7bb0459-ad80-4630-8ef3-bd619f97012f,,,"This Adamnestia Arachis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 95b06589-050a-4658-9a6a-589ecf908bb5,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,95b06589-050a-4658-9a6a-589ecf908bb5,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/95b06589-050a-4658-9a6a-589ecf908bb5,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus bouvieri Aquamaps Native 2050 Raster,,Result Product e4556a88-11ea-4d59-9805-83e8f99bb6d9,,,"This alpheus bouvieri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier e4556a88-11ea-4d59-9805-83e8f99bb6d9,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,e4556a88-11ea-4d59-9805-83e8f99bb6d9,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e4556a88-11ea-4d59-9805-83e8f99bb6d9,,
2017-11-30T23:26:04.086999,SimpleLinkEntity,Person,string,2099-12-31T23:59:59-01:00,Ammothea magniceps,,Result Product e86e8a65-79aa-40a2-ba09-3d9ddda11244,,,"This Ammothea magniceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 8bd6076b-cfc7-4c9e-8539-cc29f7cd307b,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,8bd6076b-cfc7-4c9e-8539-cc29f7cd307b,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8bd6076b-cfc7-4c9e-8539-cc29f7cd307b,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ampelisca abdita,,Result Product c69cbc64-3de6-4513-98b7-d59a67acff7e,,,"This Ampelisca abdita Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier c69cbc64-3de6-4513-98b7-d59a67acff7e,,,,Measurement,FullLinkEntity,Classification,,c69cbc64-3de6-4513-98b7-d59a67acff7e,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c69cbc64-3de6-4513-98b7-d59a67acff7e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus edwardsii,,Result Product 088bcb8b-c18e-4d0b-a9eb-5b3f804a5e21,,,"This Alpheus edwardsii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name alpheus-edwardsii1,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alpheus-edwardsii1,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-edwardsii1,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alosa aestivalis,,Result Product 01070614-b98f-4ad8-8622-a2fd23ff8d2b,,,"This Alosa aestivalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 69531961-8b63-4907-8338-422cfa41405b,,,,Medium,FullLinkEntity,Classification,,69531961-8b63-4907-8338-422cfa41405b,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/69531961-8b63-4907-8338-422cfa41405b,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthomenia arcuata,,Result Product fa6b317c-be91-4f12-b08a-366c9519af9c,,,"This Acanthomenia arcuata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier fa6b317c-be91-4f12-b08a-366c9519af9c,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,fa6b317c-be91-4f12-b08a-366c9519af9c,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fa6b317c-be91-4f12-b08a-366c9519af9c,,
