is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis marmoratus,1901-01-01T00:0000-01:00,Result Product 30df07c7-0b49-420f-870f-ea311771f86f,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anacanthobatis marmoratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anacanthobatis-marmoratus3,2017-11-25T01:49:48.574330,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,anacanthobatis-marmoratus3,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anacanthobatis-marmoratus3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthistius ocellatus,1901-01-01T00:0000-01:00,Result Product 8e06dfbd-5f3f-473a-8931-abecb875e6b3,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthistius ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 8e06dfbd-5f3f-473a-8931-abecb875e6b3,2017-11-26T13:29:48.733807,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,8e06dfbd-5f3f-473a-8931-abecb875e6b3,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8e06dfbd-5f3f-473a-8931-abecb875e6b3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amakusanthura signata,1901-01-01T00:0000-01:00,Result Product 0f7949a4-162d-4115-a7b8-c0e9130c671d,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amakusanthura signata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier a9e3f368-d11b-4aa2-9fe0-fa820d2fbf79,2017-11-24T20:02:43.927034,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,a9e3f368-d11b-4aa2-9fe0-fa820d2fbf79,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a9e3f368-d11b-4aa2-9fe0-fa820d2fbf79,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Ischana Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a9237a02-e2fc-4007-89cc-8833a85799c4,2099-12-31T23:59:59-01:00,,"This Anchoa Ischana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier a9237a02-e2fc-4007-89cc-8833a85799c4,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,a9237a02-e2fc-4007-89cc-8833a85799c4,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a9237a02-e2fc-4007-89cc-8833a85799c4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus guttatus,1901-01-01T00:0000-01:00,Result Product a8f0b28f-6f79-4246-833c-a1a778aa6349,2099-12-31T23:59:59-01:00,,"This Acanthurus guttatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-guttatus,,,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,acanthurus-guttatus,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-guttatus,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acyrtus Rubiginosus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 05692147-71c4-45c8-b0de-05f219686f28,2099-12-31T23:59:59-01:00,,"This Acyrtus Rubiginosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 05692147-71c4-45c8-b0de-05f219686f28,,,FullLinkEntity,Medium,FullLinkEntity,Classification,string,05692147-71c4-45c8-b0de-05f219686f28,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/05692147-71c4-45c8-b0de-05f219686f28,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus Achilles Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 35cc0580-a94d-4854-9129-178beeddbc44,2099-12-31T23:59:59-01:00,,"This Acanthurus Achilles Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier cd0b437c-3b76-49d7-bea9-bad9c6ac8ae9,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,cd0b437c-3b76-49d7-bea9-bad9c6ac8ae9,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/cd0b437c-3b76-49d7-bea9-bad9c6ac8ae9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion clarkii,1901-01-01T00:0000-01:00,Result Product e9d2d06d-d33a-4abb-9373-31c1493b8e37,2099-12-31T23:59:59-01:00,,"This Amphiprion clarkii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 8a5ebb7b-0989-4812-adc8-faff9ba7ad5b,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,8a5ebb7b-0989-4812-adc8-faff9ba7ad5b,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8a5ebb7b-0989-4812-adc8-faff9ba7ad5b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus tristis,1901-01-01T00:0000-01:00,Result Product c18a160c-3c6b-4265-8fe5-c1225cad33b9,2099-12-31T23:59:59-01:00,,"This Acanthurus tristis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier c18a160c-3c6b-4265-8fe5-c1225cad33b9,,,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,c18a160c-3c6b-4265-8fe5-c1225cad33b9,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c18a160c-3c6b-4265-8fe5-c1225cad33b9,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ambassis interrupta Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 2ed1e3f3-207a-4182-b617-92ce471c1606,2099-12-31T23:59:59-01:00,,"This ambassis interrupta Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 2ed1e3f3-207a-4182-b617-92ce471c1606,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,2ed1e3f3-207a-4182-b617-92ce471c1606,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2ed1e3f3-207a-4182-b617-92ce471c1606,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Achirus Klunzingeri Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product fd08d09e-b508-4396-adc6-2e1e5346db6a,2099-12-31T23:59:59-01:00,,"This Achirus Klunzingeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier fd08d09e-b508-4396-adc6-2e1e5346db6a,,,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,fd08d09e-b508-4396-adc6-2e1e5346db6a,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fd08d09e-b508-4396-adc6-2e1e5346db6a,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis interrupta,1901-01-01T00:0000-01:00,Result Product 9493b914-0557-4cf5-aa14-f79d54789ae7,2099-12-31T23:59:59-01:00,,"This Ambassis interrupta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier a3a13090-0b40-4ed8-b4fe-f3f56232abd8,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,string,a3a13090-0b40-4ed8-b4fe-f3f56232abd8,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a3a13090-0b40-4ed8-b4fe-f3f56232abd8,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ammothea verenae Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 3752c153-9c45-424a-b1b4-408b463baf89,2099-12-31T23:59:59-01:00,,"This ammothea verenae Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 3752c153-9c45-424a-b1b4-408b463baf89,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,3752c153-9c45-424a-b1b4-408b463baf89,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3752c153-9c45-424a-b1b4-408b463baf89,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus vespertilio,1901-01-01T00:0000-01:00,Result Product 28520cbd-7672-4b85-968e-5d3371c2fa77,2099-12-31T23:59:59-01:00,,"This Aetomylaeus vespertilio Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 235afc85-4e59-49b9-a091-15e3e4bc5267,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,235afc85-4e59-49b9-a091-15e3e4bc5267,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/235afc85-4e59-49b9-a091-15e3e4bc5267,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anampses twistii,1901-01-01T00:0000-01:00,Result Product 8186c849-fbc5-4311-ab55-599f6e3b9390,2099-12-31T23:59:59-01:00,,"This Anampses twistii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 63884f0e-0511-4fd3-b09a-a2969b15c801,,,,Measurement,FullLinkEntity,Classification,string,63884f0e-0511-4fd3-b09a-a2969b15c801,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/63884f0e-0511-4fd3-b09a-a2969b15c801,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus gahhm,1901-01-01T00:0000-01:00,Result Product 6af80bb5-5b1e-4854-b2b9-32f3e53da760,2099-12-31T23:59:59-01:00,,"This Acanthurus gahhm Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 6af80bb5-5b1e-4854-b2b9-32f3e53da760,,,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,6af80bb5-5b1e-4854-b2b9-32f3e53da760,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6af80bb5-5b1e-4854-b2b9-32f3e53da760,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus sohal,1901-01-01T00:0000-01:00,Result Product bd73e06e-c93c-4cde-aa48-94f16fd78b59,2099-12-31T23:59:59-01:00,,"This Acanthurus sohal Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier ffadbc8d-8744-4c9a-af5f-3e4909a133ab,,,,Measurement,FullLinkEntity,Classification,,ffadbc8d-8744-4c9a-af5f-3e4909a133ab,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ffadbc8d-8744-4c9a-af5f-3e4909a133ab,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Cerealis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 39f4a695-1ce2-4ae8-b862-b6a7934a5f0e,2099-12-31T23:59:59-01:00,,"This Acropora Cerealis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-cerealis-aquamaps-native-raster,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acropora-cerealis-aquamaps-native-raster,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-cerealis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alectis alexandrinus,1901-01-01T00:0000-01:00,Result Product 7beae1bd-72e7-4bef-a2f4-dbba46d16541,2099-12-31T23:59:59-01:00,,"This Alectis alexandrinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name alectis-alexandrinus1,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alectis-alexandrinus1,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alectis-alexandrinus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alepocephalus australis,1901-01-01T00:0000-01:00,Result Product c8ae19b6-3114-428d-98e2-2389eb185630,2099-12-31T23:59:59-01:00,,"This Alepocephalus australis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier c8ae19b6-3114-428d-98e2-2389eb185630,,,,Measurement,FullLinkEntity,Classification,,c8ae19b6-3114-428d-98e2-2389eb185630,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c8ae19b6-3114-428d-98e2-2389eb185630,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alepocephalus antipodianus,1901-01-01T00:0000-01:00,Result Product 165ab99a-d1af-4697-8072-2bf5582e2fe2,2099-12-31T23:59:59-01:00,,"This Alepocephalus antipodianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier ddba1888-b233-47bc-9215-6daccb96ec0e,,,,Measurement,FullLinkEntity,Classification,,ddba1888-b233-47bc-9215-6daccb96ec0e,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ddba1888-b233-47bc-9215-6daccb96ec0e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ablabys taenianotus,,Result Product ba8920a2-ac9f-4629-b319-f7c835b2ce1b,,,"This Ablabys taenianotus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name ablabys-taenianotus1,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ablabys-taenianotus1,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ablabys-taenianotus1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthohaustorius Shoemakeri Aquamaps Native Raster,,Result Product 34e9360a-8c0b-47fb-aa6f-c5f3f4de02a4,,,"This Acanthohaustorius Shoemakeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier bdae7c8a-a34a-466c-8037-9d79965b4e0a,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,bdae7c8a-a34a-466c-8037-9d79965b4e0a,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bdae7c8a-a34a-466c-8037-9d79965b4e0a,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion rubrocinctus,,Result Product 86616e09-3b19-4288-b808-7071a94677d9,,,"This Amphiprion rubrocinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name amphiprion-rubrocinctus2,,,,Measurement,FullLinkEntity,Classification,,amphiprion-rubrocinctus2,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-rubrocinctus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus mata Aquamaps Native 2050 Raster,,Result Product f89f457b-ce52-445b-b3c2-f878023736f5,,,"This acanthurus mata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acanthurus-mata-aquamaps-native-2050-raster,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acanthurus-mata-aquamaps-native-2050-raster,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-mata-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ameloctopus litoralis,,Result Product 1c129c7d-f55e-4919-95e6-df48cea6167c,,,"This Ameloctopus litoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name ameloctopus-litoralis1,,,,Measurement,FullLinkEntity,Classification,,ameloctopus-litoralis1,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ameloctopus-litoralis1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acreichthys tomentosus,,Result Product 2891ed6b-2bf5-419b-a5d9-e5c9ced299ed,,,"This Acreichthys tomentosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name acreichthys-tomentosus1,,,,Measurement,FullLinkEntity,Classification,,acreichthys-tomentosus1,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acreichthys-tomentosus1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Formosa Aquamaps Native Raster,,Result Product 4fa988d2-82c9-45ce-b220-767c5d2e76ac,,,"This Acropora Formosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 644af533-e1d0-456a-80ae-9540e722bf9d,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,644af533-e1d0-456a-80ae-9540e722bf9d,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/644af533-e1d0-456a-80ae-9540e722bf9d,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyraja jenseni,,Result Product 52ac1155-c222-49c5-bfc4-416c306488d6,,,"This Amblyraja jenseni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name amblyraja-jenseni3,,,,Measurement,FullLinkEntity,Classification,,amblyraja-jenseni3,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-jenseni3,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Anthocercis Aquamaps Native Raster,,Result Product 352ee0cf-2cfc-43bc-8826-8490856391e8,,,"This Acropora Anthocercis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-anthocercis-aquamaps-native-raster,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acropora-anthocercis-aquamaps-native-raster,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-anthocercis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoviella perfasciata,,Result Product e43b1153-2051-4255-b481-cb55c6e5cb01,,,"This Anchoviella perfasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier e43b1153-2051-4255-b481-cb55c6e5cb01,,,,Measurement,FullLinkEntity,Classification,,e43b1153-2051-4255-b481-cb55c6e5cb01,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e43b1153-2051-4255-b481-cb55c6e5cb01,,
