is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammotretis Rostratus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 817f0c2d-3a21-44f6-8520-c73745c61dcc,2099-12-31T23:59:59-01:00,Result Product Name ammotretis-rostratus-aquamaps-native-raster,"This Ammotretis Rostratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T15:09:53.819855,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,ammotretis-rostratus-aquamaps-native-raster,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ammotretis-rostratus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,aequorea aequorea Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 46b5ef96-0834-482e-920c-2e30a30f4624,2099-12-31T23:59:59-01:00,Result Product Identifier 46b5ef96-0834-482e-920c-2e30a30f4624,"This aequorea aequorea Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-12-25T05:42:39.581517,Classification,FullLinkEntity,string,Medium,Classification,Classification,46b5ef96-0834-482e-920c-2e30a30f4624,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/46b5ef96-0834-482e-920c-2e30a30f4624,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis Jacksoniensis Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 5593f881-db21-4af8-8fb5-dac2d1f3b84b,2099-12-31T23:59:59-01:00,Result Product Identifier 5593f881-db21-4af8-8fb5-dac2d1f3b84b,"This Ambassis Jacksoniensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T02:09:07.635387,Classification,FullLinkEntity,string,Product,Classification,Classification,5593f881-db21-4af8-8fb5-dac2d1f3b84b,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5593f881-db21-4af8-8fb5-dac2d1f3b84b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achirus klunzingeri,1901-01-01T00:0000-01:00,Result Product 8f9ba9f4-b9f0-454a-90aa-1e207a84531a,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7c19ba4e-445f-46fa-8906-c5e488438640,"This Achirus klunzingeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T01:38:16.023505,Classification,FullLinkEntity,string,Medium,Classification,Classification,7c19ba4e-445f-46fa-8906-c5e488438640,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7c19ba4e-445f-46fa-8906-c5e488438640,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia Grahamae Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e55b9995-fc50-44c9-820c-d815610eecf1,2099-12-31T23:59:59-01:00,Result Product Name agaricia-grahamae-aquamaps-native-raster,"This Agaricia Grahamae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T01:30:36.727677,Classification,FullLinkEntity,string,Medium,Classification,Classification,agaricia-grahamae-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-grahamae-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aegina citrea,1901-01-01T00:0000-01:00,Result Product 70dc3907-2f60-48f8-9d9b-9faf7bd4e53e,2099-12-31T23:59:59-01:00,Result Product Identifier 70dc3907-2f60-48f8-9d9b-9faf7bd4e53e,"This Aegina citrea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T09:25:31.219832,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,70dc3907-2f60-48f8-9d9b-9faf7bd4e53e,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/70dc3907-2f60-48f8-9d9b-9faf7bd4e53e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes Americanus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 1e121e97-8bca-4102-ada1-81eb8d69efee,2099-12-31T23:59:59-01:00,Result Product Name ammodytes-americanus-aquamaps-native-raster,"This Ammodytes Americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-30T13:08:21.432263,Classification,FullLinkEntity,string,Measurement,Classification,Classification,ammodytes-americanus-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-americanus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amarsipus carlsbergi,1901-01-01T00:0000-01:00,Result Product ed1ff4ba-de05-45e0-9fee-360903ce5365,2099-12-31T23:59:59-01:00,Result Product Name amarsipus-carlsbergi2,"This Amarsipus carlsbergi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T15:21:30.520469,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,amarsipus-carlsbergi2,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amarsipus-carlsbergi2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Actitis Hypoleucos Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product aee5ad94-1199-40c4-9ce7-c316baabe3e4,2099-12-31T23:59:59-01:00,Result Product Identifier aee5ad94-1199-40c4-9ce7-c316baabe3e4,"This Actitis Hypoleucos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T01:03:48.133501,Classification,FullLinkEntity,string,Measurement,Classification,Classification,aee5ad94-1199-40c4-9ce7-c316baabe3e4,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/aee5ad94-1199-40c4-9ce7-c316baabe3e4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisarchus medius,1901-01-01T00:0000-01:00,Result Product caa26101-e118-469d-9051-73a8fe299b8f,2099-12-31T23:59:59-01:00,Result Product Name anisarchus-medius2,"This Anisarchus medius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T09:51:09.751919,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,anisarchus-medius2,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anisarchus-medius2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hemprichii,1901-01-01T00:0000-01:00,Result Product c19f5367-ccb8-44a1-beda-b8bd1b0227e7,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f723c434-7b05-4871-9dbf-0e8e5d4b8aa4,"This Acanthastrea hemprichii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,f723c434-7b05-4871-9dbf-0e8e5d4b8aa4,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f723c434-7b05-4871-9dbf-0e8e5d4b8aa4,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anguilla japonica Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 1d08302b-92ab-422c-b4fb-322f83ae555b,2099-12-31T23:59:59-01:00,Result Product Identifier 1d08302b-92ab-422c-b4fb-322f83ae555b,"This anguilla japonica Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,1d08302b-92ab-422c-b4fb-322f83ae555b,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1d08302b-92ab-422c-b4fb-322f83ae555b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus achilles,1901-01-01T00:0000-01:00,Result Product b9bccc81-c051-496b-90b9-099c3b60a953,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-achilles2,"This Acanthurus achilles Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,acanthurus-achilles2,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-achilles2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthurus monroviae Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 8439a8f7-b218-44e2-8e59-bb8e7d7445aa,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-monroviae-aquamaps-native-2050-raster,"This acanthurus monroviae Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,FederatedIdentifier,Measurement,,Classification,acanthurus-monroviae-aquamaps-native-2050-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-monroviae-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropoma hanedai,1901-01-01T00:0000-01:00,Result Product be78b261-193d-47bb-899d-f97608817530,2099-12-31T23:59:59-01:00,Result Product Name acropoma-hanedai,"This Acropoma hanedai Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,FederatedIdentifier,Measurement,,Classification,acropoma-hanedai,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropoma-hanedai,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acentronura tentaculata,1901-01-01T00:0000-01:00,Result Product bb124ac5-9073-4e13-845e-0587ce427c2f,2099-12-31T23:59:59-01:00,Result Product Name acentronura-tentaculata,"This Acentronura tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Product,,Classification,acentronura-tentaculata,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acentronura-tentaculata,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora hyacinthus,1901-01-01T00:0000-01:00,Result Product ebd20734-0a8c-41ab-983c-f7d4ebff3410,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 28b4a7c0-ae06-46ac-8bd7-f7c3d3dfb9ac,"This Acropora hyacinthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,28b4a7c0-ae06-46ac-8bd7-f7c3d3dfb9ac,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/28b4a7c0-ae06-46ac-8bd7-f7c3d3dfb9ac,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aioliops tetrophthalmus,1901-01-01T00:0000-01:00,Result Product 58f5364a-8341-47b3-8779-85d272c5e199,2099-12-31T23:59:59-01:00,Result Product Name aioliops-tetrophthalmus1,"This Aioliops tetrophthalmus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,aioliops-tetrophthalmus1,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aioliops-tetrophthalmus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acropora hyacinthus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 7e93f4ed-d3c1-4e0f-a7e1-c09837b23386,2099-12-31T23:59:59-01:00,Result Product Revision Identifier df144de4-914f-467e-9f30-9a3b7509a478,"This acropora hyacinthus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,df144de4-914f-467e-9f30-9a3b7509a478,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/df144de4-914f-467e-9f30-9a3b7509a478,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus niger,1901-01-01T00:0000-01:00,Result Product 898dd01a-8f98-4e0c-8962-ca794c79be24,2099-12-31T23:59:59-01:00,Result Product Identifier 898dd01a-8f98-4e0c-8962-ca794c79be24,"This Allocyttus niger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,898dd01a-8f98-4e0c-8962-ca794c79be24,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/898dd01a-8f98-4e0c-8962-ca794c79be24,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris wheeleri,,Result Product 5112f46f-88dc-4789-afdf-1b641e56362e,,Result Product Identifier 5112f46f-88dc-4789-afdf-1b641e56362e,"This Amblyeleotris wheeleri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,5112f46f-88dc-4789-afdf-1b641e56362e,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5112f46f-88dc-4789-afdf-1b641e56362e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthophora spicifera,,Result Product 8a876c6d-205b-4c2d-a3ed-def6aa303fa8,,Result Product Identifier 8a876c6d-205b-4c2d-a3ed-def6aa303fa8,"This Acanthophora spicifera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Product,,Classification,8a876c6d-205b-4c2d-a3ed-def6aa303fa8,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8a876c6d-205b-4c2d-a3ed-def6aa303fa8,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres spilomelanurus,,Result Product 3584e01f-a265-4720-b2fc-2fcf620a3c3c,,Result Product Name acanthaluteres-spilomelanurus,"This Acanthaluteres spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Medium,,Classification,acanthaluteres-spilomelanurus,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthaluteres-spilomelanurus,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthoplesiops hiatti,,Result Product 04860a29-35f9-4053-8b9a-b2ea920bc041,,Result Product Revision Identifier 9e441e3d-89af-4a7a-80aa-61e9d749d12c,"This Acanthoplesiops hiatti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,9e441e3d-89af-4a7a-80aa-61e9d749d12c,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9e441e3d-89af-4a7a-80aa-61e9d749d12c,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anacanthus barbatus Aquamaps Native 2050 Raster,,Result Product 12207c20-f15f-445b-bc7c-d6b5fca35e93,,Result Product Revision Identifier 643c7576-000d-4dc5-a56c-d792dbe4051f,"This anacanthus barbatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Medium,,Classification,643c7576-000d-4dc5-a56c-d792dbe4051f,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/643c7576-000d-4dc5-a56c-d792dbe4051f,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anchoa parva Aquamaps Native 2050 Raster,,Result Product f115cc72-ca0f-49ad-a695-29a65eba6153,,Result Product Name anchoa-parva-aquamaps-native-2050-raster,"This anchoa parva Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Product,,Classification,anchoa-parva-aquamaps-native-2050-raster,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-parva-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus nichofii,,Result Product 74cb6584-07b0-46e8-8e36-ca2ad67a5af5,,Result Product Identifier 74cb6584-07b0-46e8-8e36-ca2ad67a5af5,"This Aetomylaeus nichofii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,74cb6584-07b0-46e8-8e36-ca2ad67a5af5,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/74cb6584-07b0-46e8-8e36-ca2ad67a5af5,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambassis ambassis,,Result Product 67472278-0360-454b-b20d-213e4fe564c4,,Result Product Name ambassis-ambassis3,"This Ambassis ambassis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,ambassis-ambassis3,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-ambassis3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion chrysopterus Aquamaps Native 2050 Raster,,Result Product 44c42893-7df4-4fc2-92a8-6646b5ea8598,,Result Product Identifier 44c42893-7df4-4fc2-92a8-6646b5ea8598,"This amphiprion chrysopterus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Product,,Classification,44c42893-7df4-4fc2-92a8-6646b5ea8598,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/44c42893-7df4-4fc2-92a8-6646b5ea8598,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hillae,,Result Product cfe6560c-4eaa-4a49-bf00-2150a3ac275c,,Result Product Revision Identifier 7fa6fb81-a8a7-4ad0-af68-08c42bb2d02b,"This Acanthastrea hillae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,7fa6fb81-a8a7-4ad0-af68-08c42bb2d02b,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7fa6fb81-a8a7-4ad0-af68-08c42bb2d02b,,
