is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus Chirurgus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 920c8fe9-fc85-4b93-85b5-e4ab403558fe,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-chirurgus-aquamaps-native-raster,"This Acanthurus Chirurgus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T05:43:24.217169,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,acanthurus-chirurgus-aquamaps-native-raster,ElectronicAddress,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-chirurgus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alepes apercna Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product cbafd8d3-7793-4743-9cf8-aefdd496982c,2099-12-31T23:59:59-01:00,Result Product Identifier cbafd8d3-7793-4743-9cf8-aefdd496982c,"This alepes apercna Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-24T16:06:16.311346,Classification,FullLinkEntity,string,Measurement,Classification,Classification,cbafd8d3-7793-4743-9cf8-aefdd496982c,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cbafd8d3-7793-4743-9cf8-aefdd496982c,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Andamia tetradactylus,1901-01-01T00:0000-01:00,Result Product ecec4acf-110f-4cb7-ad56-c72e9f178804,2099-12-31T23:59:59-01:00,Result Product Name andamia-tetradactylus1,"This Andamia tetradactylus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T10:34:43.009046,Classification,FullLinkEntity,string,Measurement,Classification,Classification,andamia-tetradactylus1,ElectronicAddress,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/andamia-tetradactylus1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aidablennius sphynx,1901-01-01T00:0000-01:00,Result Product 26e5ace2-51e7-443a-a2a2-cd0c7b063eba,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7273d571-a89b-46b9-8f66-6c4c458f5f63,"This Aidablennius sphynx Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-29T05:13:07.572597,Classification,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,7273d571-a89b-46b9-8f66-6c4c458f5f63,ElectronicAddress,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7273d571-a89b-46b9-8f66-6c4c458f5f63,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus latus,1901-01-01T00:0000-01:00,Result Product f828062c-a1c7-4756-9dbb-79d523ecd802,2099-12-31T23:59:59-01:00,Result Product Identifier f828062c-a1c7-4756-9dbb-79d523ecd802,"This Acanthopagrus latus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-26T12:22:07.639175,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,f828062c-a1c7-4756-9dbb-79d523ecd802,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f828062c-a1c7-4756-9dbb-79d523ecd802,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amakusanthura magnifica,1901-01-01T00:0000-01:00,Result Product f12d3b61-cca0-4088-885c-5680c1f63a80,2099-12-31T23:59:59-01:00,Result Product Identifier f12d3b61-cca0-4088-885c-5680c1f63a80,"This Amakusanthura magnifica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,2017-11-25T01:19:32.542871,Classification,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,f12d3b61-cca0-4088-885c-5680c1f63a80,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f12d3b61-cca0-4088-885c-5680c1f63a80,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaphritis grandisquamis,1901-01-01T00:0000-01:00,Result Product 1fe08ad4-6496-4170-945f-89725a6c9899,2099-12-31T23:59:59-01:00,Result Product Revision Identifier bfd6a4d4-d6ee-4317-9280-4525d1b0e575,"This Acanthaphritis grandisquamis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,bfd6a4d4-d6ee-4317-9280-4525d1b0e575,PersonName,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bfd6a4d4-d6ee-4317-9280-4525d1b0e575,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agonopsis sterletus,1901-01-01T00:0000-01:00,Result Product 88553734-d2d7-4f1b-a46a-edcc1cf7e523,2099-12-31T23:59:59-01:00,Result Product Name agonopsis-sterletus1,"This Agonopsis sterletus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,agonopsis-sterletus1,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/agonopsis-sterletus1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,abudefduf saxatilis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 48fdf529-dc9c-4eae-a10b-4af35913bc75,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-saxatilis-aquamaps-native-2050-raster,"This abudefduf saxatilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,abudefduf-saxatilis-aquamaps-native-2050-raster,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-saxatilis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anaora tentaculata,1901-01-01T00:0000-01:00,Result Product 30c1454c-5007-4c1a-81df-227ef91b5be0,2099-12-31T23:59:59-01:00,Result Product Name anaora-tentaculata2,"This Anaora tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Measurement,Classification,Classification,anaora-tentaculata2,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anaora-tentaculata2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion clarkii Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product eaeaae78-dbfb-4742-adfc-809214b06802,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 98ff5695-4543-4694-b9d4-81d48e74f25f,"This amphiprion clarkii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,string,Medium,Classification,Classification,98ff5695-4543-4694-b9d4-81d48e74f25f,ElectronicAddress,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/98ff5695-4543-4694-b9d4-81d48e74f25f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon flavilatus,1901-01-01T00:0000-01:00,Result Product dbf43743-fb1d-4195-b689-5cade37bf469,2099-12-31T23:59:59-01:00,Result Product Identifier dbf43743-fb1d-4195-b689-5cade37bf469,"This Amblyglyphidodon flavilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Measurement,Classification,Classification,dbf43743-fb1d-4195-b689-5cade37bf469,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dbf43743-fb1d-4195-b689-5cade37bf469,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria Crockeri Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product d3657721-5393-4b17-9891-36bd4bb13625,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 434a0172-1cbe-40d3-a03c-07e926fd270e,"This Acanthemblemaria Crockeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,FederatedIdentifier,Medium,Classification,Classification,434a0172-1cbe-40d3-a03c-07e926fd270e,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/434a0172-1cbe-40d3-a03c-07e926fd270e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anchoa colonensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 55a02f00-7fba-45bf-9481-87a30aefb313,2099-12-31T23:59:59-01:00,Result Product Identifier 55a02f00-7fba-45bf-9481-87a30aefb313,"This anchoa colonensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,55a02f00-7fba-45bf-9481-87a30aefb313,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/55a02f00-7fba-45bf-9481-87a30aefb313,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus Niger Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e40f1cc7-36f2-45b1-84ab-e51ea8589b67,2099-12-31T23:59:59-01:00,Result Product Identifier e40f1cc7-36f2-45b1-84ab-e51ea8589b67,"This Allocyttus Niger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,e40f1cc7-36f2-45b1-84ab-e51ea8589b67,PersonName,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e40f1cc7-36f2-45b1-84ab-e51ea8589b67,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,amphistichus argenteus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 5d173fad-0f5c-4b44-9625-5715e5943623,2099-12-31T23:59:59-01:00,Result Product Identifier 5d173fad-0f5c-4b44-9625-5715e5943623,"This amphistichus argenteus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,5d173fad-0f5c-4b44-9625-5715e5943623,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5d173fad-0f5c-4b44-9625-5715e5943623,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon Curacao Aquamaps Native Raster,,Result Product b9a038b8-e5fa-46ec-8d37-419d12b47c13,,Result Product Revision Identifier 31623efc-8b0b-4c6c-82d8-9a7982350f06,"This Amblyglyphidodon Curacao Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,31623efc-8b0b-4c6c-82d8-9a7982350f06,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/31623efc-8b0b-4c6c-82d8-9a7982350f06,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,alpheus alcyone Aquamaps Native 2050 Raster,,Result Product c0123a6d-c1c3-4f20-98fb-6b6b7da54b53,,Result Product Revision Identifier b35fbcd0-42a0-433b-9bba-6ccc01668598,"This alpheus alcyone Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,b35fbcd0-42a0-433b-9bba-6ccc01668598,PersonName,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b35fbcd0-42a0-433b-9bba-6ccc01668598,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acrosterigma transcendens,,Result Product 80a0bdf3-3229-46d2-b336-a6f279d37690,,Result Product Revision Identifier 31ad5bd1-45b6-4f55-9fd1-9ed07fbf6bc2,"This Acrosterigma transcendens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,31ad5bd1-45b6-4f55-9fd1-9ed07fbf6bc2,PersonName,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/31ad5bd1-45b6-4f55-9fd1-9ed07fbf6bc2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alticus monochrus,,Result Product b1ff2629-e861-4881-a068-53f70536180b,,Result Product Name alticus-monochrus1,"This Alticus monochrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,,,,FullLinkEntity,,Measurement,Classification,Classification,alticus-monochrus1,ElectronicAddress,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alticus-monochrus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anguilla obscura Aquamaps Native 2050 Raster,,Result Product 97e2dbb0-8d79-4d71-921d-e5f721bf2938,,Result Product Name anguilla-obscura-aquamaps-native-2050-raster,"This anguilla obscura Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,anguilla-obscura-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-obscura-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alytes dickhilleni,,Result Product b51960ea-54d6-478e-9644-b10ceb8b6960,,Result Product Name alytes-dickhilleni,"This Alytes dickhilleni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,alytes-dickhilleni,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alytes-dickhilleni,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthaluteres vittiger Aquamaps Native 2050 Raster,,Result Product 1bbfe5f9-c366-49c7-959c-7db285160dda,,Result Product Name acanthaluteres-vittiger-aquamaps-native-2050-raster,"This acanthaluteres vittiger Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,acanthaluteres-vittiger-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthaluteres-vittiger-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aequorea aequorea,,Result Product 5f37131d-5d66-4a8c-b83a-c608b2d61737,,Result Product Revision Identifier 226521b7-479c-400f-8583-0b039a6c7d36,"This Aequorea aequorea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,226521b7-479c-400f-8583-0b039a6c7d36,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/226521b7-479c-400f-8583-0b039a6c7d36,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus pyroferus,,Result Product b31a0baf-0c3c-4c45-88d1-332f53679ef8,,Result Product Name acanthurus-pyroferus,"This Acanthurus pyroferus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,Measurement,,Classification,acanthurus-pyroferus,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-pyroferus,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ammothea magniceps Aquamaps Native 2050 Raster,,Result Product 7697741f-467f-49f4-98e6-6baf78b6c169,,Result Product Revision Identifier c7f5a8f1-ecb0-40b3-a67f-04a33a5e5158,"This ammothea magniceps Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,c7f5a8f1-ecb0-40b3-a67f-04a33a5e5158,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c7f5a8f1-ecb0-40b3-a67f-04a33a5e5158,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amoya moloanus Aquamaps Native 2050 Raster,,Result Product c017fb48-769a-4759-a88d-a7ea70da9ec2,,Result Product Identifier c017fb48-769a-4759-a88d-a7ea70da9ec2,"This amoya moloanus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,c017fb48-769a-4759-a88d-a7ea70da9ec2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c017fb48-769a-4759-a88d-a7ea70da9ec2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthodasys Aculeatus Aquamaps Native Raster,,Result Product 269cff9d-3637-4a9d-8ba1-8391e86e8740,,Result Product Revision Identifier 0b77c873-29b5-4ab3-80bd-0c267921b8de,"This Acanthodasys Aculeatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,0b77c873-29b5-4ab3-80bd-0c267921b8de,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0b77c873-29b5-4ab3-80bd-0c267921b8de,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Achirus mazatlanus,,Result Product 6daf666c-bb60-4197-9e9c-8bcf63bd1b95,,Result Product Identifier 6daf666c-bb60-4197-9e9c-8bcf63bd1b95,"This Achirus mazatlanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,6daf666c-bb60-4197-9e9c-8bcf63bd1b95,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6daf666c-bb60-4197-9e9c-8bcf63bd1b95,,
