is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-11-25T15:22:41.956497,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthocepola abbreviata,1901-01-01T00:0000-01:00,Result Product c6a13a61-07bd-4203-b13f-2afa29cf66e2,2099-12-31T23:59:59-01:00,Result Product Name acanthocepola-abbreviata3,"This Acanthocepola abbreviata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,acanthocepola-abbreviata3,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-abbreviata3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T22:35:24.908076,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus hailstonei,1901-01-01T00:0000-01:00,Result Product 76dc5c83-882e-4ac9-9d8f-394d6f4bde2e,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 4c58c4a6-e9fb-466b-b822-1cc9bd9e7b53,"This Alpheus hailstonei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,4c58c4a6-e9fb-466b-b822-1cc9bd9e7b53,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4c58c4a6-e9fb-466b-b822-1cc9bd9e7b53,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T21:19:20.282267,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abyssocottus korotneffi,1901-01-01T00:0000-01:00,Result Product 2fe3bac3-5e12-4c66-bb63-7b8aac509e14,2099-12-31T23:59:59-01:00,Result Product Revision Identifier edebd6bc-bd2f-4e8e-aca0-c9045c9b1404,"This Abyssocottus korotneffi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,edebd6bc-bd2f-4e8e-aca0-c9045c9b1404,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/edebd6bc-bd2f-4e8e-aca0-c9045c9b1404,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T08:47:56.408759,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus hippothoe,1901-01-01T00:0000-01:00,Result Product ec756ce0-2709-4ac0-8ee5-820d4d16d270,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 4ff17956-8809-425d-9a2d-1300e5ad663d,"This Alpheus hippothoe Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,4ff17956-8809-425d-9a2d-1300e5ad663d,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4ff17956-8809-425d-9a2d-1300e5ad663d,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T07:41:48.535817,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acalyptophis peronii,1901-01-01T00:0000-01:00,Result Product c7f97e41-5d95-4a83-ace0-1e9d90d7eda1,2099-12-31T23:59:59-01:00,Result Product Identifier c7f97e41-5d95-4a83-ace0-1e9d90d7eda1,"This Acalyptophis peronii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,c7f97e41-5d95-4a83-ace0-1e9d90d7eda1,,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c7f97e41-5d95-4a83-ace0-1e9d90d7eda1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T00:18:15.304737,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthopsetta nadeshnyi,1901-01-01T00:0000-01:00,Result Product 5e428000-fa79-476f-baaf-f2fd3e2faaf5,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 03c53c48-e921-470a-9260-0e7e828da025,"This Acanthopsetta nadeshnyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,03c53c48-e921-470a-9260-0e7e828da025,,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/03c53c48-e921-470a-9260-0e7e828da025,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T13:13:08.386087,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora austera,1901-01-01T00:0000-01:00,Result Product 8f3dd1fe-7827-41f8-b450-23c96f8123d9,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d1f3b544-b26a-4be4-99fb-a592b9d604fd,"This Acropora austera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,d1f3b544-b26a-4be4-99fb-a592b9d604fd,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d1f3b544-b26a-4be4-99fb-a592b9d604fd,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T03:57:22.977214,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,abudefduf natalensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 7348f0a4-c041-4930-82e4-e1bfa31d7d77,2099-12-31T23:59:59-01:00,Result Product Name abudefduf-natalensis-aquamaps-native-2050-raster,"This abudefduf natalensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,FederatedIdentifier,abudefduf-natalensis-aquamaps-native-2050-raster,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-natalensis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T11:53:43.436620,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris aurora,1901-01-01T00:0000-01:00,Result Product a8039438-3fcc-452f-b153-1a071d585f15,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 34681f53-9e95-46b8-98d6-ff24e46d034e,"This Amblyeleotris aurora Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,34681f53-9e95-46b8-98d6-ff24e46d034e,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/34681f53-9e95-46b8-98d6-ff24e46d034e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T07:17:51.894401,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthephyra Pelagica Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 56c7b6ad-c626-4a5e-94f0-8bbccdf47f33,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 0cd46f86-9a5e-4efa-ad86-fc6d16cf8ff1,"This Acanthephyra Pelagica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,0cd46f86-9a5e-4efa-ad86-fc6d16cf8ff1,,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0cd46f86-9a5e-4efa-ad86-fc6d16cf8ff1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T10:22:27.885510,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alectryonella plicatula,1901-01-01T00:0000-01:00,Result Product 5c3e2ca7-0a29-4966-a14a-ab952e65af9e,2099-12-31T23:59:59-01:00,Result Product Identifier 5c3e2ca7-0a29-4966-a14a-ab952e65af9e,"This Alectryonella plicatula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,FederatedIdentifier,5c3e2ca7-0a29-4966-a14a-ab952e65af9e,,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5c3e2ca7-0a29-4966-a14a-ab952e65af9e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-17T13:37:40.896965,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Sulcatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 96f9cae5-e740-49f7-8f83-1a8121e63ef8,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 75c8e7b8-2988-4789-b8c5-ae2a6f97edb5,"This Alpheus Sulcatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,75c8e7b8-2988-4789-b8c5-ae2a6f97edb5,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/75c8e7b8-2988-4789-b8c5-ae2a6f97edb5,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T09:24:48.656136,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion polymnus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 47f5d704-3c9d-42c5-afef-5aaf28c9f82f,2099-12-31T23:59:59-01:00,Result Product Identifier 47f5d704-3c9d-42c5-afef-5aaf28c9f82f,"This amphiprion polymnus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,FullLinkEntity,Classification,string,47f5d704-3c9d-42c5-afef-5aaf28c9f82f,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/47f5d704-3c9d-42c5-afef-5aaf28c9f82f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T18:47:56.315107,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus malleator,1901-01-01T00:0000-01:00,Result Product a756e82c-9486-42e3-aff0-348af5de267f,2099-12-31T23:59:59-01:00,Result Product Revision Identifier bd5e0772-6ce8-4538-844d-9ab40bb0c710,"This Alpheus malleator Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,FullLinkEntity,Classification,FederatedIdentifier,bd5e0772-6ce8-4538-844d-9ab40bb0c710,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bd5e0772-6ce8-4538-844d-9ab40bb0c710,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T14:57:40.235679,Publication,Classification,2099-12-31T23:59:59-01:00,Ammothea magniceps,1901-01-01T00:0000-01:00,Result Product aaedc8bf-459e-4f96-8afc-dde5c027734e,2099-12-31T23:59:59-01:00,Result Product Name ammothea-magniceps1,"This Ammothea magniceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,FullLinkEntity,Classification,string,ammothea-magniceps1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ammothea-magniceps1,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T14:56:15.614684,Person,Classification,2099-12-31T23:59:59-01:00,Anchovia macrolepidota,1901-01-01T00:0000-01:00,Result Product 4e8d11df-bf65-4c7b-9e91-3b6d264a6e5d,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 52560554-2426-4e9f-965c-a0e1a77ba821,"This Anchovia macrolepidota Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,52560554-2426-4e9f-965c-a0e1a77ba821,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/52560554-2426-4e9f-965c-a0e1a77ba821,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T21:15:50.885994,Person,Classification,2099-12-31T23:59:59-01:00,Agnesiopsis Translucida Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 7eee8916-0dd2-4bf0-9d3b-c2600e224993,2099-12-31T23:59:59-01:00,Result Product Name agnesiopsis-translucida-aquamaps-native-raster,"This Agnesiopsis Translucida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,agnesiopsis-translucida-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agnesiopsis-translucida-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T11:18:31.418225,Person,Classification,2099-12-31T23:59:59-01:00,alepocephalus tenebrosus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 051de1eb-78e2-4929-b068-75ff4f5a98cc,2099-12-31T23:59:59-01:00,Result Product Identifier 051de1eb-78e2-4929-b068-75ff4f5a98cc,"This alepocephalus tenebrosus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,051de1eb-78e2-4929-b068-75ff4f5a98cc,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/051de1eb-78e2-4929-b068-75ff4f5a98cc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-24T17:13:51.898518,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alphestes Immaculatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 4895726e-3bdf-4a48-9a78-44ec1d3e1ec2,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 94e3cbfb-9be4-47bf-8da1-cc8ccb8de160,"This Alphestes Immaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,,Measurement,FullLinkEntity,Classification,,94e3cbfb-9be4-47bf-8da1-cc8ccb8de160,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/94e3cbfb-9be4-47bf-8da1-cc8ccb8de160,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T05:01:21.729915,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthochitona pygmaea,1901-01-01T00:0000-01:00,Result Product d4ff2b20-a5fb-42e4-b4b7-03d61052823d,2099-12-31T23:59:59-01:00,Result Product Identifier d4ff2b20-a5fb-42e4-b4b7-03d61052823d,"This Acanthochitona pygmaea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,FullLinkEntity,Classification,,d4ff2b20-a5fb-42e4-b4b7-03d61052823d,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d4ff2b20-a5fb-42e4-b4b7-03d61052823d,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T09:45:24.212150,Person,Classification,2099-12-31T23:59:59-01:00,Ameloctopus litoralis,1901-01-01T00:0000-01:00,Result Product ab4b811a-fac4-40f2-935f-a1c0bf2724b5,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 1d559d85-ad1a-4b68-9431-4d94c0836435,"This Ameloctopus litoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,1d559d85-ad1a-4b68-9431-4d94c0836435,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1d559d85-ad1a-4b68-9431-4d94c0836435,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T15:35:35.300623,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthohaustorius shoemakeri,1901-01-01T00:0000-01:00,Result Product 4291be84-5307-424d-bd9c-7be87ae28bb6,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 63d8d858-0ab8-4e85-9ab0-322c5efe920b,"This Acanthohaustorius shoemakeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Medium,FullLinkEntity,Classification,,63d8d858-0ab8-4e85-9ab0-322c5efe920b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/63d8d858-0ab8-4e85-9ab0-322c5efe920b,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T04:52:52.112697,Person,Classification,2099-12-31T23:59:59-01:00,Acreichthys tomentosus,1901-01-01T00:0000-01:00,Result Product c6ad444f-79ce-431d-9b98-182fbc36fe04,2099-12-31T23:59:59-01:00,Result Product Identifier c6ad444f-79ce-431d-9b98-182fbc36fe04,"This Acreichthys tomentosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,c6ad444f-79ce-431d-9b98-182fbc36fe04,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c6ad444f-79ce-431d-9b98-182fbc36fe04,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-03T01:19:43.128206,Person,Classification,2099-12-31T23:59:59-01:00,Amarsipus Carlsbergi Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product f1e635e0-65a1-45e6-843a-a61b101c5343,2099-12-31T23:59:59-01:00,Result Product Name amarsipus-carlsbergi-aquamaps-native-raster,"This Amarsipus Carlsbergi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,amarsipus-carlsbergi-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amarsipus-carlsbergi-aquamaps-native-raster,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T16:36:38.015898,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus rostratus,,Result Product cd159460-cf2e-47d6-aa6e-0a7f1a49e094,,Result Product Revision Identifier 072fa051-ff76-469c-a47a-caafe3b23bea,"This Alepocephalus rostratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,072fa051-ff76-469c-a47a-caafe3b23bea,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/072fa051-ff76-469c-a47a-caafe3b23bea,,SimpleLinkEntity
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus mata,,Result Product 7966d983-ca0d-42b9-984f-4515a29144ac,,Result Product Name acanthurus-mata2,"This Acanthurus mata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acanthurus-mata2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-mata2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Albatrossia pectoralis,,Result Product 10a45411-5bdb-463c-891c-c2df86168ee5,,Result Product Revision Identifier 02ea228c-244c-4084-b388-d1e8bf8dcb60,"This Albatrossia pectoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,02ea228c-244c-4084-b388-d1e8bf8dcb60,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/02ea228c-244c-4084-b388-d1e8bf8dcb60,,
