is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes tobianus,1901-01-01T00:0000-01:00,Result Product 1266d298-4f37-4bac-9ec1-f741b794bc2e,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ammodytes tobianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ammodytes-tobianus3,2017-12-24T10:34:43.517191,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,ammodytes-tobianus3,ebc02b4a-f774-4e7e-afe1-d52ab93126de,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ammodytes-tobianus3,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambassis kopsii,1901-01-01T00:0000-01:00,Result Product dd381571-9638-4a2c-a76a-38b48d5071d9,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis kopsii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ambassis-kopsii2,2017-11-24T15:31:39.927411,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,ambassis-kopsii2,ebc02b4a-f774-4e7e-afe1-d52ab93126de,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-kopsii2,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion Ephippium Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product a777a9e2-5982-4012-86d9-7ccc01b827ef,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiprion Ephippium Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3dd15da5-3ac9-478d-b9f6-c44e063310d8,2017-11-25T14:08:10.664143,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,3dd15da5-3ac9-478d-b9f6-c44e063310d8,,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3dd15da5-3ac9-478d-b9f6-c44e063310d8,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alosa aestivalis,1901-01-01T00:0000-01:00,Result Product ebba4b8d-0c24-4944-82c0-3ab0d0b81c6b,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alosa aestivalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ebba4b8d-0c24-4944-82c0-3ab0d0b81c6b,2017-11-25T22:49:50.482508,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,ebba4b8d-0c24-4944-82c0-3ab0d0b81c6b,,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ebba4b8d-0c24-4944-82c0-3ab0d0b81c6b,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amakusanthura Signata Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 86915582-e1ec-49d4-af53-84071b3d6993,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amakusanthura Signata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 86915582-e1ec-49d4-af53-84071b3d6993,2017-11-25T08:56:09.330991,Classification,FullLinkEntity,Medium,Classification,Classification,string,86915582-e1ec-49d4-af53-84071b3d6993,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/86915582-e1ec-49d4-af53-84071b3d6993,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrovandia gracilis,1901-01-01T00:0000-01:00,Result Product 36ab4fea-d71f-4abc-a454-9d01c241d186,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Aldrovandia gracilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 9d7185c9-0a17-4d83-aba9-bd125cbc3b08,2017-12-23T06:26:14.686667,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,9d7185c9-0a17-4d83-aba9-bd125cbc3b08,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9d7185c9-0a17-4d83-aba9-bd125cbc3b08,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthistius brasilianus,1901-01-01T00:0000-01:00,Result Product 6e8e4bb5-2c79-46f9-99cf-b4b33f246359,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthistius brasilianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 0b95d797-2030-4c39-a8dd-a91fbf1c352a,2017-11-25T13:39:33.313491,Classification,FullLinkEntity,Medium,Classification,Classification,FederatedIdentifier,0b95d797-2030-4c39-a8dd-a91fbf1c352a,,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0b95d797-2030-4c39-a8dd-a91fbf1c352a,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ammodytes marinus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 37f5f364-2ca2-47da-842f-2d5a48396353,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This ammodytes marinus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier b6c0dfd5-aad1-4a53-8336-7471172c7048,2017-11-26T05:56:00.338366,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,b6c0dfd5-aad1-4a53-8336-7471172c7048,,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b6c0dfd5-aad1-4a53-8336-7471172c7048,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyotrypauchen arctocephalus,1901-01-01T00:0000-01:00,Result Product 8ab9944c-f12f-4607-864b-a36ea3accead,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amblyotrypauchen arctocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 01549f64-7c34-4f82-96dd-fcd48f83f4f7,2017-11-24T12:17:10.641322,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,01549f64-7c34-4f82-96dd-fcd48f83f4f7,,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/01549f64-7c34-4f82-96dd-fcd48f83f4f7,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus Cylindricus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 8521e7d5-0181-444c-bc7b-de226dbf9670,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus Cylindricus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-cylindricus-aquamaps-native-raster,2017-11-25T22:11:50.662963,Classification,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,alpheus-cylindricus-aquamaps-native-raster,,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-cylindricus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla japonica,1901-01-01T00:0000-01:00,Result Product 00f9e1cd-90b1-4c19-8c72-7aa587fbaef2,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anguilla japonica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 00f9e1cd-90b1-4c19-8c72-7aa587fbaef2,2017-11-25T23:57:13.680562,Classification,FullLinkEntity,Medium,Classification,Classification,string,00f9e1cd-90b1-4c19-8c72-7aa587fbaef2,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/00f9e1cd-90b1-4c19-8c72-7aa587fbaef2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis americanus,1901-01-01T00:0000-01:00,Result Product 13ef24fb-6b5e-46c8-beb2-e8b2f64eb7fc,2099-12-31T23:59:59-01:00,,"This Anacanthobatis americanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 13ef24fb-6b5e-46c8-beb2-e8b2f64eb7fc,,,FullLinkEntity,Measurement,Classification,Classification,string,13ef24fb-6b5e-46c8-beb2-e8b2f64eb7fc,,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/13ef24fb-6b5e-46c8-beb2-e8b2f64eb7fc,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus coeruleus,1901-01-01T00:0000-01:00,Result Product 6e73d389-9a1a-4998-aff4-ac754ded2260,2099-12-31T23:59:59-01:00,,"This Acanthurus coeruleus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 6e73d389-9a1a-4998-aff4-ac754ded2260,,,FullLinkEntity,Measurement,Classification,Classification,FederatedIdentifier,6e73d389-9a1a-4998-aff4-ac754ded2260,,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6e73d389-9a1a-4998-aff4-ac754ded2260,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarhichas Lupus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 97fc677c-bb7c-400a-a9ac-d3d535259f24,2099-12-31T23:59:59-01:00,,"This Anarhichas Lupus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anarhichas-lupus-aquamaps-native-raster,,,FullLinkEntity,Measurement,Classification,Classification,string,anarhichas-lupus-aquamaps-native-raster,,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anarhichas-lupus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf declivifrons,1901-01-01T00:0000-01:00,Result Product b975d4f9-53e2-4448-b091-5d8c7e93d48c,2099-12-31T23:59:59-01:00,,"This Abudefduf declivifrons Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier c0ad0b50-7cb3-4ce1-8c7c-f04ec43c8dc4,,,,Measurement,,Classification,FederatedIdentifier,c0ad0b50-7cb3-4ce1-8c7c-f04ec43c8dc4,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c0ad0b50-7cb3-4ce1-8c7c-f04ec43c8dc4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia fragilis,,Result Product 8fd279eb-bef4-441c-9f1f-ddd6bc447a44,,,"This Agaricia fragilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name agaricia-fragilis,,,,Measurement,,Classification,string,agaricia-fragilis,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-fragilis,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amusium laurenti,,Result Product 7db000fc-8cf5-481d-b2c1-08f7a06e4247,,,"This Amusium laurenti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 23c11b6f-5379-4cbe-a94f-e22038abe702,,,,Medium,,Classification,string,23c11b6f-5379-4cbe-a94f-e22038abe702,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/23c11b6f-5379-4cbe-a94f-e22038abe702,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Albula glossodonta,,Result Product b20e0bb3-79db-440d-8560-f4656b1e4675,,,"This Albula glossodonta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name albula-glossodonta2,,,,Measurement,,Classification,,albula-glossodonta2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/albula-glossodonta2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Akera soluta,,Result Product 75f59f36-95a8-4e2b-815f-e4162bf2bbbf,,,"This Akera soluta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 75f59f36-95a8-4e2b-815f-e4162bf2bbbf,,,,Measurement,,Classification,,75f59f36-95a8-4e2b-815f-e4162bf2bbbf,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/75f59f36-95a8-4e2b-815f-e4162bf2bbbf,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses lennardi,,Result Product 43a572cb-f264-475f-9f01-ef6b0c98656b,,,"This Anampses lennardi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 8f17c3a4-b5b4-42c5-b81e-0c912f9d0d9d,,,,Measurement,,Classification,,8f17c3a4-b5b4-42c5-b81e-0c912f9d0d9d,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8f17c3a4-b5b4-42c5-b81e-0c912f9d0d9d,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthacaris tenuimana Aquamaps Native 2050 Raster,,Result Product 23e805ad-837e-4b0d-9dea-9118d7fc0a30,,,"This acanthacaris tenuimana Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 23e805ad-837e-4b0d-9dea-9118d7fc0a30,,,,Measurement,,Classification,,23e805ad-837e-4b0d-9dea-9118d7fc0a30,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/23e805ad-837e-4b0d-9dea-9118d7fc0a30,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon aureus,,Result Product d767a845-f8b1-45c9-8e7f-30d9ca4d2e2a,,,"This Amblyglyphidodon aureus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 092dda77-adc7-45c6-9cd7-988731d1e6f2,,,,Measurement,,Classification,,092dda77-adc7-45c6-9cd7-988731d1e6f2,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/092dda77-adc7-45c6-9cd7-988731d1e6f2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anampses meleagrides Aquamaps Native 2050 Raster,,Result Product 12fd53f6-0ead-4481-b6b1-d6551f4d46de,,,"This anampses meleagrides Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anampses-meleagrides-aquamaps-native-2050-raster,,,,Medium,,Classification,,anampses-meleagrides-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-meleagrides-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Achiropsetta tricholepis,,Result Product a523ea85-f673-4541-b611-c062c4f1eb28,,,"This Achiropsetta tricholepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name achiropsetta-tricholepis1,,,,Measurement,,Classification,,achiropsetta-tricholepis1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/achiropsetta-tricholepis1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses Meleagrides Aquamaps Native Raster,,Result Product bc9e1df9-f4ab-4688-87aa-8d3b550c6c35,,,"This Anampses Meleagrides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier ff396a25-873d-41da-92c5-2fa5b678b073,,,,Measurement,,Classification,,ff396a25-873d-41da-92c5-2fa5b678b073,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ff396a25-873d-41da-92c5-2fa5b678b073,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion Rubrocinctus Aquamaps Native Raster,,Result Product 4cec5fa7-b1ce-4e09-bd2e-6461f7013057,,,"This Amphiprion Rubrocinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amphiprion-rubrocinctus-aquamaps-native-raster,,,,Measurement,,Classification,,amphiprion-rubrocinctus-aquamaps-native-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-rubrocinctus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa hepsetus,,Result Product cc7e1b78-0d3b-4fc5-af2f-1742649cb782,,,"This Anchoa hepsetus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 438c3ee9-903c-4400-9402-b9faeb15f879,,,,Measurement,,Classification,,438c3ee9-903c-4400-9402-b9faeb15f879,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/438c3ee9-903c-4400-9402-b9faeb15f879,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Abyssascidia millari,,Result Product 56f15ec4-cfa3-4c92-98c9-bb70270e65ea,,,"This Abyssascidia millari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name abyssascidia-millari1,,,,Measurement,,Classification,,abyssascidia-millari1,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abyssascidia-millari1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres spilomelanurus,,Result Product 1de8b48a-9175-430f-ae4e-d3811ffef6df,,,"This Acanthaluteres spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 75fff62c-5fef-4c3d-9099-7eb7d924f98e,,,,Measurement,,Classification,,75fff62c-5fef-4c3d-9099-7eb7d924f98e,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/75fff62c-5fef-4c3d-9099-7eb7d924f98e,,
