is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,2017-12-09T17:07:17.279076,Person,Classification,2099-12-31T23:59:59-01:00,Acropora humilis,1901-01-01T00:0000-01:00,Result Product d12b3644-e954-42d5-ba0f-20f7cfd82c5c,string,Result Product Revision Identifier fa7bf83f-d350-434d-9c74-434d153cec6e,"This Acropora humilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,fa7bf83f-d350-434d-9c74-434d153cec6e,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fa7bf83f-d350-434d-9c74-434d153cec6e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
2017-11-26T09:37:18.785789,2017-12-24T02:50:37.401692,OrganisationUnit,string,2099-12-31T23:59:59-01:00,Ammodytoides Gilli Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ef50d86c-bb4a-4e26-b113-c0fe52b9176b,string,Result Product Identifier ef50d86c-bb4a-4e26-b113-c0fe52b9176b,"This Ammodytoides Gilli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,ef50d86c-bb4a-4e26-b113-c0fe52b9176b,ElectronicAddress,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ef50d86c-bb4a-4e26-b113-c0fe52b9176b,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-03T02:42:17.201618,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta ommata,1901-01-01T00:0000-01:00,Result Product e41cd205-6c1d-4b82-9f02-0236de7072e1,string,Result Product Name ancylopsetta-ommata,"This Ancylopsetta ommata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Product,Classification,Classification,2099-12-31T23:59:59-01:00,ancylopsetta-ommata,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ancylopsetta-ommata,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T01:03:41.975971,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alosa mediocris,1901-01-01T00:0000-01:00,Result Product ce53cd82-939b-46fd-986f-bd9f8a950b63,string,Result Product Name alosa-mediocris3,"This Alosa mediocris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,alosa-mediocris3,PersonName,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alosa-mediocris3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-29T13:48:06.531507,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa Nasus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 98c33d42-8884-4ca6-b397-75e336d6a689,string,Result Product Revision Identifier 5ccfde86-13a2-4bd8-81d7-9c5257f28230,"This Anchoa Nasus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,5ccfde86-13a2-4bd8-81d7-9c5257f28230,PersonName,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5ccfde86-13a2-4bd8-81d7-9c5257f28230,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-26T12:25:16.910609,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis interrupta,1901-01-01T00:0000-01:00,Result Product 0170652e-7ac0-49f9-9c72-d935e66d11a7,string,Result Product Identifier 0170652e-7ac0-49f9-9c72-d935e66d11a7,"This Ambassis interrupta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,0170652e-7ac0-49f9-9c72-d935e66d11a7,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0170652e-7ac0-49f9-9c72-d935e66d11a7,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T18:18:26.785074,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,aglaophamus ornatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 8a961272-38d1-460f-89c0-39ad74ee1016,string,Result Product Name aglaophamus-ornatus-aquamaps-native-2050-raster,"This aglaophamus ornatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,aglaophamus-ornatus-aquamaps-native-2050-raster,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aglaophamus-ornatus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-25T16:39:18.916808,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthus Barbatus Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product f7926526-3c00-4701-bcd9-a44d91016190,string,Result Product Name anacanthus-barbatus-aquamaps-native-raster,"This Anacanthus Barbatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,anacanthus-barbatus-aquamaps-native-raster,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anacanthus-barbatus-aquamaps-native-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-22T21:56:11.252735,Person,Classification,2099-12-31T23:59:59-01:00,anchovia macrolepidota Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4bef51b4-b095-4bbd-b7e0-9a685411af3a,FederatedIdentifier,Result Product Revision Identifier bb14c97c-ba29-48f6-93e0-0c71f1de8a26,"This anchovia macrolepidota Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,bb14c97c-ba29-48f6-93e0-0c71f1de8a26,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/bb14c97c-ba29-48f6-93e0-0c71f1de8a26,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T05:21:01.871388,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus Eulimene Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product fa24abf0-1cbd-4a81-9c4e-309df1a05e50,string,Result Product Revision Identifier ea1b6ef3-e98e-459d-8d7a-b6a09f2f615e,"This Alpheus Eulimene Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,FullLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,ea1b6ef3-e98e-459d-8d7a-b6a09f2f615e,ElectronicAddress,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ea1b6ef3-e98e-459d-8d7a-b6a09f2f615e,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-23T00:31:20.260311,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus bifasciatus,1901-01-01T00:0000-01:00,Result Product 5d363d18-05f2-4b12-b263-6c87845e63d3,string,Result Product Name acanthopagrus-bifasciatus1,"This Acanthopagrus bifasciatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Medium,Classification,Classification,2099-12-31T23:59:59-01:00,acanthopagrus-bifasciatus1,ElectronicAddress,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthopagrus-bifasciatus1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-12-08T18:25:19.499196,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla rostrata,1901-01-01T00:0000-01:00,Result Product 533e4d2f-3a35-4b8f-939d-8bde1d5ceec4,,Result Product Identifier 533e4d2f-3a35-4b8f-939d-8bde1d5ceec4,"This Anguilla rostrata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,533e4d2f-3a35-4b8f-939d-8bde1d5ceec4,PersonName,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/533e4d2f-3a35-4b8f-939d-8bde1d5ceec4,,SimpleLinkEntity
1901-01-01T00:0000-01:00,2017-11-30T18:44:43.133311,Person,Classification,2099-12-31T23:59:59-01:00,Amniataba caudavittata,1901-01-01T00:0000-01:00,Result Product dedd6a19-8f11-4648-9aa1-784fe3f36d35,,Result Product Identifier dedd6a19-8f11-4648-9aa1-784fe3f36d35,"This Amniataba caudavittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,SimpleLinkEntity,Classification,FullLinkEntity,Measurement,Classification,Classification,2099-12-31T23:59:59-01:00,dedd6a19-8f11-4648-9aa1-784fe3f36d35,PersonName,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dedd6a19-8f11-4648-9aa1-784fe3f36d35,,SimpleLinkEntity
2017-11-28T23:08:43.157283,,Person,string,2099-12-31T23:59:59-01:00,Abyss geomorphic feature layer,1901-01-01T00:0000-01:00,Result Product 1ecf0b25-d687-4d37-8a95-d77b6432f8f1,,Result Product Identifier 1ecf0b25-d687-4d37-8a95-d77b6432f8f1,"The abyss geomorphic feature layer represents the spatial extent of the abyssal areas of the worlds oceans based on interpretation of the SRTM30 plus v7 global bathymetry model. The layer is one of the 25 layers that make up the global seafloor geomorphic features map (Harris et.al. 2014). The abyss is the area of seafloor located at depths below the foot of the continental slope and above the depth of the hadal zone (defined as deeper than 6,000 m). The abyss feature layer was created by clipping a layer representing the ocean with the shelf, slope and hadal layers.",,,,SimpleLinkEntity,,,Medium,,Classification,2099-12-31T23:59:59-01:00,1ecf0b25-d687-4d37-8a95-d77b6432f8f1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1ecf0b25-d687-4d37-8a95-d77b6432f8f1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,alosa sapidissima Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 64068dc7-403c-4323-a254-d036e53d3be7,,Result Product Revision Identifier ed12885d-503c-4ac6-85b2-ba3947b02e5b,"This alosa sapidissima Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,ed12885d-503c-4ac6-85b2-ba3947b02e5b,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ed12885d-503c-4ac6-85b2-ba3947b02e5b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acropora abrotanoides Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4645c08e-c4c4-49f0-99d6-c35bbf5d0e8c,,Result Product Revision Identifier dd13434c-6cbf-430f-adec-4c092eb286f2,"This acropora abrotanoides Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,dd13434c-6cbf-430f-adec-4c092eb286f2,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dd13434c-6cbf-430f-adec-4c092eb286f2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alepes Apercna Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product 6737b26a-7e4c-47ca-81cb-c87ecf5c8e49,,Result Product Name alepes-apercna-aquamaps-native-raster,"This Alepes Apercna Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Medium,,Classification,2099-12-31T23:59:59-01:00,alepes-apercna-aquamaps-native-raster,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alepes-apercna-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anisotremus davidsonii,1901-01-01T00:0000-01:00,Result Product 8278271f-0ee7-490a-9938-d98f13391e26,,Result Product Name anisotremus-davidsonii2,"This Anisotremus davidsonii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,anisotremus-davidsonii2,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anisotremus-davidsonii2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anas strepera,1901-01-01T00:0000-01:00,Result Product ead6187f-9815-4bd5-9e84-806a36ddf3fb,,Result Product Name anas-strepera1,"This Anas strepera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,2099-12-31T23:59:59-01:00,anas-strepera1,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anas-strepera1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,achelia assimilis Aquamaps Native 2050 Raster,,Result Product fb38da60-dc93-4390-8ea8-02436b15c1f6,,Result Product Revision Identifier 462d93e6-44f9-43f1-965e-d0cd43dd956b,"This achelia assimilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Medium,,Classification,,462d93e6-44f9-43f1-965e-d0cd43dd956b,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/462d93e6-44f9-43f1-965e-d0cd43dd956b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ancistroteuthis lichtensteini,,Result Product 5938e896-ca26-473d-8831-a2c296349d4a,,Result Product Revision Identifier 01fb569f-ddac-41a8-9fb6-d96abadaa1c6,"This Ancistroteuthis lichtensteini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,Medium,,Classification,,01fb569f-ddac-41a8-9fb6-d96abadaa1c6,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/01fb569f-ddac-41a8-9fb6-d96abadaa1c6,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocepola krusensternii,,Result Product 7793ae55-8d54-4378-94a3-7900bad5d4a1,,Result Product Identifier 7793ae55-8d54-4378-94a3-7900bad5d4a1,"This Acanthocepola krusensternii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,7793ae55-8d54-4378-94a3-7900bad5d4a1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7793ae55-8d54-4378-94a3-7900bad5d4a1,,
2017-11-28T14:35:29.831630,,Person,Classification,2099-12-31T23:59:59-01:00,47.1.5 Orange River Division of FAO Major Area 47,,Result Product 0d97f588-c3b1-498f-9544-c9ff0e406fb3,,Result Product Revision Identifier 8213fefc-1fee-4bc5-9c17-a217a734522e,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,,SimpleLinkEntity,,,Measurement,,Classification,,8213fefc-1fee-4bc5-9c17-a217a734522e,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8213fefc-1fee-4bc5-9c17-a217a734522e,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa lyolepis,,Result Product ee33f7f4-ce0a-42cc-b5fb-665d50d99992,,Result Product Identifier ee33f7f4-ce0a-42cc-b5fb-665d50d99992,"This Anchoa lyolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,ee33f7f4-ce0a-42cc-b5fb-665d50d99992,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ee33f7f4-ce0a-42cc-b5fb-665d50d99992,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Aculeus Aquamaps Native Raster,,Result Product f04581e9-4214-462a-8ce3-a0a253f7f0df,,Result Product Revision Identifier c8fe37ad-fee5-4a5a-9c06-eeb472fdd2f8,"This Acropora Aculeus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,c8fe37ad-fee5-4a5a-9c06-eeb472fdd2f8,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c8fe37ad-fee5-4a5a-9c06-eeb472fdd2f8,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anodontostoma chacunda,,Result Product ab26ebbb-61e0-4e91-bd7d-4c03b67e421f,,Result Product Name anodontostoma-chacunda3,"This Anodontostoma chacunda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Product,,Classification,,anodontostoma-chacunda3,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anodontostoma-chacunda3,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus albipectoralis,,Result Product 6b2e87d0-0513-433a-b6bf-ac2dc25d3374,,Result Product Identifier 6b2e87d0-0513-433a-b6bf-ac2dc25d3374,"This Acanthurus albipectoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,6b2e87d0-0513-433a-b6bf-ac2dc25d3374,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6b2e87d0-0513-433a-b6bf-ac2dc25d3374,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthocardia Aculeata Aquamaps Native Raster,,Result Product c888a565-4d6d-420d-85c7-cd871e8a7818,,Result Product Revision Identifier b8a9edb2-dcb0-40b7-a132-096681063901,"This Acanthocardia Aculeata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,b8a9edb2-dcb0-40b7-a132-096681063901,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b8a9edb2-dcb0-40b7-a132-096681063901,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anodontostoma thailandiae,,Result Product 07b60e58-92f1-4c83-bb88-daf992c0a754,,Result Product Identifier 07b60e58-92f1-4c83-bb88-daf992c0a754,"This Anodontostoma thailandiae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,07b60e58-92f1-4c83-bb88-daf992c0a754,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/07b60e58-92f1-4c83-bb88-daf992c0a754,,
