unknown,postcode,city,house_number
13239679680.0,1059 AV,ROTTERDAM,62
8962674528.0,2497 DA,ZOETERMEER,12
10391614760.0,4818 RB,ROTTERDAM,16
9534676049.0,3051 PT,TILBURG,31
8349674002.0,3076 HC,NUENEN,277
10996676401.0,1647 BT,AMSTERDAM,18
11285671522.0,3011 TT,BERKEL EN RODENRIJS,67
13381676227.0,3862 LC,DRIEHUIS,60
9885674582.0,1181 HR,ROTTERDAM,44
12198673873.0,3038 RB,WOERDEN,67
9271669995.0,3051 JB,LEEUWARDEN,12
10540679741.0,2593 NC,ROTTERDAM,349
11166623816.0,1054 LK,AMSTERDAM,11
10383666574.0,8637 VE,AMSTERDAM,146
10154663558.0,1071 KM,SCHIEDAM,18
11628666834.0,1053 BL,ALKMAAR,228
10261677661.0,1815 CS,BEETSTERZWAAG,8
10393667713.0,6451 AG,LANDSMEER,100
12911668465.0,1078 ME,BARENDRECHT,27
12634676618.0,2636 DA,HAARLEM,61
10614667306.0,5211 PL,UTRECHT,5
8992669387.0,3071 AS,HEEMSTEDE,58
11464622955.0,1272 GC,AMERSFOORT,1
8892665979.0,2545 DP,'S-HERTOGENBOSCH,27
10873670267.0,1054 VP,ROTTERDAM,35
12729612760.0,2496 XX,BERGEIJK,8
9582614736.0,3852 PJ,HAARLEM,5
8033668639.0,3722 ZB,AMERSFOORT,34
8779680550.0,3584 BA,ROTTERDAM,109
10192679762.0,1078 LZ,HAARLEM,54
11030680234.0,1094 KR,'S-GRAVENHAGE,25
10270680512.0,1948 BE,AMSTERDAM,223
10401676454.0,2957 NB,'S-GRAVENHAGE,435
12260673692.0,6049 GC,NIEUWEGEIN,52
10697675836.0,1052 MA,ZUIDWOLDE,82
10118680803.0,1652 CL,ARNHEM,120
12401675906.0,1056 TT,ZAANDIJK,48
13573665701.0,1643 LX,AMSTERDAM,36
11028673618.0,3521 EL,UTRECHT,310
12967678824.0,1422 WR,AMSTERDAM,36
13040675747.0,1733 BB,AMSTERDAM,9
9419680376.0,2134 LL,UTRECHT,372
8806666114.0,6591 TG,BREDA,7
12302664381.0,1078 XT,ROOSENDAAL,78
11976680886.0,4012 BP,OUDERKERK AAN DEN IJSSEL,20
11323680116.0,1079 AB,ZAANDAM,12
13282624758.0,2284 DA,LEIDEN,23
8820624421.0,4661 GA,CAPELLE AAN DEN IJSSEL,60
12748665018.0,1071 BA,AMSTERDAM,109
10545625384.0,2496 XW,ALMERE,16
10890676058.0,4837 BA,'S-HERTOGENBOSCH,23
13362668585.0,3261 PB,AMSTERDAM,15
11932666113.0,8932 EZ,AMSTERDAM,88
13131672252.0,9405 GL,AMSTELVEEN,27
12193675580.0,1018 DS,UTRECHT,12
12390665667.0,3561 JM,ASSENDELFT,29
11375668050.0,1062 KT,AMSTERDAM,46
8599680631.0,9718 MX,ALMERE,9
9984614609.0,9041 AE,UTRECHT,55
10294673909.0,3341 BS,NOORDWIJK,898
11733611552.0,2542 LV,GOUDA,19
13209650382.0,3512 NX,SINT-OEDENRODE,164
10251662873.0,7958 SB,AMSTERDAM,143
8902675007.0,1077 TT,HAARLEM,21
13587679994.0,1401 VR,KROMMENIE,263
10575673905.0,7231 BJ,WEESP,26
9029678884.0,6041 DZ,BEST,21
12845642116.0,5667 ND,UTRECHT,525
9304641986.0,3223 HS,AMSTERDAM,624
10946663748.0,2719 TL,AMSTERDAM,85
12971667841.0,1057 PP,SCHIPLUIDEN,24
9097628185.0,1016 KR,TIEL,31
11759676645.0,1051 HV,ROTTERDAM,141
8018650809.0,2901 KD,LEIDEN,20
10940669640.0,6584 CW,DRACHTEN,22
10467627733.0,1072 KN,ARNHEM,37
9987679827.0,8265 SL,AMSTERDAM,340
10746663851.0,6673 WR,NUMANSDORP,37
10839676950.0,2994 DL,CAPELLE AAN DEN IJSSEL,11
8498677089.0,5224 TX,AMSTERDAM,65
8958680383.0,3331 RJ,VOORBURG,255
9315678015.0,1078 DA,ZAANDAM,15
9667680489.0,1087 KE,MIJDRECHT,99
10282670124.0,3893 HJ,AMSTERDAM,27
12757680865.0,4339 BV,EINDHOVEN,9
12236670224.0,1356 HL,IJSSELSTEIN,43
10307678074.0,1018 CM,ROTTERDAM,27
9408679293.0,1015 KG,HILVERSUM,26
12974678210.0,1363 CG,GRONINGEN,15
8763681002.0,1054 AB,UTRECHT,4
11766665106.0,1076 BK,HALSTEREN,31
10585679026.0,1621 AA,HAARLEM,21
11789651389.0,2801 ZS,'S-GRAVENHAGE,34
12551663750.0,1521 LE,AMSTERDAM,129
10682678170.0,5712 HT,AMSTERDAM,21
8051679095.0,2861 TT,AMSTERDAM,57
12581681005.0,1069 GA,AMSTERDAM,26
13581680016.0,1412 GG,VUGHT,4
11835651313.0,2136 NJ,VOLENDAM,86
9883663241.0,4902 NL,AMSTERDAM,12
9998668695.0,3544 MN,ROTTERDAM,32
9668678071.0,9721 LM,ZEIST,38
8499677561.0,3961 ED,AMSTERDAM,110
12153667809.0,2912 VK,UTRECHT,9
10400675320.0,8043 VH,CAPELLE AAN DEN IJSSEL,11
12171676727.0,1079 EA,LEIDERDORP,130
12038294209.0,4132 VA,MOERGESTEL,5
12465147052.0,1215 KB,ROTTERDAM,40
13027671838.0,3075 LR,IJSSELSTEIN,32
12009667770.0,1062 KS,ROTTERDAM,64
10056679715.0,2941 RH,BEUNINGEN,144
12184677583.0,4261 ZH,AMSTERDAM,25
10919665204.0,1251 LC,STADSKANAAL,22
8668622462.0,1106 VC,AMSTERDAM,129
13388641933.0,1067 XP,NOOTDORP,11
9722671759.0,5233 HE,GELDERMALSEN,70
13133641781.0,7944 RH,AMSTERDAM,32
13158677563.0,3572 JM,AMSTERDAM,379
12532626886.0,3011 RL,AMSTERDAM,340
11367626199.0,3071 MK,UTRECHT,10
8126669177.0,6731 BK,AMSTERDAM,116
13484679815.0,2011 XA,NIEUWEGEIN,19
10093674971.0,1097 BB,'S-GRAVENHAGE,33
12880675888.0,1851 ZS,VOORHOUT,8
8375622396.0,4811 DX,OLDEMARKT,43
8299668912.0,3011 DC,UTRECHT,80
9763613839.0,2253 JW,AMSTERDAM,103
11633678049.0,4817 GV,AMSTERDAM,43
9493666645.0,2121 GT,OSS,6
8968669489.0,2181 CX,GRONINGEN,63
12215678211.0,2225 CP,AMSTERDAM,24
9116674714.0,3581 GH,AMSTERDAM,16
12952678217.0,5038 DC,UITGEEST,17
10880641908.0,2631 WZ,WOERDEN,52
10672621598.0,2134 WN,ZWAAG,10
13288667975.0,2909 SB,BREDA,59
8593664174.0,1111 LR,GOUDA,12
8394669917.0,3991 VE,UTRECHT,2
12139680407.0,3221 LV,ROTTERDAM,42
13107666632.0,1017 CW,AMSTERDAM,237
8231673087.0,1086 XT,ROTTERDAM,469
12237671445.0,7496 PP,ROTTERDAM,67
11972680365.0,4145 KD,ECHT,16
11896670911.0,2807 KZ,'S-GRAVENZANDE,4
11510671628.0,6191 BT,ROTTERDAM,4
13286680842.0,5541 SG,HILVERSUM,14
11506664733.0,2561 DR,CAPELLE AAN DEN IJSSEL,39
11382679836.0,2586 GR,MAASLAND,16
12664668398.0,2982 TL,BREDA,162
10911678202.0,5751 AE,AMSTERDAM,10
8232673242.0,2681 KM,ROTTERDAM,108
11187668046.0,1186 KZ,GRONINGEN,49
8812668360.0,4827 GB,ALMERE,27
8099671950.0,6211 GW,MAARSSEN,14
12522629237.0,1705 JZ,AMSTERDAM,484
10407679176.0,2151 KL,WORMERVEER,30
10730680165.0,3051 TN,DEVENTER,341
10072680824.0,2012 XE,AMSTERDAM,76
11491669493.0,6718 XL,BODEGRAVEN,33
12588629899.0,2331 SV,AMSTERDAM,5
9867681153.0,2275 XV,AMSTERDAM,22
10905665386.0,3118 GK,AMSTERDAM,35
12585680851.0,1339 HS,UTRECHT,6
11403674653.0,2022 CJ,AMSTERDAM,393
10145677227.0,3061 JZ,HOOFDDORP,222
9490675725.0,1062 GC,AMSTERDAM,40
11150640654.0,5241 LG,RHOON,13
9874677367.0,1011 TE,OSS,3
9848677849.0,2026 VH,HAARLEM,121
9877668499.0,1079 VS,ALKMAAR,9
13532679892.0,1102 TS,AMSTERDAM,12
9509668121.0,1054 DJ,ROTTERDAM,40
9340681032.0,3851 MJ,AMSTERDAM,63
13344680637.0,1102 MW,VLAARDINGEN,1
11011674902.0,5653 MH,AMSTERDAM,8
8035676931.0,1186 CE,AMSTERDAM,62
10116624618.0,3732 AP,ALPHEN AAN DEN RIJN,127
11676681066.0,1067 VE,BREDA,83
10520677109.0,1107 TN,UTRECHT,146
11007667361.0,1462 GL,HEERHUGOWAARD,2
12297640012.0,2805 KB,ROTTERDAM,46
10396670024.0,2582 XG,UTRECHT,4
12109680024.0,7943 SG,EEMNES,17
12176677331.0,1902 DK,GRONINGEN,2
8128675482.0,2134 ZK,ZAANDAM,56
9951672466.0,3024 EN,MIJDRECHT,5
12036674519.0,4761 SE,TILBURG,21
13128673651.0,1059 XG,ROOSENDAAL,40
13540674106.0,3067 VH,RENSWOUDE,115
12481674953.0,1183 WT,AALSMEER,32
12801679406.0,5658 ER,UTRECHT,11
9407676114.0,1094 NP,'S-GRAVENHAGE,337
12992622839.0,3522 HK,KROMMENIE,46
9849651683.0,3055 KA,ALMERE,21
9977668141.0,1325 GW,ALMERE,16
10198678020.0,1011 KC,ASSENDELFT,6
8838676076.0,7558 LW,AMSTERDAM,53
8879677464.0,3514 CG,HAARLEM,65
12025668430.0,1441 ZJ,ALMERE-BUITEN,128
11255627187.0,1251 RT,VLEUTEN,91
11899678670.0,1072 GT,HAARLEM,224
10224679663.0,2331 NW,AMSTERDAM,42
12187678219.0,5614 EM,UTRECHT,23
10006623306.0,1082 CJ,AMSTERDAM,16
8775679270.0,3633 AP,AMSTERDAM,21
13334664801.0,2622 LS,AMSTERDAM,11
11920629249.0,3434 BX,AMSTERDAM,6
10892677571.0,1965 TD,WIUWERT,11
9424677085.0,8012 VZ,BREDA,24
12085669549.0,2591 CC,'S-GRAVENAHGE,109
8679662677.0,9727 JT,ROTTERDAM,27
10082679396.0,1825 GR,AMSTERDAM,86
8368671976.0,3067 DT,LEIDERDORP,29
12053663754.0,1544 MK,UTRECHT,47
8944669261.0,1503 JA,VLAARDINGEN,161
12749665018.0,3035 TP,AMSTERDAM,39
8075678644.0,1217 HD,ELBURG,115
11475678496.0,1087 KA,ROTTERDAM,9
12180678406.0,2628 LD,UTRECHT,9
12012676644.0,3055 ZE,AMSTERDAM,110
11750681049.0,3645 WN,'S-GRAVENHAGE,44
8996676729.0,5051 PV,ROTTERDAM,133
10454625893.0,1073 SW,AMSTERDAM,8
10822664976.0,1211 GD,OOSTERHOUT,50
12265668091.0,3708 BJ,EEMNES,15
8262671743.0,7607 JW,THOLEN,134
11623672485.0,2275 BX,AMSTERDAM,24
9578680773.0,5491 CW,ROTTERDAM,62
12313678480.0,4875 AT,AMSTERDAM,1097
8112678163.0,5037 DN,AMSTERDAM,1
11093663483.0,3332 ED,LANDGRAAF,18
9842629921.0,1483 HB,EDE,92
10451676965.0,2901 RA,KWINTSHEUL,106
11529675109.0,1079 BB,UTRECHT,59
12371668349.0,2103 TH,AMSTELVEEN,171
10373622981.0,5708 AT,WOGNUM,8
13592679818.0,3527 CJ,MAARSSEN,205
12470663901.0,3754 NL,MONNICKENDAM,23
8843667300.0,8245 BR,ROTTERDAM,73
11908623753.0,3022 NP,BREDA,67
11538678220.0,1092 VX,AMSTERDAM,266
10349623603.0,3055 GE,VIJFHUIZEN,102
10142640105.0,5551 TM,SCHIPLUIDEN,32
13031672913.0,1077 RJ,PETTEN,71
9795671646.0,7122 KK,HOOFDDORP,208
10684680393.0,3031 BB,AMSTERDAM,17
9307670616.0,2181 WB,AMSTERDAM,52
12264665883.0,3958 CB,ASSENDELFT,12
8881678438.0,1072 SR,ZOETERMEER,27
11043664359.0,3011 ZW,AMSTERDAM,72
8769680268.0,4641 EN,LEEUWARDEN,78
10073680963.0,7462 LA,PAPENDRECHT,40
8868640804.0,1911 LR,AMSTERDAM,46
11755664777.0,1078 HP,OEGSTGEEST,9
10987681045.0,3524 LX,ROGGEL,69
11132651592.0,7615 PX,HILVERSUM,51
12178679940.0,1066 DG,AMERSFOORT,177
11209662763.0,6836 MA,VLEUTEN,12
11099641069.0,1275 CP,DE LIER,68
12325668730.0,3721 CJ,'S-HERTOGENBOSCH,4
12378664633.0,4105 DW,AMSTERDAM,24
9502680798.0,3994 JR,MAASTRICHT,214
10083679426.0,1325 NW,UTRECHT,1
11196667855.0,1078 MH,DIEMEN,14
8103670266.0,1022 KD,ZEIST,67
12835668489.0,3994 GD,AMSTERDAM,6
9526670057.0,1057 VB,EINDHOVEN,31
10420675437.0,2333 AG,ROTTERDAM,9
10993640067.0,1053 EM,CAPELLE AAN DEN IJSSEL,17
11101673520.0,6082 AL,AMSTERDAM,297
9685676362.0,3221 LV,ROTTERDAM,113
12758666156.0,3351 CD,VIJFHUIZEN,34
9008681076.0,3063 CB,HEEMSKERK,427
11924679854.0,1504 NM,AMSTERDAM,14
10402677195.0,1055 NP,BREDA,15
12058625147.0,3025 HK,EDE,4
12640622399.0,1181 BB,HEERHUGOWAARD,13
9022678075.0,8181 EW,VLISSINGEN,54
12289662428.0,2811 KM,UTRECHT,14
10315680238.0,6241 DJ,TETERINGEN,2
12876670058.0,5616 NZ,EINDHOVEN,24
10801661625.0,2941 VK,OLDENZAAL,235
12675675116.0,3512 KW,CAPELLE A/D IJSSEL,37
8291671141.0,2645 LS,CAPELLE AAN DEN IJSSEL,1
10807679771.0,2341 CL,HEEMSKERK,10
8278669942.0,3582 AC,ROTTERDAM,4
9139671104.0,4337 PJ,ROTTERDAM,18
8376622396.0,5223 MV,VOLENDAM,47
11050628775.0,3074 CL,WAALRE,8
11710677819.0,1059 WE,TILBURG,44
10655423076.0,9536 PJ,ALMERE,64
13251678729.0,2595 AE,PURMEREND,118
12477669012.0,1092 AM,PAPENDRECHT,10
11518642284.0,7311 XK,UTRECHT,7
9727669448.0,1215 CN,ZWOLLE,237
12023660609.0,1657 KH,AMSTERDAM,4
9483625851.0,1689 PK,BENNEKOM,36
11513666241.0,1058 HK,UITGEEST,84
11808663564.0,3533 EM,SCHIJNDEL,50
12250675548.0,2404 BM,DE MEERN,73
8649625399.0,3145 NH,ROTTERDAM,328
8926671444.0,3023 BA,AMSTERDAM,1
13356677672.0,3335 EL,ABCOUDE,64
9432678584.0,1069 VJ,'S-GRAVENHAGE,16
10106622867.0,2548 WC,ROTTERDAM,16
11576664937.0,2272 CW,HEEMSTEDE,3
12893674859.0,1391 BG,HAREN,138
8344665112.0,3743 KT,AMSTERDAM,23
12574665208.0,3011 RS,BRIELLE,61
13433674924.0,5688 AG,ROTTERDAM,11
13479678770.0,4811 LN,ZEIST,126
11377669597.0,1566 DW,PAPENDRECHT,13
9878668499.0,3068 SL,BREDA,239
13325678473.0,6228 CN,AMSTELVEEN,28
13572679395.0,1215 HJ,KATWIJK AAN ZEE,184
9864680532.0,2914 RT,BAARN,17
10972675884.0,3564 HT,RIJSWIJK,61
12277679036.0,3222 VK,CAPELLE AAN DEN IJSSEL,134
8792681031.0,2594 CT,ALMERE,10
11360628674.0,3817 BS,AMSTERDAM,12
11679675401.0,2987 RB,ROTTERDAM,21
12136679833.0,1448 KB,BAKHUIZEN,191
10547650315.0,3581 TM,HUIZEN,28
11508670077.0,7621 EB,ARNHEM,4
12332680785.0,1058 LT,AMSTERDAM,10
11550669969.0,2244 BC,AMSTERDAM,119
9985681110.0,2861 EC,AMSTELVEEN,45
8377667173.0,3531 GN,ROTTERDAM,9
10362666596.0,2405 CK,VLAARDINGEN,50
8655598062.0,6825 DG,RIJSWIJK,14
9906680950.0,6641 KS,SCHIN OP GEUL,71
12910668465.0,3011 EW,AMSTERDAM,122
12709623104.0,3523 CA,MEPPEL,41
8424629601.0,3642 CT,OPIJNEN,5
10775675491.0,1075 BZ,HUIZEN,101
13077680559.0,5673 PA,STEIN,690
10036678263.0,3328 AC,'S-GRAVENHAGE,21
9420680397.0,3055 LB,CAPELLE AAN DEN IJSSEL,68
12859677817.0,1689 BJ,AMSTERDAM,206
9920674639.0,2106 CE,UTRECHT,5
10273662538.0,3882 GD,ROTTERDAM,78
13087679387.0,6464 CZ,ALMERE,42
12242663942.0,2982 SJ,TZUM,11
11673680113.0,2225 VA,AMSTERDAM,12
10755675704.0,3522 HP,LEUSDEN,28
10844680241.0,3067 TZ,MAASSLUIS,36
8978676105.0,3036 JE,WOGNUM,2
10999678061.0,3068 HG,AMSTERDAM,20
9173667702.0,1053 LN,LISSE,15
9991662610.0,3632 JM,ENSCHEDE,31
11341678908.0,3295 AH,GRONINGEN,35
9807394041.0,2023 PC,UTRECHT,38
8468629733.0,1521 KD,KRIMPEN A/D IJSSEL,17
12361668955.0,1058 HL,EINDHOVEN,756
8825671392.0,1813 LV,'S-GRAVENHAGE,17
8577650582.0,1069 ZR,WOUDENBERG,11
8745679292.0,4105 VV,AMSTERDAM,1
10080675168.0,1507 TL,LANDSMEER,642
13441679915.0,2771 MK,AMSTERDAM,3
12028677565.0,9721 MK,GORINCHEM,47
12296680960.0,3362 KB,HAARLEM,381
12273677068.0,3034 RL,HILVERSUM,51
10885662957.0,2317 BS,'S-GRAVENHAGE,44
11074442038.0,8243 HT,UTRECHT,128
11477666035.0,3135 XT,DORDRECHT,29
9516667276.0,3137 SE,HARBRINKHOEK,16
11424678212.0,5037 HM,AMSTERDAM,19
8252679366.0,1092 AR,MAARSSEN,25
12597680906.0,1187 EG,NIEUWERKERK A/D IJSSEL,134
8165667298.0,3532 HH,ROTTERDAM,12
9191676563.0,5731 MK,MAASTRICHT,35
9946680854.0,3781 TJ,ALMERE,122
12434671309.0,1608 HK,AMSTERDAM,28
8925671411.0,1017 LR,'S-HERTOGENBOSCH,22
13603680014.0,5616 HJ,AMSTERDAM,12
8502627299.0,5663 TH,BERKHOUT,7
11295675522.0,1081 JD,AMSTERDAM,5
12756678315.0,1087 BN,'S-GRAVENHAGE,6
12304664817.0,1098 SL,ABBENES,237
13534679896.0,5684 NB,ROTTERDAM,55
12246670506.0,6812 DJ,TILBURG,53
13518679424.0,2275 VC,AMSTERDAM,115
8899673774.0,2024 DB,AMSTERDAM,186
11317680476.0,5616 NZ,'S-GRAVENHAGE,200
8390670184.0,7415 ZL,DOORN,61
12282680708.0,3063 NB,BOCHOLTZ,27
11726679157.0,5581 GD,BERGEN,32
11092661520.0,8031 ZT,ZAANDAM,73
11721680415.0,1015 PX,DRUNEN,213
11273681021.0,1972 AS,BROEK OP LANGEDIJK,2
10122674961.0,8637 VV,ZEVENBERGEN,516
8807666114.0,2134 DK,CASTRICUM,9
11931640779.0,3911 GN,MEERSSEN,41
9852680608.0,5245 AT,AMSTERDAM,6
9740611469.0,3811 HA,PURMEREND,49
10171622719.0,3544 AK,KAMERIK,3
8685487120.0,6671 GX,HAARLEM,120
13511679709.0,3124 WB,ZEVENBERGEN,69
9993666272.0,2012 SM,ZWIJNDRECHT,7
9694670196.0,3554 VG,LAREN,78
12472679689.0,1503 KK,LINNE,71
11939677311.0,6031 XV,UTRECHT,152
13284678661.0,2134 DE,AMSTERDAM,35
12662668133.0,1071 CD,NIEUWLEUSEN,494
9790673236.0,2471 XD,AMSTERDAM,181
9980679934.0,5664 PV,'S-GRAVENHAGE,68
9447679922.0,4191 NR,ZEIST,28
12207641334.0,2286 XA,BARENDRECHT,43
8519679951.0,2201 GV,ZEEWOLDE,280
11091670429.0,1695 CH,NIEUWERKERK AAN DEN IJSSEL,96
11349670699.0,3311 JG,AMSTERDAM,111
8941669424.0,3116 HK,AMSTERDAM,1
12442681009.0,1092 XC,SASSENHEIM,34
11330674210.0,1171 SM,LEIDEN,27
11608675565.0,1069 ZZ,NUMANSDORP,66
8686487120.0,8162 PP,LINSCHOTEN,90
12000670372.0,4812 GH,AMSTERDAM,70
11509670664.0,7425 NX,AMSTERDAM,5
12590676862.0,6721 TA,VLEUTEN,33
11541680931.0,1087 NE,BREDA,30
8582671461.0,1448 AA,MONTFOORT,222
11436680166.0,1073 BR,ZEIST,1
12238674536.0,2215 MB,AMSTERDAM,15
10119681038.0,2496 MZ,AMSTERDAM,93
11837664003.0,2202 PT,AMSTERDAM,75
9145668515.0,3067 KT,AMSTERDAM,315
8429662442.0,3201 TK,HOOGMADE,198
9089628299.0,2804 MT,RAALTE,57
9721673326.0,5038 LA,TILBURG,1059
9590624954.0,1076 LR,HELLENDOORN,38
10529625163.0,6122 BN,ROTTERDAM,6
11823679687.0,1171 HK,DEN DOLDER,60
10955669198.0,1181 CE,EINDHOVEN,139
9098669297.0,6952 EZ,GRONINGEN,5
10702676933.0,1971 BJ,ETTEN-LEUR,2
12352681154.0,3818 KS,AMSTERDAM,97
8285679871.0,1055 EK,ARNHEM,34
8173675692.0,2151 CA,HILVERSUM,22
9863676355.0,1051 XG,EINDHOVEN,30
10690675444.0,2152 RG,ROTTERDAM,31
12367680869.0,2803 JX,GOES,25
8290668383.0,2321 KG,ASSEN,78
8430672924.0,1185 GH,AMSTERDAM,20
8923677511.0,2992 PE,OOSTERHOUT,47
11677673458.0,1078 JC,MAARHEEZE,7
10412623376.0,1024 BX,BLEISWIJK,178
10582677210.0,2242 XR,DORDRECHT,1
10914626583.0,1015 VJ,BUSSUM,8
12446671437.0,3117 CR,ROTTERDAM,61
10560674212.0,1363 KD,DEVENTER,153
8691641589.0,1035 JZ,AMSTELVEEN,8
13570679976.0,1181 PG,LEIDEN,153
12549627798.0,1057 NL,GOUDA,90
11117679825.0,1024 MA,CAPELLE AAN DEN IJSSEL,231
13439673108.0,3036 CL,WASSENAAR,456
12557676260.0,6092 NE,AMSTERDAM,491
8890672911.0,8266 KB,BUSSUM,15
8109669069.0,3643 BJ,AMSTERDAM,101
10338675958.0,3971 BA,PUTTERSHOEK,61
10567680282.0,3584 BH,KERK-AVEZAATH,20
10020310085.0,5616 TW,HOUTEN,274
12031674484.0,3621 HS,GAANDEREN,10
10279667360.0,1077 VZ,ROTTERDAM,26
13108667886.0,2274 RH,UDEN,13
10274662538.0,1339 BH,ALMERE,22
13118669579.0,1018 ZA,NIEUWERKERK AAN DEN IJSSEL,59
11240676589.0,1056 JT,'S-GRAVENHAGE,83
11638669918.0,2911 HA,UTRECHT,27
11098641069.0,1131 NK,ZOETERMEER,9
9889612795.0,2811 LX,UTRECHT,1
9559675195.0,1213 ER,DELFGAUW,35
9926617896.0,5508 RB,BOVEN-LEEUWEN,12
10276674724.0,1058 JV,AMSTERDAM,263
11172664731.0,1016 SN,UITHOORN,98
9531675813.0,4461 MC,'S-GRAVENHAGE,86
11164678629.0,7571 BB,'S-GRAVENHAGE,11
10943679620.0,5321 RH,ROTTERDAM,545
11469666840.0,2011 LW,SCHIEDAM,7
12683679253.0,5404 LG,ZWAAG,27
10740666043.0,1941 EB,PURMEREND,2
8086666269.0,1321 SG,AMSTERDAM,14
10717679745.0,1064 MG,AMSTERDAM,11
10212667849.0,1448 TR,LEIDEN,41
12358680929.0,5041 AH,'S-GRAVENHAGE,5
9706611903.0,2711 HM,ALMERE,16
12647670907.0,6861 WK,SCHIEDAM,31
9529675630.0,3941 CR,AMSTERDAM,2
11525669175.0,6824 ML,HENDRIK IDO AMBACHT,285
12677668755.0,2271 HJ,HAARLEM,268
10964676901.0,3825 JH,LEIDSCHENDAM,167
12093672738.0,2051 JR,AMSTELVEEN,46
8069679109.0,1069 MK,ZWAANSHOEK,24
8532680917.0,3448 KH,HENGEVELDE,142
11440650671.0,3034 SX,AMSTERDAM,27
9619679654.0,1059 AW,TUIL,127
9857680837.0,3063 AB,AMSTERDAM,21
12142680549.0,1723 ND,AKERSLOOT,123
9194640619.0,2741 TH,ODIJK,26
9834680861.0,8321 RM,ROTTERDAM,3
13349671695.0,3079 NN,AMSTERDAM,268
9006676710.0,1188 DW,AMSTERDAM,569
13513679806.0,3438 CE,MIJNSHEERENLAND,28
13476678242.0,1035 KJ,HAARLEM,90
9823623640.0,4273 CG,SPEULD,114
10866675508.0,8913 GR,TILBURG,90
9705640895.0,1057 GT,ROTTERDAM,10
11548675601.0,1058 JC,ROTTERDAM,2
10788670665.0,6512 GN,HONSELERSDIJK,28
11248675058.0,1078 KL,BLOEMENDAAL,15
10647623302.0,1472 GL,GRONINGEN,6
10496677216.0,1102 CB,UTRECHT,330
9107640044.0,1121 CT,HAARLEM,169
11210678177.0,1053 XE,HOOFDDORP,12
10425593028.0,8265 HP,ROTTERDAM,101
12705664480.0,3454 DA,ROTTERDAM,18
8496666507.0,8253 LK,AMSTERDAM,53
12316611723.0,3845 JM,NIEUWEGEIN,18
11235665189.0,1654 JX,'S-GRAVENHAGE,11
11560677639.0,5721 PN,AMSTERDAM,23
11042627697.0,1106 EZ,AMERSFOORT,24
12149661642.0,1056 XA,AMSTERDAM,109
9997664084.0,3331 KH,AMSTERDAM,184
12391667899.0,1112 KR,OOSTZAAN,171
12439239054.0,5038 VZ,BUSSUM,31
11927681035.0,3552 EC,DELFT,122
13599679808.0,8017 HT,GRONINGEN,10
10840677003.0,1185 CS,LANDSMEER,26
13416666300.0,4161 BS,KERKRADE,6
13174621331.0,3701 CS,BREDA,8
8488679159.0,1077 NT,ALMERE,8
10737661646.0,3055 GE,BRIELLE,155
10429615985.0,6713 LS,BORGER,25
9709664203.0,2021 BP,HEERHUGOWAARD,15
10504680764.0,1073 TZ,HOOFDDORP,124
9543678630.0,2611 CG,AMSTERDAM,19
8197119253.0,5626 AV,LEENDE,27
12855675228.0,3031 PP,GOUDA,275
8572679655.0,2807 KC,ROTTERDAM,82
12443663474.0,1051 GT,TILBURG,93
9512669564.0,6532 XP,CAPELLE AAN DEN IJSSEL,31
8648625399.0,3732 AM,DUIVEN,42
9467663605.0,2353 EM,GELDROP,83
8360667137.0,3054 GK,ROTTERDAM,34
11225681060.0,1056 PN,AMSTERDAM,11
12534665546.0,2984 ES,'S-GRAVENHAGE,10
10449674087.0,9718 LB,KLOETINGE,6
8973680894.0,1059 AB,AMSTERDAM,28
13037664893.0,1052 VG,'S-GRAVENHAGE,43
11270680836.0,2596 EN,AMSTERDAM,23
13399678874.0,3023 RD,ZUID SCHARWOUDE,18
8943668319.0,2012 EK,UTRECHT,199
10125669470.0,3906 BM,LELYSTAD,11
8539674182.0,1056 PJ,AMSTERDAM,13
11040674223.0,1405 HW,NIJMEGEN,81
10619673857.0,1326 NE,AMSTERDAM,32
8269674048.0,3723 DC,BREDA,118
9365611998.0,3061 JW,ZEVENAAR,16
12916670056.0,3994 KZ,'S-GRAVENHAGE,5
11901668414.0,3079 PM,AMSTERDAM,78
8489679728.0,3059 VK,RIJKEVOORT,16
8999679373.0,3063 PA,LEIDEN,542
10517665825.0,2024 VM,AMSTERDAM,73
11197680401.0,1106 ZC,AMSTERDAM,40
12051651165.0,1333 XX,'S-GRAVENHAGE,45
12796680616.0,1921 CJ,BEEK,9
10053678768.0,2995 XV,GOUDA,129
9274677495.0,6841 KP,AMSTERDAM,23
9907623199.0,1068 RC,HILVERSUM,367
13359627808.0,1082 TT,IJSSELSTEIN,34
13277676109.0,1056 DP,HAARLEM,25
11549669969.0,3135 JP,'S-GRAVENHAGE,23
13583678475.0,3544 TV,GELDROP,56
10881629883.0,8408 CA,AMERSFOORT,27
11052629767.0,1211 HE,VOORBURG,106
8703624172.0,2903 GR,NIEUW VENNEP,206
10932672426.0,2408 PS,ALMERE,35
13576679435.0,2274 RJ,ZANDVOORT,3
10587680389.0,3038 JV,MAASTRICHT,134
11793623840.0,4844 BP,LEIDEN,8
13548679845.0,1011 ED,UTRECHT,25
10374622981.0,1060 TN,AMSTERDAM,71
8981681043.0,5042 RV,AMSTERDAM,10
10227675623.0,3161 DL,OOSTERHOUT,91
