unknown,unknown,unknown,postcode,city,province,country,telephone_nr,telephone_nr,unknown,sbi_description,sbi_description,date,unknown
K37314,Zakenrelatie,Actief,6367 JJ,Wassenaar,Zuid-Holland,Netherlands,038-4231372,0517-392111,Architecten Ext. BNA,,,29-03-2016,internet
2010010832534,Suspect,Actief,3512 XJ,ARNHEM,Noord-Brabant,Netherlands,0316-331845,,Architecten Ext. BNA,,,04-01-2016,internet
K23640,Zakenrelatie,Actief,1175 RM,Esch,Zeeland,Netherlands,0513-625015,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-11-2012,internet
K38821,Zakenrelatie,Actief,1783 JA,Arnhem,Noord-Brabant,Netherlands,070-5119260,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2010,DM cd bestanden
20090529117,Suspect,Actief,6416 EX,Baarn,Noord-Brabant,Netherlands,070-3871810,010-4334950,Architecten Ext. BNA,,,27-06-2011,internet
2010010828794,Zakenrelatie,Actief,9203 PV,Leiden,Zuid-Holland,Netherlands,015-2629156,,Architecten Ext. BNA,,,07-12-2011,DM cd bestanden
K38204,Zakenrelatie,Actief,9781 JB,Borculo,Noord-Holland,Netherlands,020-6276639,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-10-2009,internet
K38216,Zakenrelatie,Actief,3131 ET,Emmen,Noord-Holland,Netherlands,0032-38861809,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-03-2009,internet
1606081130,Zakenrelatie,Actief,3026 GV,Bodegraven,Limburg,Netherlands,0596-573035,,Architecten Ext. BNA,,,23-03-2009,Beurs
2010010832855,Klant,Actief,2104 SV,Boxmeer(Vierlingsbeek),Noord-Holland,Netherlands,020-7890359,,Architecten Ext. BNA,,,23-12-2014,internet
2010010831184,Zakenrelatie,Actief,5512 BA,Amsterdam,,Netherlands,0347-355308,030-7509751,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,Via relatie
1606081097,Zakenrelatie,Actief,B-3001,Meppel,Friesland,Netherlands,0529-481607,0229-599042,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-02-2013,internet
1606081043,Zakenrelatie,Actief,2514 HV,Zevenaar,Zuid-Holland,Netherlands,070-3460934,070-3561260,Architecten Ext. BNA,,,19-12-2007,internet
K38485,Zakenrelatie,Actief,1811 BB,Sittard,Noord-Holland,Netherlands,020-3790932,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2011,internet
2010010827150,Zakenrelatie,Actief,7846 AT,Tiel,Groningen,Netherlands,020-6817817,0413-293306,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,Koude acquisitie
K38516,Zakenrelatie,Actief,3023 ZC,Oudewater,Zuid-Holland,Netherlands,0487-542906,0168-628354,Architecten Ext. BNA,,,28-08-2012,Bouw expresse
2010010830915,Zakenrelatie,Actief,6561 KR,Krommenie,Noord-Holland,Netherlands,0032-50312476,0342-475278,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-01-2012,DM cd bestanden
2010010831273,Zakenrelatie,Actief,4818 PA,BARNEVELD,Noord-Brabant,Netherlands,020-6471881,0032-15730808,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-10-2012,internet
K37688,Klant,Actief,1251 HJ,Harderwijk,Limburg,Netherlands,0522-471819,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-10-2014,internet
2010010828611,Zakenrelatie,Actief,3051 LL,Amsterdam,Groningen,Netherlands,06 49394736,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-10-2012,internet
1606081216,Zakenrelatie,Actief,2272 TT,Rijnsburg,Groningen,Netherlands,06-51756172,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-09-2013,Algemene media
2010010822093,Zakenrelatie,Actief,8606 JA,Rotterdam,Noord-Holland,Netherlands,010-4773770,0521-383314,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-07-2014,baan
2010010830172,Zakenrelatie,Actief,2665 JK,Zandvoort,Gelderland,Netherlands,0481-464638,030-6889913,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
2010010831287,Zakenrelatie,Actief,1086 ZA,Amsterdam,Friesland,Netherlands,030-2322321,020-4223113,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-09-2013,DM cd bestanden
K37990,Zakenrelatie,Actief,1019 AJ,Eersel,Noord-Holland,Netherlands,06-12061259,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-11-2013,DM cd bestanden
2010010829928,Zakenrelatie,Passief,1015 CS,'s-Gravenhage,Zuid-Holland,Netherlands,035-6478496,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-12-2009,Beurs
2010010802173,Zakenrelatie,Actief,1212 AA,'s-Hertogenbosch,Zuid-Holland,Netherlands,343512535,,Architecten Ext. BNA,,,11-02-2015,internet
2010010828508,Zakenrelatie,Actief,2242 ES,Wilnis,Noord-Holland,Netherlands,023-5452213,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
K38128,Zakenrelatie,Actief,3741 GA,Eindhoven,Zeeland,Netherlands,06-49650088,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-02-2012,internet
200907014586,Zakenrelatie,Actief,5644 DA,Roermond,Zuid-Holland,Netherlands,06-16002889,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-10-2012,Beurs
1606080526,Zakenrelatie,Actief,1441 EW,Den Haag,Groningen,Netherlands,010-8404285,043-3255996,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,DM cd bestanden
K21954,Klant,Actief,3776 NC,Lunteren,Gelderland,Netherlands,06-30956469,010-4624264,Architecten Ext. BNA,,,29-03-2016,DM cd bestanden
K38688,Zakenrelatie,Actief,2312 TT,Amersfoort,Zuid-Holland,Netherlands,06-36497632,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-09-2011,internet
K21955,Zakenrelatie,Actief,1076 AV,Werkendam,Noord-Brabant,Netherlands,0492-322049,020-4202681,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010831858,Zakenrelatie,Actief,3065 LE,Antwerpen,Noord-Holland,Netherlands,020-3305871,070-3300998,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-05-2014,Bouw expresse
2010010829104,Suspect,Actief,7241 AK,Helmond,Zuid-Holland,Netherlands,073-5941298,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2015,internet
2010010832824,Suspect,Actief,1017 KE,'s-Hertogenbosch,West-Vlaanderen,Netherlands,020-4082088,(050) 360 38 25,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
2010010827968,Zakenrelatie,Passief,2645 LB,Voorburg,Noord-Holland,Netherlands,078-6489607,0032-16532519,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-08-2009,Internet
2010010832857,Prospect,Actief,4331JX,Moergestel,Noord-Brabant,Netherlands,0516-441929,020-6917255,Architecten Ext. BNA,,,19-10-2012,Beurs
2010010819027,Zakenrelatie,Actief,5627 WD,Wageningen,Noord-Holland,Netherlands,030-2239677,030-6622174,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-07-2010,Internet
2010010832588,Zakenrelatie,Actief,1217 RX,Visvliet,Flevoland,Netherlands,043-3260078,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-09-2009,internet
2010010828435,Zakenrelatie,Actief,1060 TP,Den Haag,Noord-Brabant,Netherlands,0411-643758,024-6752717,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-10-2011,Beurs
K38515,Zakenrelatie,Actief,2611LT,Cruquius,West-Vlaanderen,Netherlands,06-29189908,0594-212519,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2015,internet
K37578,Zakenrelatie,Actief,3612 AH,'S-HERTOGENBOSCH,Noord-Holland,Netherlands,020-6269759,,Architecten Ext. BNA,,,19-12-2007,Telefoon
K22424,Zakenrelatie,Actief,1791 WX,Reeuwijk,Noord-Brabant,Netherlands,035-6914110,,Architecten Ext. BNA,,,19-03-2009,Beurs
2010010830442,Zakenrelatie,Actief,8441 AA,Rotterdam,Zuid-Holland,Netherlands,020-6189570,020-4190210,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-01-2012,internet
2010010828340,Prospect,Actief,1059 BT,De Lier,Utrecht,Netherlands,010-4227222,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
2010010802183,Zakenrelatie,Actief,8423 TR,Haarlem,Zuid-Holland,Netherlands,06-30054216,,Architecten Ext. BNA,,,21-03-2011,DM cd bestanden
2010010828523,Zakenrelatie,Actief,3155 XD,Amsterdam,Gelderland,Netherlands,010-4229495,,Architecten Ext. BNA,,,17-03-2009,internet
K38715,Suspect,Actief,2718 SH,Loppersum,Noord-Holland,Netherlands,0181-664337,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2010,DM cd bestanden
2010010829685,Suspect,Actief,1035 PV,Breda,Zeeland,Netherlands,020-758 3070,0117-308477,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-03-2009,internet
1606082429,Suspect,Actief,4132 BR,Frieschepalen,Zuid-Holland,Netherlands,033-4700303,076-5611537,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2015,DM cd bestanden
2010010829903,Zakenrelatie,Actief,3958 VX,Amsterdam,Gelderland,Netherlands,071-3319003,076-5239349,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,DM cd bestanden
2010010828838,Prospect,Actief,1019 WZ,REEK,Zuid-Holland,Netherlands,0541-352 500,,Architecten Ext. BNA,,,08-04-2009,DM cd bestanden
1606081296,Zakenrelatie,Actief,B-3128,UTRECHT,Gelderland,Netherlands,0113-342747,033-4772000,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-11-2010,internet
2010010831675,Zakenrelatie,Actief,6224 EC,Noordwijk,Zuid-Holland,Netherlands,0492-663482,0182-395878,Architecten Ext. BNA,,,12-11-2015,internet
2010010830275,Zakenrelatie,Actief,4301 JJ,Oosterbeek,Overijssel,Netherlands,0321-386220,0182-378340,Architecten Ext. BNA,,,27-01-2015,internet
K38758,Zakenrelatie,Actief,3026 GV,Zenderen,,Netherlands,010-4186946,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,DM cd bestanden
K38219,Zakenrelatie,Actief,5308 JE,ZUIDLAND,Noord-Holland,Netherlands,040-2920507,077-3548678,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2015,E-mail
2010010829392,Zakenrelatie,Actief,7731 GG,Maastricht,Zuid-Holland,Netherlands,024 3777313�,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-01-2014,DM cd bestanden
2010010832872,Zakenrelatie,Actief,2518 AD,Houten,Noord-Brabant,Netherlands,088-0085380,035-7852129,Architecten Ext. BNA,,,14-01-2013,baan
1606082428,Zakenrelatie,Actief,3765 GC,'s-Gravenhage,Limburg,Netherlands,043-3625996,0187-470716,Architecten Ext. BNA,,,19-03-2012,baan
2010010831251,Klant,Actief,1046 AW,ROOSENDAAL,Flevoland,Netherlands,020-4223711,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-08-2011,internet
K38882,Zakenrelatie,Actief,8561 BC,Amsterdam,Vlaams Brabant,Netherlands,+32-16443733,020-7889911,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-06-2014,internet
2010010827779,Zakenrelatie,Actief,1015 HD,Oosterwolde,Utrecht,Netherlands,020-3141111,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-10-2014,DM cd bestanden
K38166,Zakenrelatie,Actief,1689 LG,Sassenheim,Utrecht,Netherlands,0570-613291,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2012,DM cd bestanden
2010010832823,Zakenrelatie,Actief,3442 AP,AMSTERDAM,Noord-Brabant,Netherlands,06-16580464,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-10-2015,internet
2010010829974,Zakenrelatie,Actief,6811 KA,BEEKBERGEN,Noord-Holland,Netherlands,071-3417733,0032-15714643,Architecten Ext. BNA,,,26-03-2014,internet
1606081111,Zakenrelatie,Actief,3071 KB,Zeist,Noord-Brabant,Netherlands,076-5227837,040-2111163,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-01-2009,internet
2010010831834,Zakenrelatie,Actief,3583 BR,Amersfoort,Noord-Brabant,Netherlands,070-3632952,024-6775058,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-05-2008,internet
1606081384,Suspect,Actief,6523 KW,Leiden,Noord-Brabant,Netherlands,0226-399976,,Architecten Ext. BNA,,,17-04-2008,internet
2010010830133,Zakenrelatie,Actief,4117 GH,Gouda,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,,,15-01-2016,internet
2010010829338,Zakenrelatie,Actief,1065 TN,Amsterdam,Friesland,Netherlands,06-25255596,,Architecten Ext. BNA,,,29-07-2010,internet
2010010832877,Zakenrelatie,Actief,8911 GT,Eindhoven,Gelderland,Netherlands,0174-417810,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-05-2010,Beurs
K24389,Zakenrelatie,Actief,2984 AB,'s-Hertogenbosch,Gelderland,Netherlands,020-5553666,015 - 215 9319,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-04-2011,internet
K39761,Zakenrelatie,Actief,5216 GN,Delft,Utrecht,Netherlands,0413-251073,020-4197553,Architecten Ext. BNA,,,14-10-2013,DM cd bestanden
K38234,Suspect,Actief,1671 GD,Rotterdam,Noord-Brabant,Netherlands,06-53958533,020-6240806,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,DM cd bestanden
2010010831346,Suspect,Actief,2584 TX,Amsterdam,Zuid-Holland,Netherlands,030 296 40 60,,Architecten Ext. BNA,,,05-11-2015,DM cd bestanden
2010010832849,Zakenrelatie,Actief,B-9000,Den Haag,Noord-Holland,Netherlands,040-2938400,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2010,internet
2010010831283,Zakenrelatie,Actief,1796 AC,Amsterdam,Noord-Holland,Netherlands,06-21291625,070-3460083,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,04-07-2011,DM cd bestanden
200907014230,Zakenrelatie,Actief,1011 AC,VEENENDAAL,Noord-Brabant,Netherlands,010-5190078,,Architecten Ext. BNA,,,11-01-2016,Beurs
2010010832197,Zakenrelatie,Actief,3024 AK,Deventer,Noord-Holland,Netherlands,0591-659028,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,internet
2010010827602,Zakenrelatie,Actief,2741 LB,Amsterdam,Zuid-Holland,Netherlands,071-5149957,,Architecten Ext. BNA,,,15-12-2009,internet
1606081165,Klant,Actief,6017 AG,Huizen,Overijssel,Netherlands,020-6757788,026-4424482,Architecten Ext. BNA,,,21-05-2015,DM cd bestanden
K37907,Suspect,Actief,9982 HG,Enter,,Netherlands,06-21276432,074-2659967,Architecten Ext. BNA,,,16-11-2015,internet
1606080897,Suspect,Actief,1815 GD,AMSTERDAM,Noord-Holland,Netherlands,06-18679772,0222-316663,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-06-2011,internet
K38934,Zakenrelatie,Actief,1021 JT,Den Haag,Noord-Holland,Netherlands,0594-613889,,Architecten Ext. BNA,,,27-08-2012,internet
2010010832242,Zakenrelatie,Actief,4854 ER,CAPELLE AAN DEN IJSSEL,Zuid-Holland,Netherlands,06-11104783,024-3883053,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2011,baan
2010010829496,Zakenrelatie,Actief,3051 ER,Veldhoven,Noord-Brabant,Netherlands,015 212 33 78,020-4280111,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-12-2013,internet
K38235,Zakenrelatie,Actief,2564 VE,Rotterdam,Noord-Holland,Netherlands,0223-623237,040-2223224,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,baan
2010010822470,Prospect,Actief,1410 AA,Amsterdam,Zuid-Holland,Netherlands,072-5126855,,Architecten Ext. BNA,,,23-07-2010,DM cd bestanden
2010010832698,Suspect,Actief,2614 GR,Kampen,Noord-Holland,Netherlands,0492-524427,,Architecten Ext. BNA,,,19-12-2007,DM cd bestanden
1606081206,Zakenrelatie,Actief,3011 RR,Heeswijk-Dinther,Noord-Holland,Netherlands,06-41361776,0487-542084,Architecten Ext. BNA,,,15-01-2016,internet
1606080333,Zakenrelatie,Actief,186 1CL,Slochteren,Noord-Holland,Netherlands,06-53413015,050-5370276,Architecten Ext. BNA,,,29-11-2010,baan
1606081133,Zakenrelatie,Actief,2313 KB,Aalten,Noord-Holland,Netherlands,072-5337485,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-10-2011,internet
2010010831249,Zakenrelatie,Actief,1398 AB,Berltsum,Zuid-Holland,Netherlands,0294-412743,,Architecten Ext. BNA,,,19-12-2007,internet
2010010829857,Zakenrelatie,Actief,1115 AD,Amsterdam,Noord-Holland,Netherlands,020-3208486,,Architecten Ext. BNA,,,19-10-2009,internet
2010010827085,Zakenrelatie,Actief,6525 AJ,Den Haag,Noord-Holland,Netherlands,0164-236769,023-5274271,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,Koude acquisitie
2010010831441,Zakenrelatie,Actief,2591 VK,Eindhoven,Utrecht,Netherlands,073-5220306,,Architecten Ext. BNA,,,24-09-2012,DM cd bestanden
K38809,Zakenrelatie,Actief,1013 TE,Den Haag,Zuid-Holland,Netherlands,015-2136843,,Architecten Ext. BNA,,,19-12-2012,internet
K23251,Zakenrelatie,Actief,3032 PM,'s-Gravenhage,Zuid-Holland,Belgium,0575-846052,046-4379181,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,DM cd bestanden
K38367,Suspect,Actief,7311 CD,Noord-Beveland (Kortgene),Noord-Holland,Netherlands,010-2060222,,Architecten Ext. BNA,,,29-03-2016,DM cd bestanden
1606081445,Zakenrelatie,Actief,2611 VK,Utrecht,Noord-Brabant,Netherlands,076-5142362,0172-631759,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-03-2011,DM cd bestanden
1606082088,Zakenrelatie,Actief,8574 TR,Rotterdam,Noord-Brabant,Germany,0486-420101,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,internet
2010010830218,Zakenrelatie,Actief,3524 SL,Rotterdam,Friesland,Netherlands,020-3141197,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-07-2012,internet
K38640,Zakenrelatie,Actief,2371 SH,Tegelen,Zuid-Holland,Netherlands,043 326 1356,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-04-2014,DM cd bestanden
1606080311,Suspect,Actief,5563 BH,Leiden,Noord-Holland,Netherlands,075-6162421,0481-465464,Architecten Ext. BNA,,,24-08-2012,internet
1606081375,Zakenrelatie,Actief,1016 RA,Zeewolde,Noord-Brabant,Netherlands,06-24922971,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-12-2011,internet
2010010832587,Zakenrelatie,Actief,8212 AJ,Driebergen-Rijsenburg,Zuid-Holland,Netherlands,040-2075646,,Architecten Ext. BNA,,,11-07-2014,DM cd bestanden
2010010802182,Suspect,Actief,4812 XH,Eindhoven,Zuid-Holland,Germany,06-16476901,020-6683669,Architecten Ext. BNA,,,12-07-2012,internet
2010010829804,Prospect,Actief,5427 SK,Amsterdam,Noord-Brabant,Netherlands,0162-315451,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-02-2015,DM cd bestanden
K21844,Zakenrelatie,Actief,9421 PG,Hilversum,Friesland,Netherlands,040-8200990,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
2010010829727,Zakenrelatie,Actief,3906 EE,Janum,Noord-Holland,Netherlands,06-40780563,023-5291722,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,internet
1606081255,Zakenrelatie,Actief,9843 AC,Voorburg,Zuid-Holland,Netherlands,010-7890300,0495-431832,Architecten Ext. BNA,,,24-11-2015,Beurs
K38364,Zakenrelatie,Actief,3931 JA,Utrecht,Noord-Brabant,Netherlands,06-30602800,,Architecten Ext. BNA,,,01-03-2010,baan
2010010832784,Suspect,Actief,3032 CM,Steenwijk,Zuid-Holland,Netherlands,06-24517759,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-02-2015,internet
1606081125,Zakenrelatie,Actief,3062 ZL,Amsterdam,Utrecht,Netherlands,010-4657977,010-4182953,Architecten Ext. BNA,,,16-07-2012,DM cd bestanden
K21740,Zakenrelatie,Actief,6741 GB,Gorinchem,Noord-Brabant,Netherlands,06-54311363,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-06-2015,internet
K37795,Zakenrelatie,Actief,3211 AT,Hurdegaryo,Gelderland,Netherlands,026-3555233,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-01-2016,internet
K38956,Zakenrelatie,Actief,1025 GD,Helmond,Gelderland,Netherlands,078-6999222,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-07-2010,internet
2010010830141,Zakenrelatie,Actief,4283 GW,Amsterdam,Noord-Holland,Netherlands,0161-491814,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-11-2015,DM cd bestanden
2010010832770,Zakenrelatie,Actief,6166 GR,Sneek,Utrecht,Netherlands,023-5310616,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-12-2010,internet
2010010831999,Zakenrelatie,Actief,7521 PA,Amsterdam,Zuid-Holland,Netherlands,050-5891919,073-5478716,Architecten Ext. BNA,,,29-07-2010,DM cd bestanden
K21651,Zakenrelatie,Actief,2281 CX,Oirschot,Noord-Brabant,Netherlands,070-5112740,,Architecten Ext. BNA,,,13-06-2012,DM cd bestanden
2010010832875,Zakenrelatie,Actief,1759 NC,Zwolle,Zuid-Holland,Netherlands,06-44440127,072 -5115311,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-02-2011,internet
2010010828073,Zakenrelatie,Actief,3311 ER,Hengelo,Overijssel,Netherlands,015-2622411,046-4525065,Architecten Ext. BNA,,,26-08-2009,Koude acquisitie
2010010830767,Zakenrelatie,Actief,3735 KV,Den Haag,Flevoland,Netherlands,020-4121671,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-02-2013,internet
2010010827720,Zakenrelatie,Actief,2497 GA,Vroomshoop,Noord-Holland,Netherlands,046-4859307,0512 - 540382,Architecten Ext. BNA,,,19-02-2009,DM cd bestanden
2010010827374,Zakenrelatie,Actief,5481 AJ,AMSTERDAM,Noord-Holland,Netherlands,040-2833636,,Architecten Ext. BNA,,,19-12-2007,DM cd bestanden
2010010831399,Zakenrelatie,Actief,3247 GC,Haarlem,Noord-Brabant,Netherlands,043-3655536,0513-412615,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-01-2012,DM cd bestanden
1606081131,Zakenrelatie,Actief,4714 RA,Yerseke,Zuid-Holland,Netherlands,06-26326132,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-09-2015,internet
K21961,Suspect,Actief,1052 BB,Utrecht,Limburg,Netherlands,015-2134069,033-4622249,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-02-2013,internet
1606081670,Zakenrelatie,Actief,5615 CJ,Alphen aan den Rijn,Utrecht,Netherlands,06-14333435,0342-493300,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-07-2012,internet
1606082480,Suspect,Actief,3892 XA,'s-Gravenhage,Limburg,Netherlands,0343-453636,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,internet
1606080919,Zakenrelatie,Actief,6512 AD,Maarssen,Noord-Holland,Netherlands,024-3781125,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2014,Koude acquisitie
2010010831349,Suspect,Actief,7411 SK,Putten,Zuid-Holland,Netherlands,072-5111393,0059-9370243,Architecten Ext. BNA,,,16-11-2009,internet
2010010830618,Zakenrelatie,Passief,1077 ZX,Cromvoirt,Utrecht,Netherlands,050-5262442,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-03-2012,Internet
2010010831536,Zakenrelatie,Actief,9451 HH,Haarlem,Friesland,Netherlands,023-5410550,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-06-2014,Telefoon
2010010814900,Zakenrelatie,Actief,1906 BG,Rotterdam,,Netherlands,0032-15249427,076-5309082,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-12-2010,internet
2010010817852,Zakenrelatie,Actief,1911 MX,Drechterland,Zuid-Holland,Netherlands,0521-383338,0174-515116,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2011,DM cd bestanden
1606081402,Zakenrelatie,Actief,D-50935,Rotterdam,Noord-Holland,Netherlands,035-6284044,084-7435883,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
2010010829494,Zakenrelatie,Actief,1625 NK,Zevenhuizen,Noord-Holland,Netherlands,070-3686300,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2010,internet
1606081192,Zakenrelatie,Actief,1019 AG,De Koog,Zuid-Holland,Netherlands,030-2523719,,Architecten Ext. BNA,,,19-12-2007,internet
2010010831393,Zakenrelatie,Actief,9244 CN,Amsterdam,Zuid-Holland,Netherlands,020-5353737,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-07-2014,internet
1606082524,Zakenrelatie,Actief,B-1880,Leiden,Gelderland,Netherlands,088-6394600,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-09-2013,DM cd bestanden
2010010822450,Zakenrelatie,Actief,3524 RZ,'s-Gravenhage,Overijssel,Netherlands,0263-791683,,Architecten Ext. BNA,,,14-10-2011,DM cd bestanden
1606082835,Zakenrelatie,Actief,6828 HZ,Amsterdam,Noord-Holland,Netherlands,058-2660022,020-6261949,Architecten Ext. BNA,,,23-04-2012,DM cd bestanden
2010010829884,Zakenrelatie,Actief,1181 VN,Washington DC,Noord-Holland,Netherlands,06-55388458,026-3641211,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,DM cd bestanden
2010010832566,Zakenrelatie,Actief,1011 CM,Amsterdam,Gelderland,Netherlands,033-7370043,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-05-2014,baan
2010010832878,Zakenrelatie,Actief,1098 AT,Amsterdam,Noord-Holland,Belgium,0115-451461,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
2010010827246,Zakenrelatie,Actief,1019 BM,Arnhem,Friesland,Netherlands,06 46440881,047-5537565,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2014,internet
1606080472,Zakenrelatie,Actief,3985 RG,EDE GLD,Friesland,Netherlands,0180-631329,,Architecten Ext. BNA,,,13-02-2015,DM cd bestanden
