unknown,date,country,postcode,city,country,postcode,city,unknown,unknown
,09-12-16,NL,3000 AX,LEUSDEN,NL,,MAARSSEN,D - Nog te controleren,SICLAR00
309359.0,,NL,3766 LS,ELST (GLD),NL,3812 SX,,D - Nog te controleren,GALBUS00
,,NL,3506 GE,BLARICUM,,,,,JANBUS00
318723.0,09-12-16,,3860 BB,ROSMALEN,,1326 GJ,ZEIST,D - Nog te controleren,GIDELS02
318478.0,,,3508 AA,AMSTERDAM,NL,,AMERSFOORT,,TREAMS00
,09-12-16,NL,4800 CG,KAMPEN,NL,3504 AA,,D - Nog te controleren,
,09-12-16,,3508 AA,Groningen,NL,,,D - Nog te controleren,UMCUTR00
320164.0,,NL,3818LE,UTRECHT,NL,3430 DC,WEERT,D - Nog te controleren,COUKRI00
,09-12-16,NL,3503 RD,DIEMEN,NL,3508 AA,DEN DOLDER,,
,,NL,2288EA,820 15 BRATISLAVA,NL,3508 AA,,,MECEEM00
,,,3417 XT,UTRECHT,NL,,DEN HAAG,D - Nog te controleren,
,09-12-16,NL,3800 AS,ZUTPHEN,NL,,,,
,,NL,1019HE,UTRECHT,NL,6710 CB,81679 MUNCHEN,,ELGNIE00
,09-12-16,NL,3581CC,AMSTERDAM,,2501 HS,,D - Nog te controleren,
318589.0,09-12-16,NL,6021 PZ,UTRECHT,NL,3927 DA,OOSTERBEEK,,
319889.0,09-12-16,GB,3508 AA,DEN HAAG,NL,,,,
,09-12-16,NL,3508 AA,Venlo,NL,3528 BG,,,TWYAME00
,,NL,1401 CG,UTRECHT,BE,2964 AJ,BUNNIK,D - Nog te controleren,
320961.0,09-12-16,,3506GH,NIEUWEGEIN,NL,4063 CR,,,BEHGEL00
320929.0,09-12-16,NL,1222 AA,UTRECHT,,1117 ZT,,D - Nog te controleren,BALAMS00
,,NL,1077AS,BOSCH EN DUIN,NL,,,,
315400.0,09-12-16,,3503RG,AMERSFOORT,NL,,BILTHOVEN,E - Niet meer actief,ISAZWO01
317003.0,,,9610 AB,BUDEL,,,UTRECHT,,SERLIS00
,09-12-16,NL,5215EK,ROOSENDAAL,NL,5550 AB,,D - Nog te controleren,AREDEL00
,,FR,6800 TA,GERWEN,NL,1191 WK,,D - Nog te controleren,AEGDEN01
183635.0,09-12-16,NL,4800MA,ALMERE,,1017 XK,UTRECHT,D - Nog te controleren,KFAUTR00
,,NL,4112 PD,DE BILT,,,,E - Niet meer actief,ZUIUTR01
319076.0,09-12-16,NL,3502 GE,VIANEN,NL,1531 AD,UTRECHT,D - Nog te controleren,
320664.0,,,3523SJ,WAARDENBURG,NL,,IJSSELSTEIN,D - Nog te controleren,
319374.0,,,3941 MT,UTRECHT,,3605 MA,,D - Nog te controleren,PROUTR01
182630.0,,NL,6921GT,NAARDEN,NL,,,,
309547.0,,NL,3508 AA,ARNHEM,NL,2015 HM,UTRECHT,,AEGDEN04
,,NL,3006AB,ROTTERDAM,NL,3791 NE,UTRECHT,D - Nog te controleren,FUNEDE00
319834.0,09-12-16,NL,2500 BG,MONTFOORT,,3401 VA,,,STIUTR05
316666.0,09-12-16,,3821 AD,UTRECHT,,,,E - Niet meer actief,
,,NL,1301AA,Amsterdam,,1412 HP,,,
,,,3771 BA,VEENENDAAL,NL,6700 AJ,ROTTERDAM,D - Nog te controleren,
43.0,09-12-16,NL,3501 DE,VEGHEL,,2800 AA,AMSTERDAM,,PHAUTR24
,,,1251 RD,AMSTERDAM,,,,,
,09-12-16,,2851 ZD,WADDINXVEEN,,,ZEIST,,GRAD2000
319635.0,09-12-16,NL,3515 GA,DRIEBERGEN,NL,1322 CK,AMSTERDAM,E - Niet meer actief,FID59700
,09-12-16,NL,3430 AA,BILTHOVEN,NL,3508 AA,UTRECHT,D - Nog te controleren,BUNMIL00
320382.0,09-12-16,NL,3508 AA,AMSTERDAM,,3508 AA,ZWOLLE,,
,09-12-16,NL,3508 AA,UTRECHT,NL,5450 AA,,D - Nog te controleren,RENHOO00
312366.0,09-12-16,,3584AA,UTRECHT,NL,,,,DANRIJ00
315058.0,,IE,5605 KM,DEN HAAG,NL,,,D - Nog te controleren,
319291.0,,,2120BA,ROTTERDAM,IN,,UTRECHT,,GEMAMS00
,09-12-16,,3417 XT,DOORN,FR,3508 AA,AMSTERDAM,E - Niet meer actief,ADEAMS00
320682.0,09-12-16,,3981 HH,Molenhoek,NL,,TWELLO,D - Nog te controleren,ACABIL00
306015.0,09-12-16,,1059VM,'S-HERTOGENBOSCH,NL,3582 EP,BAARN,D - Nog te controleren,
320403.0,,NL,,UTRECHT,,5200 BZ,ALMERE,D - Nog te controleren,INTTIL00
,09-12-16,,3528 BR,ALMERE,,,,D - Nog te controleren,
,,,3247BW,VEGHEL,NL,,,,LIFLIJ00
,09-12-16,NL,3818LA,TRICHT,,0,UTRECHT,D - Nog te controleren,KLOHAR00
314231.0,,IT,3990GE,Culemborg,,3508 AA,,D - Nog te controleren,
318099.0,09-12-16,NL,3544 CX,UTRECHT,,3066 XB,AMERSFOORT,,ROCAMS00
319392.0,09-12-16,NL,0,ARNHEM,,,UTRECHT,D - Nog te controleren,JUMMAA00
315453.0,09-12-16,NL,1105BJ,HAARLEM,NL,1617 AV,,D - Nog te controleren,EKBEIN00
,09-12-16,,3811 GR,UTRECHT,,,,E - Niet meer actief,
319489.0,,,1017 XK,VEENENDAAL,,0,,E - Niet meer actief,MRLUTR00
,,NL,1406NZ,ROTTERDAM,NL,2302 BC,DOORN,,TCNUTR21
,09-12-16,NL,7900RP,MUIDEN,,3712 AW,UTRECHT,,SCHSCH02
,09-12-16,,3508 AA,LEEUWARDEN,,1102 CT,,D - Nog te controleren,
,,NL,3461 HV,Tilburg,,5521 BA,UTRECHT,,BSMBRE00
,,NL,5211WS,Geldrop,NL,4112 PD,BREUKELEN,,SRMNIJ00
,,NL,3730 AG,VENLO,,,ZEIST,D - Nog te controleren,ASNDEN01
318982.0,,,5528 NA,Utrecht,NL,,AMSTERDAM,D - Nog te controleren,
,09-12-16,NL,3508 AA,Amsterdam,NL,,,,MRMUTR01
316942.0,09-12-16,,3829 EC,AMERSFOORT,FR,3512 LM,UTRECHT,D - Nog te controleren,VANROT00
,,NL,1800 AJ,GOUDA,NL,0,,E - Niet meer actief,
,,,1017BV,Hoevelaken,NL,,UTRECHT,,
320905.0,,NL,2514LH,TIEL,NL,,50144 FIRENZE,,SALD-600
313519.0,09-12-16,,1081 GC,AMSTERDAM Z-O,NL,,VEENENDAAL,,BOSMAU00
320268.0,,,2501 EC,SOEST,,3700 AA,AMSTERDAM,E - Niet meer actief,
320336.0,,,1014AG,AMSTELVEEN,NL,1096 AT,AMSTERDAM,E - Niet meer actief,VIVUTR00
317121.0,,NL,7200 AB,ROTTERDAM,NL,,NIEUWEGEIN,D - Nog te controleren,
320893.0,09-12-16,,2000AK,SCHIEDAM,,1059 VM,AMSTERDAM,,SIGUTR01
,,DE,8911 AD,AMSTERDAM,,,,D - Nog te controleren,HOLZWO00
,,NL,3730 AE,D-20249 HAMBURG,NL,3551 GN,UTRECHT,D - Nog te controleren,
319059.0,09-12-16,NL,3720 AN,92130ISSY LES MOULINEAUX,NL,7570 AE,,D - Nog te controleren,
315600.0,09-12-16,NL,1077ZX,MOERDIJK,NL,3508 AA,UTRECHT,E - Niet meer actief,AUTUTR04
316936.0,09-12-16,,7550AM,Den Bosch,,,LEIDEN,,
320718.0,09-12-16,,6957 DS,LISSE,NL,,,D - Nog te controleren,ZURDEN00
,,NL,3508 AA,Utrecht,NL,,83-200 STAROGARD GDANSKI,D - Nog te controleren,BREUTR00
319250.0,,,7004 DX,AMSTERDAM,NL,4782 SB,AMSTERDAM,D - Nog te controleren,
319537.0,09-12-16,,1906 BX,AMERSFOORT,,1398 CR,,D - Nog te controleren,SUPFIJ00
320464.0,,,1071 DJ,Rotterdam,NL,1018 GN,,D - Nog te controleren,HOECUL00
,09-12-16,,3451 BL,UTRECHT,NL,3508 AA,,D - Nog te controleren,MEIUTR00
314722.0,09-12-16,,3812 EA,BUDEL,,,7110 HOUDENG-AIMERIES,D - Nog te controleren,BENLIN00
319552.0,,NL,2861 ET,Amsterdam,,,,,KLMLUC02
320722.0,,,3542 DT,Naarden,,6020 AC,EC4Y 0DJ LONDON,D - Nog te controleren,LEEUTR00
318477.0,09-12-16,,3769 AG,Vught,NL,7772 ZJ,HUIZEN,D - Nog te controleren,HENVEE02
319276.0,09-12-16,,3067GR,UTRECHT,,8271 BM,ALKMAAR,D - Nog te controleren,TRAEC100
320189.0,09-12-16,,5240 AL,AMSTERDAM,,3500 GB,,,
316548.0,,NL,1270 AA,Hilversum,,2390 AB,,,
,,NL,3453 RN,UTRECHT,NL,2501 AC,,D - Nog te controleren,
318253.0,09-12-16,NL,,DEVENTER,NL,,ELST (GLD),D - Nog te controleren,
320010.0,09-12-16,NL,1000AD,BIDDINGHUIZEN,,6842 CT,,D - Nog te controleren,VANVIE00
320730.0,,NL,3990 GH,MONTFOORT,,3900 AW,,D - Nog te controleren,ALDCUL01
317892.0,09-12-16,NL,5855EA,SCHIPHOL,NL,3508 AA,UTRECHT,,
316308.0,,NL,1007 MB,Sint Michielsgestel,,,MAARSSEN,D - Nog te controleren,
307733.0,09-12-16,,3508 AA,AMSTERDAM,NL,1391 BJ,ELST,D - Nog te controleren,
,,NL,1506MA,UTRECHT,NL,,,D - Nog te controleren,HACLEI00
,,NL,3606 AZ,HEDEL,,5605 KM,UTRECHT,D - Nog te controleren,HJHZEI06
317574.0,,,1016 GD,Velp,NL,3900 AM,D-28279 BREMEN,,CHA51100
320212.0,09-12-16,NL,1186DM,AMSTERDAM,,3508 AA,,,KLMSCH01
320874.0,09-12-16,NL,1181RM,UTRECHT,,7320 AC,AMERSFOORT,D - Nog te controleren,VANBLA00
,09-12-16,NL,6160AB,UTRECHT,NL,3811 MA,,,FNVWOE00
316478.0,09-12-16,,3447GN,UTRECHT,,,,D - Nog te controleren,WESHIL00
,09-12-16,,3508 AA,UTRECHT,,3500 AX,BUSSUM,,KOOUTR10
,,NL,2500 EH,ZEIST,,5200 BT,UTRECHT,D - Nog te controleren,CSADOE00
320078.0,09-12-16,,3817 HA,HAELEN,NL,,,E - Niet meer actief,MARBIL00
320428.0,09-12-16,,3700 AT,DEN HAAG,,0,,D - Nog te controleren,
315320.0,09-12-16,NL,1119 RB,UTRECHT,,,UTRECHT,,
320726.0,,NL,1130AD,BUNNIK,,3646 AA,,,AGYLAA00
,09-12-16,,0,Schiphol Airport,NL,3800 BB,BUSSUM,D - Nog te controleren,
318616.0,09-12-16,NL,3502 LB,AALTEN,,,UTRECHT,D - Nog te controleren,HABHOU00
320517.0,09-12-16,,1000 BV,LEIDEN,AU,,HILVERSUM,D - Nog te controleren,KROUTR02
,,NL,3508 AA,1213 PETIT LANCY/GENEVE,,3502 GD,,,PLUWEZ00
317889.0,,NL,0,Amsterdam,NL,1013 RR,,D - Nog te controleren,D-DENK00
317837.0,,,3503 RD,BUSSUM,FR,3505 AA,SOEST,D - Nog te controleren,
320443.0,,NL,7600 AE,DUBLIN 18 D18XH79,NL,2583 WH,"UK, TQ9 5EW",D - Nog te controleren,LAPAME00
315005.0,,,1075HP,BUNSCHOTEN,,0,,,STIUTR17
,,,3581CS,UTRECHT,,3431 LZ,UTRECHT,D - Nog te controleren,
314976.0,09-12-16,,3417JH,ZEIST,NL,5340 AD,TIENHOVEN UTRECHT,,KROUTR06
320394.0,09-12-16,,3508 AA,WOERDEN,NL,,,,
311261.0,09-12-16,,3743 CB,UTRECHT,,3512 XR,UTRECHT,D - Nog te controleren,
319465.0,,,1082LZ,MAARSSEN,NL,3430 BE,CH-8002 ZURICH,D - Nog te controleren,SECBAD01
320844.0,,NL,1018LL,ZAANDAM,NL,3446 JL,,,VANUTR05
,,NL,6800SB,Rosmalen,NL,,UTRECHT,D - Nog te controleren,
,09-12-16,,2280 GE,DEN HAAG,HU,3508 AA,UTRECHT,,PALBER00
,09-12-16,NL,1009DC,UTRECHT,NL,6503 GR,,,
320761.0,,NL,3730 AC,LUCHTHAVEN SCHIPHOL,NL,,HOUTEN,D - Nog te controleren,ANW65500
320386.0,09-12-16,,3431CG,BUSSUM,,3732 HC,,D - Nog te controleren,
320467.0,,,3000AC,DE LIER,NL,,UTRECHT,D - Nog te controleren,KNHERM00
,09-12-16,,3508 AA,UTRECHT,,,AMERSFOORT,,
,09-12-16,,3439 LG,EINDHOVEN,,8014 LP,ZEIST,D - Nog te controleren,COSUTR03
320879.0,09-12-16,,6700AE,AMERSFOORT,NL,3751 LK,,D - Nog te controleren,TCNUTR09
315109.0,09-12-16,NL,3544 TR,Hoofddorp,,,"WILLEMSTAD, CURACAO",D - Nog te controleren,ALLNIE00
315871.0,,,2132HN,LEIDEN,,,,D - Nog te controleren,KWAZEI00
320157.0,,NL,1217JC,NIJKERK,NL,,,D - Nog te controleren,TCNUTR00
319774.0,09-12-16,NL,6541PC,UTRECHT,,0,UTRECHT,,
,,,3284 AX,EDINBURGH EH3 9WJ,NL,,OSS,D - Nog te controleren,JOHGRO00
,09-12-16,,3542 DP,LEIDEN,NL,,,D - Nog te controleren,
318610.0,09-12-16,NL,3508 AA,BREUKELEN,SE,,,,
319475.0,,,3772MN,NIJMEGEN,NL,5641 PP,.S-HERTOGENBOSCH,D - Nog te controleren,CANHOO00
,09-12-16,,2501CK,DORDRECHT,NL,,,,MRCUTR00
,,NL,1118 CP,DORDRECHT,,3800 BV,,D - Nog te controleren,HOGZWO00
317874.0,09-12-16,NL,1231 PA,Barendrecht,NL,3180 AE,,,
316901.0,09-12-16,NL,3508 AA,ROTTERDAM,,3800 AK,AMSTERDAM,,
317334.0,09-12-16,,6416 SG,DEN HAAG,NL,,,D - Nog te controleren,
,,NL,2741 PX,UTRECHT,NL,,UTRECHT,E - Niet meer actief,GEMNIE00
,09-12-16,,3500 GA,ELST (GLD),NL,3508 AA,BADHOEVEDORP,,
,09-12-16,NL,3508 AA,UTRECHT,,3508 AA,65549 LIMBURG,D - Nog te controleren,FIN75000
320411.0,09-12-16,NL,3555 HW,HOOGVLIET ROTTERDAM,NL,7000 AB,CULEMBORG,D - Nog te controleren,
,,,1760 AA,ZEIST,NL,3508 AA,BERGEN OP ZOOM,,
,,NL,2034CX,AMERSFOORT,NL,1137 AA,UTRECHT,,LITNAA00
320926.0,09-12-16,IT,6700AP,BUSSUM,NL,5512 ZG,,D - Nog te controleren,AMSAMS01
,09-12-16,,3606 AZ,MAARSSEN,NL,7000 AB,,E - Niet meer actief,PHAUTR30
,09-12-16,NL,7730 AB,CH-8808 PFAFFIKON SZ,NL,1075 HS,UTRECHT,D - Nog te controleren,
318055.0,,NL,3950AC,UTRECHT,NL,1402 SR,,,PEC75000
316117.0,,NL,3508 AA,LEIDSCHENDAM,NL,3743 CB,POELDIJK,,VASELS00
319830.0,,NL,7500 AV,GOUDA,,,,D - Nog te controleren,
320474.0,09-12-16,,1213XZ,NEDERHORST DEN BERG,NL,3800 AJ,ARNHEM,D - Nog te controleren,
320431.0,09-12-16,FR,3000 AT,LAREN,NL,5000 JD,BUNSCHOTEN-SPAKENBURG,D - Nog te controleren,
,09-12-16,NL,3930EA,TILBURG,NL,2800 AE,,D - Nog te controleren,
319039.0,,,1137 AA,UTRECHT,LU,1231 EH,,D - Nog te controleren,MASDRI00
314957.0,09-12-16,NL,3740AE,Muiderberg,,3508 AA,,,VOLAME00
,09-12-16,NL,1327AH,UTRECHT,NL,3508 AA,DEN HAAG,,
319718.0,09-12-16,,3508 AA,HEEMSTEDE,NL,3508 AA,,D - Nog te controleren,VACUTR05
,09-12-16,,1200AD,POELDIJK,NL,1200 BB,,D - Nog te controleren,NASAME00
319057.0,09-12-16,,6020 AD,UTRECHT,,,,D - Nog te controleren,
318107.0,,,3941 GH,DE BILT,NL,3528 BL,ROTTERDAM,,NOTUTR01
,,NL,2991JG,UTRECHT,NL,3512 KV,,,VANWEE00
,09-12-16,NL,6504 AB,EC4V 6JA LONDON,NL,3573 ZG,,,BROBAL00
,09-12-16,,1112TC,MEPPEL,NL,7301 GD,,,
320607.0,,NL,1430AA,UTRECHT,GB,,UTRECHT,,
317128.0,,NL,2596 ET,De Meern,NL,3508 AA,UTRECHT,E - Niet meer actief,TRAAMS01
454.0,,NL,5025DJ,SOEST,NL,3430 BA,SCHIPHOL,D - Nog te controleren,
313416.0,,NL,0,ZWAAGDIJK-OOST,,,2660 HOBOKEN,D - Nog te controleren,POOAME00
316796.0,,,8025BP,VEENENDAAL,NL,7301 GE,UTRECHT,D - Nog te controleren,FRONIE00
319070.0,09-12-16,NL,2508TG,HILVERSUM,,,,,
320570.0,,NL,3940 AA,BERKEL EN RODENRIJS,NL,,,,DERDEB00
,,NL,5000 LA,1149-008 LISBOA,,5203 DL,,,EDUWAG00
319888.0,09-12-16,NL,1000AA,3700 TONGEREN,NL,,UTRECHT,D - Nog te controleren,
,,,4484 CD,LOOSDRECHT,,,DELFT,,OPTHOU00
,09-12-16,AT,3905 KZ,BUNNIK,NL,3364 DG,"LOSTOCK GRALAM,CW9 7UA",,YNNUTR00
,09-12-16,NL,3439 LC,UTRECHT,NL,6604 KG,'S-GRAVENZANDE,,PHAUTR25
319188.0,09-12-16,,3508 AA,DE MEERN,NL,2622 KA,"WN5 0JL WIGAN,LANCASHIRE",D - Nog te controleren,VANHUI00
,09-12-16,,5124RN,DEN HAAG,NL,5261 NH,UTRECHT,E - Niet meer actief,
320317.0,,NL,2502KM,UTRECHT,,3508 AA,,,HJHZEI05
319445.0,09-12-16,,1700AG,APELDOORN,NL,0,AMERSFOORT,D - Nog te controleren,
,09-12-16,,6800AJ,Utrecht,,6741 DS,ROZENDAAL,,
319564.0,09-12-16,GB,3571BE,ZEIST,,,,D - Nog te controleren,
,09-12-16,,3815 KG,Zutphen,NL,3508 AA,NIEUWEGEIN,D - Nog te controleren,
317798.0,,NL,3430AN,AMERSFOORT,,2585 GC,,D - Nog te controleren,
319751.0,,,1016 GC,AMSTELVEEN,NL,3500 HB,UTRECHT,D - Nog te controleren,HEKLIS00
,,NL,3830 AE,GROOT-AMMERS,FR,3512 EG,OOSTERHOUT,,ADEZAL01
320901.0,09-12-16,,3508 AA,SCHIPLUIDEN,NL,3508 AA,LAREN,,
319154.0,,,1422AD,HAAKSBERGEN,,3882 MH,ALKMAAR,,BOEHAA00
320389.0,09-12-16,NL,2861 TM,AMSTERDAM,,,,D - Nog te controleren,UNIHIL00
,,NL,3600 BA,WIJCHEN,NL,3734 VH,,D - Nog te controleren,RIWAPE00
,09-12-16,,3000 AM,BEUNINGEN,,3500 AA,VIANEN,D - Nog te controleren,WERUTR00
320090.0,09-12-16,NL,1017 CA,NIEUW-BEIJERLAND,,6002 NL,UTRECHT,,SLOHUI00
,,,5460AA,DEN HAAG,NL,3502 JA,,D - Nog te controleren,
317467.0,09-12-16,NL,1329BP,AMSTERDAM,GB,,,D - Nog te controleren,FRILOO00
,09-12-16,NL,1017 XK,UTRECHT,NL,5001 CD,,D - Nog te controleren,RIJS-H00
320630.0,,NL,3508 AA,MAARSSEN,,,,D - Nog te controleren,VESAPE00
,09-12-16,NL,3641 AR,DELFT,,0,,D - Nog te controleren,WERHEN00
318409.0,,,3508 AB,ROTTERDAM,NL,3891 GN,UTRECHT,,SNSDEN00
,09-12-16,NL,1071DV,SCHIPHOL,,3800 GB,SCHIPHOL-RIJK,,FURUTR00
317562.0,,NL,3508 AA,OUDERKERK A/D AMSTEL,,1171 LK,UTRECHT,,DIEAME00
317808.0,09-12-16,NL,3881 SV,HAELEN,,5506 RA,,,GRA60300
320762.0,09-12-16,NL,3400AC,BOSKOOP,,1118 ZG,1000  BRUSSELS,,ALBTIE00
,,NL,4131 NR,RIJSWIJK,NL,3430 DV,,D - Nog te controleren,
315018.0,09-12-16,,3508 AA,Geleen,NL,1200 AA,ZWOLLE,,RAMUTR01
316267.0,09-12-16,,3452 SX,Erp ,,,UTRECHT,D - Nog te controleren,INHAMS00
,,,0,Veenendaal,NL,6861 EJ,UTRECHT,D - Nog te controleren,JANHIL00
317826.0,09-12-16,,1076ED,UTRECHT,NL,3009 AR,,,DIEB-101
319002.0,,NL,1506 DG,VEENENDAAL,,,,,VEEODI00
314956.0,09-12-16,NL,3508 AA,UTRECHT,,1082 MA,,,OASGOU00
,09-12-16,NL,3711 CB,BREDA,,,ELST (GLD.),,VANGRO00
,09-12-16,NL,6816VD,NIJMEGEN,,,,D - Nog te controleren,MORUTR01
,09-12-16,,4141 MK,PUTTEN,,3701 AH,,,
,09-12-16,,5262 RJ,D-45964 GLADBECK,NL,,,D - Nog te controleren,
,,NL,0,ROSMALEN,,,BUREN,D - Nog te controleren,
320727.0,09-12-16,,1261 CX,UTRECHT,,,WORMER,D - Nog te controleren,ARKUTR05
,,,3000CK,XXXX,NL,2691 BC,,,
,,NL,5201AG,ZEIST,NL,,UTRECHT,D - Nog te controleren,
,,,3941CD,UTRECHT,NL,5201 DZ,UTRECHT,,
318111.0,,,0,AMSTERDAM,,7418 CJ,,D - Nog te controleren,HALVIC00
320264.0,,NL,1082ME,Eindhoven,NL,7550 AV,SCHIPHOL-RIJK,E - Niet meer actief,SASNEW00
,09-12-16,NL,3500 GE,DX 14085 LEEDS PARK,,3508 AA,,,
317864.0,09-12-16,,3430BH,Amsterdam,,3508 AA,,,WELUTR00
,,NL,1013 MT,Abcoude,,7300 HC,HAARLEM,D - Nog te controleren,
,,NL,1112 XL,ROTTERDAM,NL,3768 HL,,,MRAUTR00
,,,3528 BR,BOSKOOP,,3011 RR,,,EURROT00
319741.0,09-12-16,NL,4800 CG,AMSTERDAM,,4214 DD,UTRECHT,E - Niet meer actief,
320321.0,09-12-16,NL,3581 ET,VLAARDINGEN,NL,,,,
320259.0,,NL,3136EA,Maarssen,NL,3508 AA,DE BILT,D - Nog te controleren,GEMUTR01
318714.0,09-12-16,,3508 AA,ZAANDAM,,,BERKEL EN RODENRIJS,,
314995.0,09-12-16,,0,TIENHOVEN UTRECHT,,3508 AA,AMERSFOORT,D - Nog te controleren,MRHUTR00
320845.0,,,3871AZ,DEN HAAG,NL,,UTRECHT,D - Nog te controleren,
317357.0,09-12-16,NL,3502 JA,TTILBURG,,,,D - Nog te controleren,VANROS00
,09-12-16,DE,3508 AA,NIEUWEGEIN,NL,3006 HA,LEIDEN,,VUMAMS02
,,DE,1792 CG,ROTTERDAM,,3508 AA,AMSTERDAM,,TENUTR00
320756.0,09-12-16,DE,1398 AP,UTRECHT,,3508 AA,,D - Nog te controleren,IKEOSS01
320213.0,,NL,0,UTRECHT,NL,,BUSSUM,D - Nog te controleren,SAIETT00
318256.0,09-12-16,,2993 LL,ARNHEM,NL,,LISSE,E - Niet meer actief,SAMDEL00
319332.0,,NL,3508 AA,OMMEREN,NL,,AMSTERDAM,D - Nog te controleren,
317216.0,,NL,3824 LK,DELFT,,3508 AA,VIANEN,,
,,,2591 TV,Amsterdam,,0,UTRECHT,E - Niet meer actief,BROOUD00
320148.0,,NL,2803PG,UTRECHT,US,6661 NS,,,HARMAA00
320892.0,09-12-16,,3584 AC,ALMELO,NL,7312 BH,UTRECHT,D - Nog te controleren,SPIGOU00
,09-12-16,NL,3446 JL,Amersfoort,,3531 VK,AMERSFOORT,,
320253.0,,NL,1141AK,OSS,,2500 BG,DELFT,,BOUBUN00
320468.0,,PT,3527 GV,SOEST,NL,,12580 BENICARLO,D - Nog te controleren,
320237.0,09-12-16,NL,2685 ZH,UTRECHT,,3980 CB,,,MULUTR00
316567.0,09-12-16,NL,3508 AA,AMSTERDAM,,2509 AC,,D - Nog te controleren,BRAUTR00
320777.0,09-12-16,NL,0,NIEUWEGEIN,NL,3951 EE,UTRECHT,D - Nog te controleren,KLUALP00
313927.0,,HK,3508 AA,Katwijk,,6814 MN,WOERDEN,,
,09-12-16,NL,3723 TZ,BROEK OP LANGEDIJK,NL,3512 PJ,,D - Nog te controleren,STEUTR00
115920.0,09-12-16,,0,UTRECHT,NL,,MAARSSEN,D - Nog te controleren,HOOBIL00
,09-12-16,,3508 AA,HOOFDDORP,,1093 KS,HOOFDDORP,,
314525.0,09-12-16,,3500 AN,ARNHEM,,,UTRECHT,,
319952.0,09-12-16,NL,1212VH,UTRECHT,NL,3502 KA,VEENENDAAL,D - Nog te controleren,BERCH-00
320170.0,,NL,1015GS,AMSTERDAM,,,,D - Nog te controleren,JOH18300
529.0,09-12-16,NL,3737 BK,SHENZHEN,,,BAAMBRUGGE,,GROAME00
319088.0,,NL,2678ZG,Hasselt,NL,3508 AA,TWELLO,,
,09-12-16,,3056 PG,DEN HAAG,,,,,
319618.0,09-12-16,NL,3721AK,BUDEL,,2770 AA,EPSE (GEMEENTE LOCHEM),,
320069.0,09-12-16,NL,3508 AA,AMSTERDAM ,NL,3000 AB,CULEMBORG,,
316106.0,09-12-16,,2685 DG,AMSTERDAM,NL,,BREDA,D - Nog te controleren,
,,,1170AH,AMSTERDAM,NL,5201 AE,BUSSUM,,
,09-12-16,NL,3500 GE,'S-HERTOGENBOSCH,,,,D - Nog te controleren,
,,NL,4837BN,TILBURG,NL,,UTRECHT,D - Nog te controleren,CERPOE01
,,,3732 HC,74321BIETGHEIM-BISSINGEN,NL,0,,D - Nog te controleren,
311251.0,09-12-16,NL,1183 DJ,UTRECHT,NL,1066 EC,,,OKHOMM00
318388.0,,NL,5201AK,Houten,,3508 AA,,,NIPAMS00
319312.0,09-12-16,,3011AN,DOETINCHEM,NL,3515 ET,,,PROZWI00
320669.0,09-12-16,,1083 HN,HILVERSUM,,,OOST WEST EN MIDDELBEERS,,
320413.0,,,3508 AA,AMSTERDAM ZUIDOOST,NL,6981 CK,SITTARD,D - Nog te controleren,VERAMS00
316301.0,,DE,3500 GA,UTRECHT,,1261 CD,LOENEN AAN DEN VECHT,,TIEENS00
316678.0,09-12-16,NL,3062 MB,ROOSENDAAL,NL,1200 AJ,DELFT,D - Nog te controleren,DECUTR00
319171.0,,,5004 BE,DOORN,,4100 AM,,E - Niet meer actief,EECNIE00
320356.0,,FR,3763 LH,Barendrecht,IT,2015 HM,UTRECHT,D - Nog te controleren,
,,,5000 AS,NIEUWEGEIN,,2492 WV,,,POSUTR00
318530.0,09-12-16,,7207BD,Schalkwijk,NL,,,D - Nog te controleren,
,,,5621 AA,Utrecht,,1430 AG,UTRECHT,E - Niet meer actief,VAMA-100
318182.0,09-12-16,NL,3508 AA,UTRECHT,,,HILLEGOM,D - Nog te controleren,ARV19300
317922.0,09-12-16,,3508 AA,UTRECHT,NL,3840 AJ,,D - Nog te controleren,
319334.0,09-12-16,,3008 PA,AMERSFOORT,,5581 GN,UTRECHT,D - Nog te controleren,
,09-12-16,,3508 AA,MAARSSEN,,3905 KZ,ARNHEM,D - Nog te controleren,AUTMON02
318565.0,09-12-16,NL,3508 AA,ROSMALEN,,,,D - Nog te controleren,
115126.0,09-12-16,NL,3700 AT,HUIZEN,PT,3508 AA,AMSTERDAM,,HEWLEL00
,09-12-16,,5201AC,UTRECHT,NL,,,D - Nog te controleren,REAALK03
,09-12-16,NL,3015XJ,Capelle aan den IJssel,NL,3508 AA,,,
,09-12-16,NL,5004BL,UTRECHT,NL,,,D - Nog te controleren,HJHZEI01
319351.0,,,3508 AB,UTRECHT,NL,0,,,KLUDEV00
,09-12-16,,1960AA,HOOGLANDERVEEN,,1411 AW,ZALTBOMMEL,D - Nog te controleren,BODPUT00
318449.0,,,3417 XT,UTRECHT,NL,,,E - Niet meer actief,
,,,2715 CA,UTRECHT,NL,,,,
,,NL,1181ZA,ZEIST,NL,1396 JJ,BARENDRECHT,,NUMUTR02
315092.0,09-12-16,,6460HA,UTRECHT,NL,,AMSTERDAM,D - Nog te controleren,
,09-12-16,,3500BM,VLEUTEN,NL,1064 LE,UTRECHT,,
