unknown,unknown,unknown,postcode,city,country,province,country,telephone_nr,telephone_nr,unknown,unknown,sbi_description,date,unknown
1606080624,Zakenrelatie,Actief,5571 CW,Goes,Europe,Noord-Holland,Netherlands,010-4256650,020-6465354,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2010,internet
1606080336,Zakenrelatie,Actief,3512 PG,Venlo,Europe,Zuid-Holland,Netherlands,0412-693333,0162-429850,Architecten Ext. BNA,K. Financiele instellingen,,01-03-2010,DM cd bestanden
1606080602,Prospect,Actief,2728 EM,Oostzaan,Europe,Noord-Brabant,Netherlands,026-4463447,0544-377139,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,DM cd bestanden
1606080437,Zakenrelatie,Actief,3022 DC,Nieuwegein,Europe,Gelderland,Netherlands,020-6936839,013-5199727,Architecten Ext. BNA,K. Financiele instellingen,,11-06-2015,internet
1606080579,Zakenrelatie,Actief,5625 RW,Santpoort-Zuid,Europe,Utrecht,Netherlands,075-6700695,0599-416438,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,DM cd bestanden
2010010825188,Zakenrelatie,Actief,3039 VE,Rosmalen,Europe,Utrecht,Netherlands,043-3252499,,Architecten Ext. BNA,K. Financiele instellingen,742012 Techn. ontwerp . burger/util.bouw (géén architect),15-08-2013,DM cd bestanden
1606080308,Zakenrelatie,Actief,1501 AA,Amsterdam,Europe,Noord-Brabant,Netherlands,0495-595720,043-3259622,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-07-2012,internet
1606080582,Zakenrelatie,Actief,5561 TV,Berlicum,Europe,Noord-Brabant,Netherlands,058-2133045,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-04-2010,internet
2010010832236,Zakenrelatie,Actief,6617 BV,Oud-Beijerland,Europe,Limburg,Netherlands,0495-491492,077-4772665,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-10-2009,DM cd bestanden
1606081022,Klant,Actief,7255 AG,'s-Gravenhage,Europe,Utrecht,Netherlands,0299-476540,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-08-2012,DM cd bestanden
1606080477,Zakenrelatie,Actief,5141 JP,Tegelen,Europe,Noord-Brabant,Netherlands,0512-584646,0492-524082,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606080375,Zakenrelatie,Actief,2665 KA,Ede,Europe,Noord-Holland,Netherlands,033-4450375,013-5442378,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-03-2012,DM cd bestanden
1606080651,Zakenrelatie,Actief,6215 EG,Ijmuiden,Europe,Utrecht,Netherlands,050-5892420,020-6477146,Architecten Ext. BNA,Onbekend,,14-07-2010,DM cd bestanden
1606080727,Zakenrelatie,Actief,3840 AC,Bosch en Duin,Europe,Noord-Holland,Netherlands,077-3200691,058-2134767,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
1606080291,Zakenrelatie,Actief,6281 AN,Groningen,Europe,Drenthe,Netherlands,070-3922081,,Architecten Ext. BNA,K. Financiele instellingen,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,11-06-2015,DM cd bestanden
1606080022,Zakenrelatie,Actief,6812 AR,Haarlem,Europe,Noord-Brabant,Netherlands,035-6949492,036-5226558,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-07-2010,internet
1606080766,Zakenrelatie,Actief,2526 NK,Voorthuizen,Europe,Overijssel,Netherlands,038-4527584,0475-487006,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-09-2013,internet
1606081463,Zakenrelatie,Actief,5171 GR,Lunteren,Europe,Groningen,Netherlands,035-6280422,024-6961906,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",29-02-2012,DM cd bestanden
1606081056,Zakenrelatie,Actief,2514 GC,Utrecht,Europe,Gelderland,Netherlands,076-5934451,,Architecten Ext. BNA,G. Groot- en detailhandel; reparatie van auto's,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606080331,Zakenrelatie,Actief,7255 XT,ROTTERDAM,Europe,Zuid-Holland,Netherlands,050-3182102,038-3317526,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,DM cd bestanden
K38470,Zakenrelatie,Actief,5705 AJ,'S-Gravenhage,Europe,Zuid-Holland,Netherlands,043-3623444,0318-487256,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,internet
1606080802,Zakenrelatie,Actief,1019 HD,Tilburg,Europe,Zuid-Holland,Netherlands,050-3146111,0162-486850,Architecten Ext. BNA,K. Financiele instellingen,"5113 Handelsbemiddeling in hout, vlakglas, sanitair en bouwm",10-02-2009,Telefoon
K37264,Zakenrelatie,Actief,6537 AS,IJsselmuiden,Europe,Gelderland,Netherlands,010-4330099,0165-565665,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
2010010831542,Zakenrelatie,Actief,5113 TE,Asten,Europe,Gelderland,Netherlands,058-2501819,0299-402081,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-11-2009,DM cd bestanden
1606080504,Zakenrelatie,Actief,3088 HH,Amsterdam,Europe,Zeeland,Netherlands,070-3636960,010-4126249,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-06-2011,DM cd bestanden
1606080219,Zakenrelatie,Actief,9711 EE,Amsterdam,Europe,Noord-Holland,Netherlands,0188-611483,0162-687559,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-09-2009,DM cd bestanden
1606080820,Zakenrelatie,Actief,3012 LG,Wolvega,Europe,Noord-Brabant,Netherlands,0345-558397,0487-532288,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-09-2009,internet
2010010832300,Zakenrelatie,Actief,5126 RJ,Amsterdam,Europe,Zuid-Holland,Netherlands,046-4336809,0418-631699,Architecten Ext. BNA,K. Financiele instellingen,,29-09-2011,DM cd bestanden
1606080721,Prospect,Actief,3421 AT,Utrecht,Europe,Limburg,Netherlands,030-2312763,020-4190096,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,Bouw expresse
1606080500,Klant,Actief,7325 AL,Hengelo,Europe,Noord-Holland,Netherlands,020-6258810,0512-584649,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-11-2009,DM cd bestanden
K38659,Zakenrelatie,Actief,3021 CM,Rotterdam,Europe,Noord-Holland,Netherlands,06-29006870,,Architecten Ext. BNA,K. Financiele instellingen,,14-05-2012,DM cd bestanden
2010010832284,Zakenrelatie,Actief,6221 AX,Oegstgeest,Europe,Noord-Holland,Netherlands,0184-661238,0184-699066,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-10-2013,DM cd bestanden
1606080451,Zakenrelatie,Actief,6305 AE,De Goorn,Europe,Noord-Brabant,Netherlands,0575-552737,020-4236463,Architecten Ext. BNA,K. Financiele instellingen,,05-01-2010,internet
1606080169,Zakenrelatie,Actief,3000 BM,Wormerveer,Europe,Noord-Holland,Netherlands,0318-519008,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-10-2013,internet
K23309,Zakenrelatie,Actief,5246 GC,Etten-Leur,Europe,Zuid-Holland,Netherlands,079-3165710,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-10-2013,internet
1606080990,Suspect,Passief,3032 SB,Rotterdam,Europe,Overijssel,Netherlands,010-2021900,010-4661150,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-09-2011,internet
2010010832290,Zakenrelatie,Actief,3029 AC,Cromvoirt,Europe,Gelderland,Netherlands,072-5151644,0592-331439,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-10-2009,Internet
1606080859,Zakenrelatie,Actief,1015 CW,Vlaardingen,Europe,Zuid-Holland,Netherlands,030-2516025,040-2372675,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-09-2013,DM cd bestanden
1606080668,Zakenrelatie,Actief,5141 HD,Eindhoven,Europe,Noord-Holland,Netherlands,040-2128258,,Architecten Ext. BNA,K. Financiele instellingen,,11-07-2012,DM cd bestanden
2010010827627,Prospect,Actief,6041 HP,Waalwijk,Europe,Noord-Brabant,Netherlands,0497-383678,010-2430917,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-04-2010,DM cd bestanden
1606080052,Zakenrelatie,Actief,3991 AA,Veghel,Europe,Noord-Holland,Netherlands,0512-545800,,Architecten Ext. BNA,K. Financiele instellingen,,29-05-2015,internet
2010010832318,Zakenrelatie,Actief,5582 HH,MAASTRICHT,Europe,Zuid-Holland,Netherlands,0528-234436,070-3617885,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-04-2011,DM cd bestanden
1606080515,Zakenrelatie,Actief,4283 GZ,Eindhoven,Europe,Gelderland,Netherlands,038-4443651,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,DM cd bestanden
1606080128,Zakenrelatie,Actief,3055 TJ,Barneveld,Europe,Gelderland,Netherlands,040-2462058,0118-478163,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-07-2010,DM cd bestanden
1606080108,Zakenrelatie,Actief,6336 VT,Hendrik Ido Ambacht,Europe,Noord-Holland,Netherlands,010-4675573,020-636 95 01,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-05-2009,DM cd bestanden
200907014840,Zakenrelatie,Actief,3781 DV,Neede,Europe,Zuid-Holland,Netherlands,0297-342029,010-4145132,Architecten Ext. BNA,K. Financiele instellingen,,07-04-2011,DM cd bestanden
2010010832311,Zakenrelatie,Actief,4921 NK,Limmen,Europe,Friesland,Netherlands,010-7670394,040-2462530,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080137,Zakenrelatie,Actief,2628 AS,Maastricht,Europe,Zuid-Holland,Netherlands,0299-372853,0299-371519,Architecten Ext. BNA,K. Financiele instellingen,,11-07-2012,internet
1606080229,Zakenrelatie,Actief,1974 TK,Leeuwarden,Europe,Friesland,Netherlands,0495-521685,0411-643285,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,Algemene media
2010010829633,Zakenrelatie,Actief,3032 AL,Uithoorn,Europe,Utrecht,Netherlands,043-6012075,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
1606080529,Zakenrelatie,Actief,5809 AB,Valkenburg,Europe,Noord-Brabant,Netherlands,010-4117814,040-2110577,Architecten Ext. BNA,K. Financiele instellingen,,08-03-2013,DM cd bestanden
1606082145,Zakenrelatie,Actief,7901 BG,Leeuwarden,Europe,Zuid-Holland,Netherlands,06-47666446,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-04-2010,DM cd bestanden
1606080413,Zakenrelatie,Actief,6221 CZ,Veghel,Europe,Flevoland,Netherlands,015-2138423,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-06-2009,internet
K39935,Zakenrelatie,Actief,7241 NG,Mechelen,Europe,Noord-Brabant,Netherlands,0575-461921,033-4552988,Architecten Ext. BNA,K. Financiele instellingen,,11-06-2015,internet
2010010829545,Zakenrelatie,Actief,4331 JA,Kring van Dorth,Europe,Gelderland,Netherlands,0317-318474,0161-451022,Architecten Ext. BNA,K. Financiele instellingen,,02-05-2012,DM cd bestanden
2010010830799,Zakenrelatie,Actief,6226 EH,Rotterdam,Europe,Noord-Brabant,Netherlands,024-3774852,038-3310837,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-10-2012,DM cd bestanden
1606080637,Zakenrelatie,Actief,6533 NK,Rotterdam,Europe,Utrecht,Netherlands,013 5801111,076-5984675,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,DM cd bestanden
1606080586,Suspect,Actief,9411 PM,Elst,Europe,Utrecht,Netherlands,085 489 89 87,0478-511585,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-11-2009,DM cd bestanden
1606080955,Zakenrelatie,Actief,9711 GA,Leiden,Europe,Noord-Holland,Netherlands,0343-454000,0314-621351,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080080,Zakenrelatie,Actief,4311 GL,Hoogeveen,Europe,Noord-Holland,Netherlands,06-42256588,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-03-2011,internet
1606080328,Zakenrelatie,Actief,6416 EB,Ede Gld,Europe,Zuid-Holland,Netherlands,0413-382590,0318-643038,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080404,Zakenrelatie,Actief,8932 LR,'s-Hertogenbosch,Europe,Noord-Brabant,Netherlands,,010-4139398,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-03-2009,internet
1606080876,Zakenrelatie,Actief,4201 GK,Drachten,Europe,Friesland,Netherlands,040-2370105,043-6013463,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606082257,Zakenrelatie,Actief,5281 GC,Amsterdam,Europe,Noord-Holland,Netherlands,0172-619211,,Architecten Ext. BNA,K. Financiele instellingen,,01-07-2010,Internet
2010010832305,Zakenrelatie,Actief,8754 EM,Amsterdam,Europe,Gelderland,Netherlands,0541-352500,043-3580298,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-02-2012,internet
1606080409,Zakenrelatie,Actief,1816 KC,Gemert,Europe,Noord-Brabant,Netherlands,0345-589420,0570-611606,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",15-04-2011,DM cd bestanden
1606080473,Zakenrelatie,Actief,5266 AD,Eindhoven,Europe,Noord-Brabant,Netherlands,075-6474999,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
1606080307,Zakenrelatie,Actief,6026 VZ,Hengelo,Europe,Noord-Brabant,Netherlands,010-2060000,0345-589421,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,internet
K38530,Zakenrelatie,Actief,6718 WT,Maastricht,Europe,Zuid-Holland,Netherlands,06-11347883,0499-575325,Architecten Ext. BNA,K. Financiele instellingen,,25-08-2009,DM cd bestanden
1606080448,Zakenrelatie,Actief,3604 BB,Roosendaal,Europe,Zuid-Holland,Netherlands,0251-654651,035-6288991,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-03-2012,DM cd bestanden
1606080798,Zakenrelatie,Actief,3011 KA,Utrecht,Europe,Noord-Brabant,Netherlands,076-5208037,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-09-2009,internet
K38510,Zakenrelatie,Actief,5616 RZ,Vessem,Europe,Gelderland,Netherlands,070-3586262,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-01-2010,DM cd bestanden
1606080439,Zakenrelatie,Actief,6281 NJ,Valkenswaard,Europe,Limburg,Netherlands,010-7502888,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-11-2009,DM cd bestanden
1606080214,Zakenrelatie,Actief,5552 BD,Rotterdam,Europe,Gelderland,Netherlands,020-6244380,0346-573698,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
2010010830277,Zakenrelatie,Actief,7251 LC,Bodegraven,Europe,Limburg,Netherlands,0544-373014,078-6821080,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-05-2010,DM cd bestanden
1606080792,Zakenrelatie,Actief,3311 JX,Amsterdam,Europe,Noord-Brabant,Netherlands,070-4169410,010-4737070,Architecten Ext. BNA,K. Financiele instellingen,,20-09-2013,DM cd bestanden
1606080958,Klant,Actief,3083 AM,Bergeijk,Europe,Noord-Holland,Netherlands,020-6220082,0180-552658,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080614,Zakenrelatie,Actief,3011 XB,Vorden,Europe,Limburg,Netherlands,0229-540996,0416-342171,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-11-2009,internet
1606080196,Zakenrelatie,Actief,2611 RJ,Emmeloord,Europe,Limburg,Netherlands,,0485-341946,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-02-2010,baan
1606080587,Zakenrelatie,Actief,3583 JL,Oss,Europe,Gelderland,Netherlands,045-5243347,023-5345378,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,internet
2010010830052,Zakenrelatie,Actief,5615 AC,Amsterdam,Europe,Zuid-Holland,Netherlands,0541-535180,030-2319183,Architecten Ext. BNA,Onbekend,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,21-08-2012,internet
1606080603,Zakenrelatie,Actief,5991 PB,Schoonhoven,Europe,Noord-Brabant,Netherlands,,073-6567637,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-06-2011,internet
2010010832287,Zakenrelatie,Actief,3083 AS,Budel,Europe,Noord-Brabant,Netherlands,020-4235530,0172-218175,Architecten Ext. BNA,Onbekend,,28-01-2010,internet
1606080979,Zakenrelatie,Actief,8181 JJ,KORTENHOEF,Europe,Limburg,Netherlands,010-4733969,,Architecten Ext. BNA,K. Financiele instellingen,,27-08-2009,DM cd bestanden
1606080180,Klant,Actief,7231 CM,Zoeterwoude,Europe,Noord-Holland,Netherlands,010-4627878,,Architecten Ext. BNA,K. Financiele instellingen,,13-04-2011,DM cd bestanden
2010010827485,Zakenrelatie,Passief,2382 BK,Veenendaal,Europe,Zuid-Holland,Netherlands,010-4147585,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-10-2010,DM cd bestanden
1606080619,Zakenrelatie,Actief,1681 PA,Harmelen,Europe,Limburg,Netherlands,010-2440750,070-3615584,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606080434,Zakenrelatie,Actief,3011 CH,Rotterdam,Europe,Noord-Holland,Netherlands,038-4669594,0113-213122,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,DM cd bestanden
1606080961,Prospect,Actief,5688 EW,Schoonhoven,Europe,Zuid-Holland,Netherlands,015-2128817,0183-660935,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-09-2012,DM cd bestanden
1606080482,Zakenrelatie,Actief,1241 LG,Zaltbommel,Europe,Limburg,Netherlands,06 53 16 91 28,020-6228179,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
1606081046,Zakenrelatie,Actief,8271 EM,Rotterdam,Europe,Groningen,Netherlands,020-6253973,073 6420690,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",22-11-2011,DM cd bestanden
1606080081,Zakenrelatie,Actief,3583 RT,Doetinchem,Europe,Zuid-Holland,Netherlands,024-3541524,038-4537606,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606081232,Zakenrelatie,Actief,6212 BM,De Moer,Europe,Noord-Brabant,Netherlands,071-5120790,0318-840027,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
2010010800089,Zakenrelatie,Actief,1412 GV,Gouda,Europe,Zuid-Holland,Netherlands,040-2163311,024-3566919,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606080559,Zakenrelatie,Actief,2611 LX,Maastricht,Europe,Limburg,Netherlands,010-3400064,050-5771904,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,Bouw expresse
2010010814780,Zakenrelatie,Actief,7642 CX,Heerlen,Europe,Zuid-Holland,Netherlands,020-4750726,040-2370106,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",07-09-2009,DM cd bestanden
1606080984,Zakenrelatie,Actief,9726 EL,Zeevang (Warder),Europe,Zuid-Holland,Netherlands,0318-619629,073-6134500,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-07-2010,internet
1606080832,Zakenrelatie,Actief,9724 AD,Riethoven,Europe,Limburg,Netherlands,073-6140407,020-4227233,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-01-2010,DM cd bestanden
2010010832252,Zakenrelatie,Actief,8916 HH,Raamsdonksveer,Europe,Limburg,Netherlands,020-3449700,0570-618430,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2014,DM cd bestanden
1606080639,Suspect,Actief,1054 HG,Apeldoorn,Europe,Utrecht,Netherlands,040-2427597,077-3071941,Architecten Ext. BNA,K. Financiele instellingen,,29-04-2009,internet
2010010830482,Zakenrelatie,Actief,6718 ZN,Oud Alblas,Europe,Zuid-Holland,Netherlands,070-3646677,075-6212810,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080157,Zakenrelatie,Actief,2311 PL,Amstelveen,Europe,Noord-Brabant,Netherlands,010-2624860,050-3134316,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-01-2015,DM cd bestanden
2010010832167,Klant,Actief,2771 EV,Arcen,Europe,Zuid-Holland,Netherlands,06 42 74 06 54,,Architecten Ext. BNA,K. Financiele instellingen,,28-06-2011,DM cd bestanden
1606081169,Zakenrelatie,Actief,3024 BG,Leiden,Europe,Noord-Holland,Netherlands,020-6265249,,Architecten Ext. BNA,K. Financiele instellingen,,11-02-2010,DM cd bestanden
2010010832285,Zakenrelatie,Actief,3021 EC,Venlo,Europe,Groningen,Netherlands,035-6222000,0475-331488,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-04-2011,DM cd bestanden
1606080411,Zakenrelatie,Actief,7132 DA,Rotterdam,Europe,Zuid-Holland,Netherlands,058-2134774,08-847190013,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-05-2013,internet
1606080533,Klant,Actief,4462 DZ,Gilze,Europe,Limburg,Netherlands,023-5337155ý,010-2440624,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,internet
1606080356,Zakenrelatie,Actief,1394 AV,Rotterdam,Europe,Noord-Holland,Netherlands,023-5316964,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
1606080186,Zakenrelatie,Actief,6522 HD,Amstelveen,Europe,Gelderland,Netherlands,0413-334334,030-2368327,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-07-2011,DM cd bestanden
1606080398,Zakenrelatie,Actief,3029 AK,Bennebroek,Europe,Gelderland,Netherlands,0546-571004,0573-432243,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",05-11-2009,DM cd bestanden
1606080490,Zakenrelatie,Actief,8021 EW,Amsterdam,Europe,Limburg,Netherlands,,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-04-2013,internet
1606080604,Zakenrelatie,Actief,3071 NK,Boskoop,Europe,Zuid-Holland,Netherlands,020-4227233,0344-572957,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,DM cd bestanden
1606080207,Zakenrelatie,Actief,9204 KT,Rotterdam,Europe,Noord-Holland,Netherlands,020-6250325,020-6238284,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-03-2009,DM cd bestanden
K38606,Zakenrelatie,Actief,5222 BS,Rotterdam,Europe,Zuid-Holland,Netherlands,06-44230525,075-6148288,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-12-2007,DM cd bestanden
2010010828944,Zakenrelatie,Actief,2411 CT,Ulicoten,Europe,Groningen,Netherlands,010-4132625,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
1606080124,Zakenrelatie,Actief,5258 VJ,Drachten,Europe,Overijssel,Netherlands,0487-532071,,Architecten Ext. BNA,K. Financiele instellingen,"74202 Technisch ontwerp en advies voor stedenbouw-,verkeers",14-07-2010,DM cd bestanden
2010010832239,Zakenrelatie,Actief,3311 JD,Rotterdam,Europe,Friesland,Netherlands,040-2606740,,Architecten Ext. BNA,K. Financiele instellingen,,31-08-2009,DM cd bestanden
1606080474,Zakenrelatie,Actief,6221 GD,Zutphen,Europe,Noord-Brabant,Netherlands,0164-259323,0341-561616,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,Beurs
1606080629,Zakenrelatie,Actief,7573 GH,Dalen,Europe,Gelderland,Netherlands,06-81467370,,Architecten Ext. BNA,K. Financiele instellingen,,28-04-2009,DM cd bestanden
